q0,q1,q2
-30.207886178149522,-82.76468309418959,-72.44040809911911
-34.47275228622283,-81.49610296117552,-69.10448685102574
-38.83540527581994,-85.28879142234025,-73.52042988825029
-21.77974919711795,-87.50269970221075,-76.25765414132925
-27.885210392463023,-79.6642312292819,-70.65494777563764
-33.89820743969017,-80.50555874353883,-69.54334284965685
-31.263369418822776,-85.6224375041317,-72.89326221772866
-17.650368547751498,-76.86988101991828,-69.5519337299197
-27.102623119439556,-84.17475545707694,-71.33760875724978
-26.333931947455767,-82.99197826343223,-71.4995597134201
-38.00842220173308,-85.27418095189874,-74.46613216008649
-27.308647551247077,-82.27017526621938,-70.36140539146975
-25.01425521099509,-82.70751309714821,-72.33302117882135
-26.449055857935946,-83.50258280005207,-70.5860925490885
-38.35304999071684,-82.81456262914509,-68.75357224811071
-25.932622416864206,-81.3350750552333,-69.79038021635986
-38.085630848714004,-83.72966438592663,-70.8667701215763
-33.58242878766572,-85.53615251132535,-71.8973767189201
-33.75106413579374,-86.13071692393825,-72.36943768169488
-29.995930585210317,-83.09856808418533,-70.67190405049828
-37.96344173078057,-83.792386033063,-69.3647553792246
-30.08941319787408,-82.5951959598013,-71.03462197901217
-27.589076586711997,-83.61758673775505,-73.28361163560358
-31.077957423104408,-81.95315509788688,-70.99154980342155
-38.42983402936238,-84.25366407394918,-70.0838386551734
-17.25415769926974,-82.41351991133352,-71.38871934817644
-28.389468012056795,-81.59472778407866,-71.43305123627026
-35.8831330053888,-81.30539374261653,-71.33688523163053
-13.335334343273303,-79.61759816772785,-69.39052492239752
-32.89244110965757,-81.47295427451198,-71.75860674216517
-37.54800306302161,-83.55358846141341,-70.46554598742192
-35.25500459954719,-82.15102513965462,-68.7998744833896
-28.542295992925688,-81.87572194458369,-70.71580097977417
-30.865311064868195,-84.37035501186591,-72.59279862258404
-25.135060902402188,-81.03180936804154,-70.0906957849629
-25.378257888077144,-81.4109640900738,-71.03898055193513
-26.62149743102424,-86.669598065749,-74.0844025288815
-23.774765168078943,-82.72665399247158,-71.85570282351014
-34.19903401610827,-84.72800544004876,-73.5189530832283
-39.380191808720724,-83.57905493410735,-70.76144498270693
-31.58972402957579,-86.06929835271914,-73.52644328316161
-19.958477013665686,-80.5761086004984,-71.16414030829206
-31.595893662398964,-83.91375215409442,-71.89367034573164
-19.628578718176072,-83.04028471938108,-71.99816606824334
-41.727008823880794,-85.8531363788918,-71.72032623393567
-31.85269424026319,-83.65160757460372,-72.36251839317661
-35.20515217187034,-84.72711074899196,-72.09210242025063
-17.13907139472809,-79.5175018046088,-70.46311698355706
-36.316361430672146,-85.98532027839833,-74.28383003671951
-38.43959461890677,-84.47555228093363,-71.15560758634939
-23.929302831079156,-81.88436890364181,-71.81706316171878
-29.36670043820766,-81.5953702292688,-68.90041823132302
-22.116886448882724,-80.8949480004704,-70.96325594321648
-40.16408438594851,-87.18581746498072,-72.38854108378587
-17.435071027127606,-84.88825633605983,-74.0990360730114
-29.726883700865244,-84.609122366404,-72.50170469170487
-30.06347268369069,-82.506476830997,-71.83659396065464
-25.85217610536904,-82.0839982418914,-70.68957036701389
-27.8781923465541,-86.00452852857565,-70.9369495791559
-28.01932237250054,-80.17392477740677,-69.39990861844146
-33.91333698012562,-86.18059397154923,-71.12933841390118
-30.402326634752228,-84.03279621539617,-71.7576790843286
-19.69160429421885,-78.45676365924261,-69.36440798549232
-38.190530969467716,-88.52387751105117,-74.07582004612661
-35.64002978704747,-82.07652475877403,-71.07027710495345
-31.267425793215295,-81.90967968871226,-70.32022681936321
-23.126637319992483,-86.39508542922952,-74.51109950315302
-37.79527807133752,-84.15426789288227,-71.4009086864381
-26.629785877984602,-85.68730563374766,-74.49305235161253
-34.789324753001665,-83.10647715036524,-71.59536075939062
-26.96543762507372,-82.06273845400493,-72.60113484838706
-23.092883037022375,-81.41531671482775,-70.96710526680077
-38.73757768771088,-86.33964013239444,-72.187173279191
-24.065300296158966,-78.81069926063262,-70.01017956532615
-13.292503383603048,-82.75539104456794,-73.30455050162075
-31.752760337119582,-83.68511315040267,-71.68194497040335
-28.540292793025458,-82.06400534004777,-70.4956661518856
-40.67372314868089,-87.05283320011218,-74.00403134706168
-36.25431743609772,-82.66164749103874,-71.97848459448795
-42.922978094658106,-83.82486730448497,-70.62112914408303
-32.79350543885761,-80.98161319429565,-67.36460767557548
-30.23635712961658,-84.98525040474033,-73.16669860991813
-40.89982762326622,-82.7198967340569,-71.05725152042922
-25.407631369586966,-83.12061198366165,-71.83930849170474
-26.564831504013227,-85.50825587088849,-71.57577496912727
-31.253125247816,-84.4378776606907,-71.68062758157106
-43.61709282895475,-83.28534476710662,-71.75394236108517
-35.6094920778246,-84.07498333855558,-71.06575484662721
-26.057787540334743,-84.32140940052625,-74.16485931833051
-25.97989430005856,-78.97911581718343,-70.55546332297763
-39.43669396612728,-83.50691028327638,-70.32354667953422
-22.640811575673354,-81.15000492543149,-70.36497623562306
-20.792740814625517,-82.54211554205824,-71.9245684790724
-28.113812427825565,-82.55007477157238,-71.53648499616628
-33.98491842975437,-81.95518503392339,-72.65687673957031
-41.93244642667628,-82.37818051459318,-71.07410164799975
-42.3511426728179,-84.28078136667153,-71.37031654015371
-32.9780556856378,-85.20757676028136,-72.11749703690235
-40.911051166645564,-86.70272486181672,-75.18224059755835
-37.908014765763255,-85.64566255720624,-71.60707245386853
-30.161918231190043,-82.11839065777772,-70.91226815291017
-28.068252414997005,-80.90526091529193,-70.82498493591108
-37.14349041354836,-79.25878658269923,-68.5822560206458
-29.34062331780376,-83.04737675016635,-72.58531964175842
-29.820612536445992,-82.18199542984782,-70.16032915367495
-37.24727014819564,-85.44227975353691,-71.93844599463779
-32.584628521768195,-82.83085418527251,-72.61382477012393
-24.365266730151347,-84.48924090669854,-71.66049075216083
-31.019071959029247,-84.52697831198425,-71.64147394873609
-34.23759823477178,-81.64396349602568,-69.29239647283923
-32.208360887561525,-82.38165826984536,-69.74071619868627
-29.33256788895062,-79.50218602891876,-68.87227335428848
-23.65258011877421,-80.93267066474809,-70.43382062910072
-27.728545560871737,-82.68637445605317,-71.18546399986408
-25.901104271251654,-81.90485766337999,-70.72733387109531
-27.8216843448904,-81.53600330240381,-71.49056575515712
-30.439160150489613,-86.3752532548038,-73.22071959040929
-29.486026135046018,-83.45288153007948,-71.21285871801905
-30.399376689686562,-86.2135171426278,-74.31164400179904
-28.71227856525951,-85.68870049640691,-74.31709127623907
-28.409081537073064,-80.27061562380453,-71.0630554397988
-46.55788316478481,-86.89406347776567,-72.41212158076844
-29.648977566728888,-82.04202195336235,-70.86042005781462
-34.209937759666445,-85.32830975507383,-72.79803152347337
-24.92295913489471,-77.991371169922445,-68.79502150400138
-36.78995551991642,-84.19283607321192,-69.5916018547232
-30.854453604093578,-82.57487242725587,-72.46801317751861
-23.890085785333326,-85.33865060320282,-73.88202988719834
-30.82222843524363,-82.38873088296978,-70.66587944053863
-32.15943235512145,-81.70701468845749,-69.71890359791436
-22.29254651811806,-80.33794409501571,-69.28250537369979
-17.796461430775366,-78.04931130456939,-69.33830143579956
-24.22167940196681,-82.29926599842736,-70.4748705849028
-42.746885948278816,-87.42055034749282,-73.3770560263336
-26.1158696701155,-79.87491831972494,-70.73915768866033
-32.46936976838731,-81.52017052316907,-68.96077033322625
-33.09340692242995,-86.40809845803703,-72.24765054474844
-27.372160007821435,-79.18701123419676,-67.86270461929755
-41.373568971356974,-87.55463375567136,-73.3183593259153
-30.450638193236387,-84.91334084858232,-72.47773908483123
-29.995595895474764,-81.25829720116498,-68.97505972164316
-40.54807654927197,-84.37137843611677,-71.47299475490314
-35.09966034603315,-85.6545550571916,-72.42080276475673
-27.50127929717354,-83.58192348886224,-71.47630138913637
-16.939411267263836,-81.28882096389204,-71.76332639682296
-29.59834279128313,-82.68539619083458,-70.68433305358103
-39.62798897041216,-86.49191768168198,-72.82419256753731
-19.682110517527008,-82.29078214321488,-71.68075969318234
-20.0235418629361,-81.91781272507453,-71.79151449778865
-18.75580568181033,-84.57843317162646,-71.89238424877955
-25.782855087533335,-81.62124655782839,-72.53376548568511
-21.144249179089172,-82.01645278504229,-69.58170198803984
-36.37188990890422,-84.4944141842649,-73.15475468902196
-28.438726361769625,-79.69618166555452,-67.46559331467705
-32.50730445045775,-84.23534985497211,-74.98381168783628
-47.896817380007406,-86.59581876777852,-70.6223109232518
-40.14752141512781,-81.447029867152,-69.40612378631236
-27.05503555214085,-84.60597566041484,-73.6801976817496
-27.978147313603188,-83.67255652880519,-72.01816970953375
-20.644688661007365,-78.09515860380031,-69.01207989997269
-22.48396111948233,-78.85848371624743,-67.72655023511132
-28.19146282773488,-82.85268836589184,-72.67842127359503
-27.101167814848225,-83.91181525844814,-72.60909488458358
-19.119394023287498,-79.23359987736607,-70.76620548105356
-18.759298656411374,-82.42766102090022,-72.50900054244471
-29.25555999609952,-80.44647385959684,-70.13302721573257
-25.956467150032495,-83.15044005207604,-71.83981840997396
-24.814720666456935,-81.87323543084983,-71.05090199501132
-24.412339758342682,-80.90917400085677,-70.87649987995601
-33.2527979375667,-86.22036981484102,-73.14947408230175
-23.272545242811873,-77.51896527377043,-66.11831550412327
-21.09269056938797,-77.3559047347524,-67.01696066104049
-18.655225973315112,-79.4434658219926,-70.14764758595983
-25.690563601890688,-81.41528957722986,-70.25536927774561
-29.97473345590072,-86.17842622832468,-72.98998040111039
-25.326904174552283,-81.75397288527665,-71.86824147876507
-43.5284880014475,-87.86692700741753,-74.65969765423668
-33.04336385365082,-82.28515707040123,-69.98378964864742
-29.43470919699672,-84.41461472461094,-72.46808408130322
-43.02589750271761,-85.63150045629372,-71.90788740752762
-25.9325347018995,-80.32628792381612,-69.49869174774096
-33.90532038959299,-83.51564520248284,-69.79972003896172
-24.044816939025395,-80.72131836535397,-72.0165305821514
-29.656635935366523,-83.57097953334909,-72.40404660579651
-30.734865572965305,-84.03787908291469,-72.07569040687916
-41.32169399302177,-87.71672455954533,-73.53746840402923
-35.57794893419066,-85.40746770139292,-71.37126574747337
-34.574915631107274,-81.97653561573222,-69.00677646504128
-45.91562016344187,-84.6713304785554,-70.22022022098704
-23.325737821761265,-79.97226477358608,-70.90506221462428
-26.169642366364144,-80.81214739879098,-68.75800824659957
-43.11671690515095,-82.66829640271574,-69.52892914961609
-30.077899796875556,-80.84196630294318,-71.55557053718792
-35.353657588948636,-84.91079895380943,-72.83867012732354
-43.03924040638083,-84.70034339477039,-70.79778636149673
-38.02688554893865,-82.20973152362852,-69.588414483817985
-44.898846897519945,-86.61447916070772,-72.55318902664315
-35.23825272655063,-82.00734657338182,-69.91717687434287
-15.747646301020495,-79.23546614582624,-71.8226885591732
-23.62058950532804,-78.98714880061513,-68.07093443164099
-17.343165791393517,-80.51306562948108,-70.30457509699218
-27.69218452949366,-79.72259665027363,-67.83215170643138
-29.282806952786075,-86.17229911098704,-73.80103871243999
-37.40582527795368,-84.96561026351674,-72.92271893571821
-30.185816793996878,-83.89266466749962,-70.81839038527266
-27.46975551362658,-85.98577166584806,-73.20696681457576
-34.01810060106493,-85.83868041768207,-73.1807483401627
-37.463513098630585,-85.80429352004343,-71.94287397378744
-31.32029453759452,-83.55601980841878,-71.2918401915988
-44.70883016375217,-86.19950327275741,-72.26831973994123
-33.38064570696571,-85.51595932044837,-71.621321844173
-32.32083831452013,-83.49862049097044,-71.68434661058767
-17.660122791469405,-84.29239022788735,-73.01945379978538
-19.15234652195653,-84.29479196307913,-73.1465069783146
-32.51508502763073,-85.11841669877458,-73.07014334327204
-15.85521248261233,-84.10195070810502,-73.80962284358905
-42.0969420255995,-84.41914331171037,-72.3751472849098
-30.74514404418278,-83.99410910862007,-70.53464313103903
-26.144506826585257,-81.75898113387404,-69.97752270829861
-28.10914656632673,-83.92028701070744,-72.44931352086778
-34.57798253220449,-83.46176722097589,-71.23119752244797
-22.374125513983074,-76.45084443471714,-68.62612212516242
-21.422399507613704,-83.77964774793068,-72.95492895808007
-30.58491605525745,-84.36554599798932,-72.127468276028
-22.08936854377913,-81.9215710893501,-71.7861930486448
-25.43889561263427,-81.7514231730954,-68.94472706795926
-23.057639568921388,-80.7048069932084,-69.7748954009718
-36.68328669885693,-83.69327045098744,-71.50084504096345
-29.71704838796262,-79.41472650189124,-69.82436015686187
-32.164281603823156,-86.26755883903415,-72.41809370420378
-29.53456897711493,-85.98372064909158,-71.25256445717609
-27.570778794715864,-82.8282837118955,-70.06389155577361
-28.496752240501962,-81.62554956257341,-70.54222718355913
-15.783491515210017,-82.2591407464806,-72.90251827266634
-30.183607603521864,-83.50612613138912,-73.8375531098702
-20.784903383910944,-81.72782044563107,-71.02989309019935
-31.259776265952553,-87.18821139033008,-73.7472694422929
-37.094585763228736,-86.01744410275543,-71.9983986440891
-26.465144450079606,-81.28013165871441,-70.4129948140081
-27.409179009390243,-84.27513400452168,-71.91367603633904
-23.892873586296332,-81.98291140531244,-72.30534723811866
-38.703701056261536,-83.81253973085862,-70.59417903061198
-21.287069573390397,-81.47781103643372,-71.67505571930047
-30.240247235349273,-84.52400339225045,-73.5863998350487
-26.422457321284355,-81.76202161345162,-70.48029512753138
-31.28695553099334,-84.79617860071431,-72.10807732536325
-26.208487135939095,-81.61255788389899,-69.63224194887084
-22.609667081874704,-83.0811123045176,-71.6374204985708
-34.3952214421426,-83.73514747052505,-71.16745187753855
-35.753918676814465,-86.80460562437021,-73.83098329106122
-27.713696639369232,-85.09424635798455,-72.09011000586902
-35.765601589113714,-84.03648403239067,-71.32672455997891
-19.38941333507006,-81.07509046877836,-69.30042528265767
-35.33367956830614,-82.56193473766253,-72.19434164381252
-28.752457303355015,-85.23280723805762,-72.26173179074308
-36.99648418811341,-82.26597748598591,-70.0027195369748
-27.348553453898944,-85.10643761164027,-73.10426590943379
-39.7395830840461,-86.88704327990133,-73.45964542616171
-15.423935830062078,-77.65708524348075,-68.03397329682974
-25.497586749475033,-78.49125307199898,-67.80290947450025
-39.49947445815093,-85.70973483752758,-71.97218720578721
-31.88400223661222,-83.36169580095165,-71.28780084983435
-24.839392824153038,-85.02903066696706,-71.50454448599287
-32.790321399412505,-81.80182116471664,-68.66635597097184
-37.461861396920085,-83.38699527560989,-69.36380658309103
-27.733287538542868,-85.19665516710944,-72.39017069785993
-28.255537414587252,-82.59220366402256,-71.01049190249475
-46.275957389676705,-88.30115459129581,-75.01280064660659
-42.394337980875775,-88.14602231353416,-74.22210643421174
-29.664457520166252,-80.33377126784023,-69.97631986625623
-34.64185168087715,-85.0498514537978,-72.57387634219816
-22.11464030281735,-79.75733635830362,-68.84799355439387
-22.99003810041944,-80.17586583393559,-69.98147074601357
-26.819048983743016,-84.74221579382673,-72.48875864578898
-35.519753424219914,-84.3602918902881,-71.17088212612147
-22.092004311068138,-84.2054844797238,-73.59686045005927
-28.9101502925688,-80.33642939990149,-69.03272054817552
-30.486563104257414,-83.48151015798322,-72.07116538804198
-27.93980853310825,-78.35595099882208,-67.94339911157344
-31.20421446013421,-81.24265958284165,-69.1158598298435
-23.88325005166962,-86.52823875413253,-74.50168707770477
-10.982630842380388,-81.80336750602066,-72.64068778171153
-42.870418327683865,-86.38046973021383,-73.66602962419019
-35.02636842170381,-81.46785606926221,-68.5434235536133
-32.14643822705591,-81.1516036826082,-69.9592881032816
-38.4289753925313,-82.86673158877323,-70.25392195793081
-28.67431733884797,-81.74644047179697,-72.43821018617976
-28.161494465226497,-86.90467446387824,-71.05597094941497
-30.611836183440232,-80.04930935544638,-67.57114581608488
-24.22138628167579,-81.0834910280841,-72.63980503504067
-24.81769177625722,-81.03551976816338,-71.5355581684762
-6.480193171982705,-82.08904134597636,-73.52879162506376
-26.77230756348638,-82.66705759951064,-71.28222607496846
-41.94596871970856,-85.67300454799307,-71.02220354654256
-41.05829785510588,-82.66791786875919,-69.86330643389408
-30.109231731697776,-85.43474761690315,-72.67945124695049
-40.39758729706955,-85.96433110079191,-71.54673790685379
-38.158318562911006,-85.79693911673142,-72.7586437261598
-26.00958415270071,-78.76225342991272,-69.67935296779505
-45.75478416391081,-89.13867112742771,-73.76219665507926
-41.220163780488576,-84.03992047892389,-71.54416083629492
-31.35914971933039,-83.08522251656277,-70.11588508740739
-23.43411561838809,-82.78426659298697,-72.91263668837823
-26.55309248335891,-81.54890744758285,-69.89246113470296
-38.07854832116294,-87.38564905998615,-73.15697733415018
-36.44460272327581,-85.27438161641425,-72.57601412049709
-34.31015977886102,-83.24291102133472,-70.47295903435358
-34.081420295395674,-81.00365953444063,-71.22583585165042
-28.76345619344778,-86.77475947756682,-74.14291677848578
-27.983651867353444,-80.98318450481328,-69.19244822735905
-31.000904320563677,-84.57679999611105,-72.88643664667461
-25.740785096646732,-82.6950104278029,-71.13706380258714
-36.7871308452178,-89.35114690870208,-73.85636742717114
-32.298703496400265,-86.8791974220031,-74.16739883461109
-24.61672507167077,-77.9646362450117,-67.12078910997367
-44.56014824863689,-83.35342929662725,-70.95756698749145
-37.79916336456131,-82.65016230407409,-71.04710323454144
-29.306722160041716,-86.04100479718488,-74.83975053367072
-37.448040362567895,-82.93170461282601,-71.99609994777846
-38.23770117202247,-85.08641897097141,-72.72306062637679
-27.346288709694022,-83.99609501200543,-71.66569230145845
-20.164642437931718,-83.55198835406388,-72.2559909182293
-26.12075184764103,-76.5660667064434,-66.96273094395343
-28.952476374133823,-81.55949849557558,-69.38657728539461
-25.303304522276505,-81.83929846964313,-71.42293610947627
-33.99485239751726,-85.19851877271162,-72.4832223889247
-32.58805289738001,-84.84491364649071,-72.76992668703438
-20.348781301186364,-78.76545770758396,-68.67967854979493
-44.67525249455241,-86.1826444243091,-71.69341629850133
-30.277656282955093,-86.40202458595031,-73.78061266235792
-22.201105747705014,-84.29218118939843,-72.11855239339681
-35.17621097401883,-85.09315482258319,-71.30665362313657
-30.81237263509604,-81.33174227236618,-69.79778917599491
-23.918380436557015,-82.08458850216267,-70.76427965442849
-19.482933833665925,-78.38687130995066,-68.6469147138152
-34.10267258905782,-86.67585826789623,-70.34049540660504
-30.59790124915355,-85.93847508063863,-70.32691196075675
-17.935808861989926,-83.54888642205415,-74.04370426933426
-40.3227447849261,-82.60282437108276,-69.18842855505481
-39.49918927204101,-83.73917061441576,-72.0773924370396
-27.064268286024912,-83.8802923480917,-70.16326745187777
-32.98774720785383,-81.12065048762912,-69.17691437917846
-37.74363834292154,-82.84378154253969,-70.8665192822897
-24.9064065510575,-81.90413299705308,-70.62253244090851
-28.435839344640044,-84.71379179678627,-73.41027987730459
-29.506910303228665,-78.61560138192432,-69.63473641221297
-29.63299330295615,-83.01455150443267,-71.07360785207413
-38.55805023073799,-85.27514955928316,-72.82480511661791
-33.48038546038839,-83.65856216069359,-70.68013801298527
-36.64122362815931,-87.196189266564,-74.33357092230423
-33.195946167221905,-83.78364399942623,-74.26917920755211
-28.429015219054406,-83.45873035556453,-70.43591195009954
-25.066001592197836,-79.50505319171958,-68.34870298298166
-24.127358472967842,-81.66241188428552,-70.58149825550505
-32.84867748309074,-85.09185920934499,-72.35032264033
-38.43525625999081,-80.49849183850637,-69.84848039265134
-33.54982216602343,-86.95790803563634,-73.52374039956914
-33.17887508559653,-87.27258080555286,-72.61354890840931
-27.02051498532154,-83.75224039664849,-71.47042113839292
-32.39387909031802,-83.75286407865181,-70.99387397874861
-38.963890926974955,-87.83582579141569,-74.33007259275405
-15.139189211730809,-79.56399721962391,-70.54790242099577
-33.700261290739775,-79.11468692492565,-68.35836635793237
-40.387887648945764,-85.81823882699888,-71.41662855300018
-28.972916998745006,-83.52438354399811,-73.75801362546169
-36.73944425124006,-83.28585150556609,-70.17501865264661
-34.04409114875267,-84.79433421171214,-72.00005188996573
-31.695583665839365,-83.2201339163955,-72.24479140752773
-35.89013634636689,-80.70855830870009,-68.46276508502572
-26.66056663340362,-84.18226923401421,-71.58429002673537
-29.44537078505141,-86.20814309972015,-74.05357199070782
-25.921477871246168,-83.2324762779501,-71.43499229627807
-34.4199625174914,-84.44366198777226,-71.54865217507509
-30.163550627441282,-84.0832047740708,-71.47101238020228
-16.105400118849218,-77.44718820992216,-68.30974448381835
-26.995858942418636,-81.88892578717825,-72.64774990349773
-16.78495057168317,-83.62341846313882,-73.44314883010982
-39.32141593829016,-85.79396091953322,-72.15500038338719
-30.78586720711553,-84.34873561428762,-73.75233110751583
-31.884579338735307,-82.84207325673,-69.887970136165
-42.12941948052662,-82.86509062629237,-70.88742867314497
-25.425270654102462,-83.14987360924606,-71.20720436165193
-33.01077304770371,-83.78769300987494,-72.20396378655349
-37.35083866046091,-83.65393304938173,-71.59596822183838
-28.633439764920354,-81.42386565771496,-69.18597690990458
-37.11697029297636,-85.29628711459225,-71.72857826788874
-25.64035702855068,-83.57371019317,-72.75273479525532
-23.565693382473683,-80.82720875954526,-72.26965848711096
-27.632133010765074,-82.02342854510567,-69.82853239208526
-31.07980003530787,-84.0954122144708,-70.19601315763649
-29.590594080155995,-83.72785010979239,-72.25522227647974
-20.49875658130594,-81.03976578238772,-70.29406545144917
-32.77617918891633,-82.40558827263429,-69.9445236824109
-28.986596547454837,-86.9312927227372,-73.19219848927281
-28.288158893838386,-81.40186358519966,-71.78016718307211
-32.52768564424906,-79.75621129211872,-69.63171407388752
-43.12040092790443,-82.27699764355253,-71.05648280863915
-34.85573151895005,-85.28021974611767,-71.2875633064553
-27.315619068144656,-78.60159185756703,-68.20277579289092
-32.73971856637064,-82.48455140077724,-70.92033830532978
-34.20931932096886,-84.23596087148762,-71.19541153674471
-39.05933391125586,-86.51609004402121,-74.06882004460115
-46.97535125155292,-83.81975971412638,-68.81395353286494
-35.177003398902514,-85.50338525889754,-71.74511590259564
-35.15542570502913,-81.57858038611728,-70.32261001830895
-31.6513467100865,-82.96883387789724,-71.6049843010641
-23.648795734012594,-82.51084908072252,-72.08903600574762
-28.76080064925577,-81.48957401672259,-70.15972875944384
-28.53925730377506,-83.29328704218688,-73.82706189187712
-33.394216837468775,-85.8361982893511,-73.30080347294579
-29.553455328931705,-84.4842671094035,-72.80512292732448
-22.559202064167152,-84.31242095174676,-73.41752098094229
-35.50394639292284,-87.67317200943532,-74.26473647991892
-33.70234103489372,-82.70266991048864,-71.10708540147363
-25.421692296258527,-82.03200232947106,-69.411484885744
-28.826843898237428,-81.97193257418708,-69.6855734066695
-37.348936230613845,-83.1680467871762,-71.30390334913255
-22.868560323778127,-84.09484985824537,-71.92883355145383
-31.099648999066574,-83.95283907815374,-71.56357952029578
-37.04412512346511,-81.40414088229025,-68.65541340000945
-23.794937499260755,-83.78491985861248,-72.98228189367684
-29.035584735246744,-81.32018645447329,-69.9253899556404
-31.50474433986244,-82.51628759029452,-70.92312870121764
