q0,q1,q2
-46.247560389119485,-97.68444841123213,-81.49959439228732
-53.98985113940546,-101.39061272781092,-85.10414578001351
-49.61402916520285,-101.58036733265087,-85.9073470742207
-54.7129455516465,-101.57256982360646,-83.32117250844642
-44.444637909813196,-98.96952381405869,-83.78029797671532
-46.89502288150095,-101.27735914763365,-86.33254015083186
-42.984515065203766,-101.04308654858286,-84.54733046262028
-57.45792188427987,-104.4894536720083,-86.06011129212042
-37.55125390247059,-95.58555991398558,-83.36714741464941
-48.86649146279518,-99.40294598771224,-85.33645631998826
-54.26582335284263,-103.39146800497065,-84.05847602270799
-49.80025387153108,-102.83995884516727,-88.69137926865778
-54.80837150893461,-98.46244184875223,-82.87849697127425
-39.49196340293827,-97.04594215848589,-83.47297053129196
-54.57885931664009,-103.82228175956193,-87.69719696155013
-46.7599027219556,-101.57877909619964,-85.72946252175106
-50.278089353984,-100.04277675115033,-82.32563420279575
-54.48137178462929,-103.88245022605402,-88.10585664890003
-69.01021727882653,-104.6900780902437,-85.0139061796987
-48.832652628615676,-100.56104882620187,-85.23242708369887
-33.07072009749669,-96.06294746514618,-84.60142067064311
-47.79344934152988,-103.64390613383607,-86.5245123109058
-52.19542549321187,-107.31760372911812,-89.83205536264532
-46.950941001296144,-101.47158040706256,-84.1701705438738
-52.72019957833578,-102.72216594079583,-86.63635864043121
-47.90919400404425,-102.9650547323528,-88.74640658742472
-43.838400058844286,-98.35215504079966,-84.54209308758861
-59.08967480364208,-102.67875552771382,-86.52641701985203
-45.97829157560028,-102.78272724345018,-86.49130165708664
-59.59718361453679,-104.5721571598437,-85.95059048886039
-55.59297246537136,-98.41134835303899,-81.62009809820519
-48.20050564244957,-106.82680090630123,-87.52398664316296
-49.599476390593,-100.62678136338528,-84.54546218984032
-68.86102002929738,-107.37003775879575,-88.53859226556229
-54.55977424977522,-103.63856006439042,-85.19088468362736
-41.849933994286516,-100.26186017190045,-86.91318526301461
-31.558078828991768,-95.3688630891856,-82.3058025929301
-57.73570871386346,-103.82695631301556,-88.68802709125032
-49.53877189186187,-104.2699823790113,-85.39240438913814
-33.243259919377294,-100.88584169216821,-85.90381155844644
-57.864629381415,-102.72555566736052,-85.66984890052714
-45.055560955837905,-100.61200580588104,-83.84703976763694
-45.72716574347146,-98.78176898891206,-83.89982187556966
-57.720788192698535,-105.67299152006346,-86.87329339124558
-52.51762913019377,-104.63835728247193,-87.7539820202388
-64.82325188502182,-101.66923828730032,-85.13126320973944
-46.507505688503045,-97.47278921663327,-82.57675917735308
-56.02707198744969,-99.2841948500812,-85.44426194561947
-53.380663429203196,-100.78038406942879,-83.88805322708397
-63.173616132814686,-104.47705433339851,-84.71915960795405
-55.714990787248325,-98.50753580448232,-83.23568841398577
-62.21176316895378,-100.59879631633626,-86.40345060031959
-43.8835314086723,-98.05389624130453,-83.56888885313269
-37.57065234701071,-99.23668773808086,-86.68086949344438
-39.31340613959168,-95.91892096776627,-82.71644072955792
-57.051252942194594,-100.30459598264869,-84.07264384467112
-43.169944924215145,-96.56184672604904,-85.16223712255064
-42.575902210261916,-98.16323730622821,-83.33973585502257
-73.5681774865094,-104.73072707487123,-86.0422433063396
-51.12516462954079,-98.08939325612016,-83.41955791683088
-69.43392068521842,-106.32805471293278,-88.30312630852538
-45.46634739235367,-98.63386165768222,-84.21226988181746
-47.2332688341894,-101.48633119921205,-85.21053963646922
-43.20991929609926,-102.19298062535971,-85.04539943334372
-50.66176853796742,-103.83938712621477,-86.74697118397845
-46.76967797405217,-98.45926368928446,-84.13061126603219
-64.27846722550396,-102.8107803301285,-84.81044357551764
-53.68312862893657,-97.16447283716406,-80.65573713838191
-61.50378301112863,-103.19680212182872,-83.63915595996247
-60.608957476785065,-104.15351763014843,-85.53710818517162
-53.72893523820096,-101.81137604911194,-85.31176037227158
-52.60518133066893,-97.6257847508738,-82.83908415660795
-48.41322009431997,-103.18861013654995,-87.1525023591898
-47.141586255484526,-99.0232140399975,-84.19918715274386
-52.50291216385273,-98.3846771327368,-83.43099513547187
-45.528914298540144,-100.7125868178459,-85.79846044786025
-41.17666956894686,-98.5509435548544,-84.11903678497413
-60.592504776312296,-101.88496798275659,-83.92733977103013
-54.0570850275505,-101.35284107441272,-87.0734061643719
-32.64110744516876,-95.05248608983959,-80.13223666695949
-57.648449208260445,-101.4893766715271,-84.32129549534325
-47.39577361765805,-103.86793844571565,-87.5740549630096
-53.96051204645107,-102.94613735646587,-85.99173719787878
-67.22920981673747,-103.50617958235246,-84.21667384907622
-50.35237024463078,-102.78332755827284,-85.10297794894099
-53.37467404805864,-97.88480870721776,-81.89722694781707
-41.66866284876619,-99.02393425080557,-85.32533521941853
-53.49895311277197,-99.90814036064509,-84.68551810461902
-59.08357802492293,-105.4872999950768,-85.74478870218493
-48.511272079015555,-99.56990318054537,-83.61020734366684
-65.90483698608813,-101.33498334806512,-83.38092256554407
-51.68384592069731,-104.62028178836958,-87.54199097595898
-50.544977114623634,-100.7519954672222,-83.12738793737226
-43.45588464580021,-99.77695134042195,-84.6380460527977
-43.29778013665691,-103.97201062300286,-89.65477543543201
-38.39513120756078,-98.65486629842144,-85.67015628860369
-58.236347531281524,-103.07531401167441,-84.23414491974785
-56.257677273139166,-100.42283862463839,-82.39447486109975
-61.17600242925715,-104.0164540900781,-85.02564858469799
-51.27562069873011,-99.5909017742766,-82.98697038732377
-47.79578180659496,-96.84781532975933,-83.26016910495326
-49.11146273999077,-100.0429760860358,-84.60218050695147
-25.179553907417358,-99.64454114520136,-86.12937388349141
-44.66452226292131,-97.24921308867133,-83.13973756937074
-58.54094720697708,-104.64448588456898,-86.60059759535108
-41.97890882701648,-100.77884633377705,-85.91882224756628
-55.6040717432852,-102.55023458261851,-85.32828666099022
-60.13626413491676,-103.29561318636189,-84.06326811407479
-45.80424528646387,-102.05470127941612,-86.70906653847703
-38.34047919829317,-100.75425094205846,-85.9035403952189
-63.31471390879523,-105.57873357654638,-86.06897041340518
-59.714440457343244,-103.84220227730822,-87.17205347792698
-59.67017949137687,-102.50636260758542,-87.73213047274336
-59.22375983596248,-102.78406060013462,-85.22136563347372
-41.585925886787436,-100.0059552039547,-85.71384584751783
-60.105490437716696,-101.10821282842673,-84.1189033018696
-58.938848327967946,-103.36891067676979,-84.40058597237484
-50.5833245219942,-100.7327818729447,-84.73124223737999
-52.085782311322475,-98.16160721521847,-82.56869672358536
-60.07557982339853,-106.2784003772876,-88.74626817288693
-47.38585567358541,-100.40803321040585,-86.5798524446944
-45.07322527008597,-98.63556477268857,-84.40298526794136
-56.63531221368953,-98.48981370585648,-82.29881593520042
-57.52329133357949,-105.23359197953928,-86.26347034104026
-51.457453902741804,-100.30978023651205,-84.8162995298798
-45.26580347888142,-96.94714496692303,-83.7977662783573
-54.63626373023499,-99.6735950858125,-83.2118467376889
-45.83813051723678,-102.80276730108588,-86.32522296738748
-49.997859638097566,-106.38276647989798,-88.1342415485051
-50.11172751926722,-101.7058015368356,-87.49010123308088
-54.537466304739496,-103.58918704563709,-85.7695722981807
-65.09592863803437,-102.54933728377839,-85.61027125597126
-61.465673529825665,-105.07646332532036,-87.12548800367021
-54.21656902121623,-103.03483885851277,-86.96521794092138
-53.435050983247436,-97.06475334416956,-83.26996402480809
-60.66066367995256,-102.3432630410214,-86.63855189941972
-61.50032192330286,-102.16185089519989,-85.74312097917739
-50.17548993217281,-101.19527394048251,-84.33623988443537
-48.21966238964836,-103.17435429363992,-85.5454251991699
-61.79684719537374,-101.04053088107983,-87.00546594715217
-44.70651844203803,-104.88369848978398,-86.7776878616418
-47.501531450620405,-100.8392755485898,-83.11994739692435
-60.013040492366656,-103.64274027917598,-85.50981486186174
-41.66397823039216,-101.01520200530994,-85.24484951722908
-45.36396025273592,-101.63812078016967,-86.8966560305671
-58.9864276209953,-103.81559292009806,-85.12515253806941
-50.412193157707804,-102.96893114905635,-87.32900340452682
-61.47996951247637,-105.89547501791036,-85.82872500643286
-50.255501857229035,-102.59334246936892,-86.36162600690035
-47.41718009772899,-102.75639074694197,-86.65632455858247
-50.19405353069186,-101.30691714657318,-85.66800575051042
-50.633507668354525,-98.52435178241024,-81.86259748637502
-50.417151824697555,-102.87756873839274,-83.56951033995321
-33.03947681370971,-98.23985100301753,-81.26190536497218
-61.95486475016065,-104.35422778483208,-86.53661730764424
-49.652989002642585,-103.45441477696995,-85.89290353951677
-53.37181286504159,-102.37121714971948,-86.45500628656762
-57.16150626072226,-104.86400268686616,-86.34252370501777
-48.107299875824424,-99.97386130374929,-82.79490617871707
-47.91406540101201,-100.26898778832924,-85.86421368830676
-56.65224693879719,-101.93179443373313,-84.2096928460813
-43.811238700376066,-99.9107529223262,-85.42218592135399
-55.045715609892284,-101.97949175130252,-88.4224167479341
-57.819805017631325,-99.76371760453678,-84.06725061090846
-57.38390462445028,-104.84149015192095,-86.35847315392529
-57.63376465568001,-103.93661388094407,-88.34072182496712
-49.2196716668945,-102.28927825972188,-84.59266593174043
-53.21211980430985,-101.07488364325273,-85.09695555905033
-58.33647011961807,-101.48328287887395,-83.5616174824865
-48.00052797916311,-99.46390192732412,-81.3249268913248
-60.2838563965189,-105.17455226413666,-86.39791156561259
-49.92850841858518,-101.81629822895637,-86.73778930768621
-45.52914956306563,-102.11711947471636,-86.51202652011922
-56.7416789224967,-99.28894790805455,-82.07002614111715
-73.13723227510184,-108.0607157925924,-86.2615937833152
-53.47832517689676,-102.8241708497497,-85.33735541178513
-69.23378089632041,-108.51426876837175,-86.73945715100092
-58.95205362616315,-104.0784694411569,-88.441134295593
-47.861789357985685,-100.11727601368722,-84.54143504070994
-52.866984862324614,-100.44969141961072,-85.5444052274765
-57.605092126723264,-102.4375828311247,-85.75442579631584
-45.26883104102279,-99.73586048585325,-85.43721091287476
-59.42125646738975,-102.37440288798236,-84.98511251919939
-44.09443681510311,-100.45966294434494,-86.42828037499345
-61.234146855083395,-101.49475961203251,-83.24360141737088
-64.14477883744769,-106.07717115256705,-87.99069993805576
-44.18663615537383,-101.96460504749581,-86.67985526483383
-55.00203480732233,-99.43630492116412,-84.15147563287007
-58.112595764353046,-100.36314995978309,-83.32057088030382
-41.263936181293616,-101.25154907922264,-84.95191579776599
-52.64327069921774,-102.0986282191994,-85.53183061904704
-61.05212529067836,-104.5329217058085,-86.6745431040785
-52.31827492758282,-101.8341090964353,-84.60604587578075
-51.8938000104622,-96.52540098903076,-82.83126985621986
-44.52130490655844,-99.18809050793536,-84.65051602335836
-63.5982713531111,-104.01242257656249,-85.07518060805513
-57.07882787284262,-106.07333438631761,-86.28471873190648
-50.27591125010878,-101.81900700875886,-86.75296535075489
-45.42715863036574,-102.84335313192099,-86.11060267421004
-50.84517707933827,-103.40392864351008,-87.23743052919278
-61.67330602271295,-101.87904464016428,-82.58123464740825
-51.705517324649804,-98.52755459587604,-82.52378895804277
-51.55592595675898,-104.96658543682796,-88.11547717541265
-51.27420025079772,-102.63086994479681,-86.3318236813117
-57.349582493351306,-103.9847980449282,-86.40825128731798
-54.34782637266704,-101.05514762870595,-85.02881380461135
-48.4407912706597,-104.13228129882935,-87.27516289240128
-59.86876124288739,-103.74645016870687,-85.04540527882449
-42.002575260229435,-102.24171910690353,-86.72823633989132
-59.770255683527296,-102.603223933192,-88.12262940178566
-57.61976006870623,-104.4880310778486,-86.7989814998867
-44.431958720692194,-97.47519247774969,-84.8804623423288
-51.334626922455186,-102.5932178431498,-85.99574243135359
-59.39319430167859,-103.01463290819262,-85.41107421535031
-60.82969123877763,-105.71821806787376,-88.24428894247357
-60.16811598392394,-102.19352111125747,-83.09195188018495
-50.09561740572997,-102.60576568797161,-88.12192343921187
-45.61681406165968,-103.52437154934414,-88.76235502792144
-43.49979715781518,-98.60317600641287,-84.43547146919921
-49.15720344435442,-101.51115750950564,-87.69060481479706
-46.502642668595,-103.92303883200313,-87.98025282814669
-55.348502909308365,-103.14102532360094,-86.31510585083447
-55.23128852122602,-102.23821322273989,-84.6892834218655
-38.99955529365502,-100.61488177292395,-85.75278735669256
-39.84260624617633,-100.35667757034997,-84.7699925634113
-58.35584043442134,-104.63252667371437,-87.58584433083061
-59.07187551874472,-102.40782147907014,-84.292246677089
-55.31870032525944,-102.8572713679086,-84.1751651207273
-53.91492003901351,-99.40555866278333,-81.65746383731953
-45.34330362671858,-99.20183656255693,-82.88258389199024
-43.21915394685789,-98.96363681010806,-82.94053759973714
-58.21347797407117,-102.0612431345625,-83.9175046398745
-58.44311419949207,-103.65641412457515,-86.38088100754464
-59.169283379833644,-97.95012269298526,-83.09193755318418
-52.43550119247891,-101.0543959591873,-83.01655327368451
-57.02560009262419,-99.39739522617404,-83.03150792239344
-57.29669048809086,-100.62259412620847,-83.43051943333928
-52.61445243566567,-104.84178379374998,-88.92578746810432
-58.45354478219508,-100.21313843598853,-83.48228750679327
-36.08629022112342,-96.78984398903245,-82.90664508468744
-48.21112243076749,-98.43562203445971,-82.35676597145188
-60.95232212000377,-104.13871485658247,-84.36831292686679
-53.227555006621515,-100.99796348475651,-83.70588125297172
-49.7440629167134,-102.33489817554609,-86.50012351438055
-39.60319433881392,-98.00212824212548,-84.73752954158837
-32.71526324455766,-96.12940817063247,-82.02738846551435
-40.649896247759784,-97.59197671342184,-85.83235551976288
-67.22350893504398,-104.31472049778041,-86.45332469579238
-50.87356359035181,-99.17503522472707,-82.88255188508631
-61.51140089685674,-103.73832175492342,-86.79616535900789
-50.84647520246449,-101.06571493906063,-85.87428233022816
-43.35483937218396,-98.18167925924212,-83.5171856209291
-39.62139376267589,-96.53979385613457,-82.46804077169529
-63.22977020731895,-106.65877258251712,-87.22082980358869
-55.70338240127313,-99.76993573801244,-83.52626876680367
-49.97309196040942,-101.63913852713316,-86.5770926634998
-48.03917893241322,-101.21919779800015,-85.77015519283988
-49.30773354759583,-100.00110512013428,-84.02792460574486
-42.625182215042344,-99.46538983123078,-84.92769690724953
-51.889668701728,-106.23740457076123,-88.3472145595139
-51.82129906298405,-101.06631167241069,-85.09473733180695
-47.42018309391449,-100.54767432854923,-85.23180915478781
-52.621834227957436,-100.78514813630579,-86.41911016388838
-55.27975180753282,-102.93169748623285,-88.30216940531142
-56.58631809374543,-104.41382982391094,-87.46601738279247
-52.09308167754148,-103.20688610402249,-85.18051945098802
-53.13644959901552,-102.01371652257882,-86.15290582974333
-50.89960932469177,-101.41383722079863,-84.33007498046864
-62.55440744845066,-108.14110119402365,-88.46667392216034
-51.29855091245423,-102.67579945577862,-85.2056369626654
-39.43858640390374,-98.76324804783633,-85.41108303748413
-51.25570621888369,-102.92995932639852,-86.27759068623014
-49.54442052948383,-97.85637355335555,-82.68717596928401
-62.42948233973891,-102.58866485916073,-83.98902352344379
-59.90446632153754,-100.1734014983224,-82.64415393050702
-43.69183781060275,-101.22589681781692,-86.09298829641892
-51.82498636289529,-103.1843444970084,-86.26987427123825
-65.02162351750695,-99.563255129254415,-82.82881741520603
-51.276463036162625,-98.40015114523018,-83.85258342435571
-48.79111600552403,-104.01628285661361,-88.00337078972395
-51.71336300351987,-103.16682211905882,-85.53929923664731
-54.770967480855575,-102.19601740202474,-84.97177377961061
-52.46961127444598,-102.50574894254629,-85.74526086123393
-42.240341718815046,-97.96411504569643,-84.05479451584485
-54.31912221657649,-102.38914830258764,-85.2275738725162
-60.86507120779419,-103.01692518223638,-86.26101487441781
-43.44444803868066,-99.32626549935941,-84.1399658848119
-51.076305366010445,-100.71596686399621,-84.01138636862474
-55.1249247687943,-102.24509502193567,-86.97173335880836
-52.46050657479441,-100.77592715272843,-83.58542010000522
-53.622772743712176,-99.35700571897888,-84.79303778558958
-45.35323903917356,-97.55700724678304,-82.84299563126721
-60.38949241228153,-104.55803241282466,-83.91773190135831
-53.346764610852915,-105.34138564011631,-85.61853590467493
-57.45695666910569,-99.52728741205252,-82.32764770303233
-51.412927614244154,-98.73466722179842,-81.29936346862047
-36.44069089468866,-98.30158688474056,-82.3778102033505
-52.66073900131278,-106.44621694270934,-86.80559928574772
-60.97376729297082,-105.83422432111216,-86.58608293124506
-59.6880380860498,-101.72201610669335,-84.2212817573869
-36.613152959799834,-99.57454025726898,-85.5324901940747
-38.42175623711722,-97.57475096837459,-83.78322613707368
-40.51231048014847,-103.23539500022095,-86.32569387928888
-58.79676560707651,-99.78194653478057,-83.59378795357459
-54.68452048118104,-102.64462828351483,-84.9120729200258
-57.39404861163848,-101.19246593182346,-83.2311864744688
-50.34062062840201,-105.16280114539379,-88.27918188726608
-44.19343232232819,-103.41736701968901,-86.91666009281815
-54.22177333779638,-100.16353456189232,-85.06916071864397
-54.14394032941789,-102.05753145593035,-85.4454036121553
-68.13791475753095,-105.38911574745781,-88.21351381448272
-65.36605919931094,-103.15303909487466,-84.05278648688193
-59.984053628337904,-103.51025089120871,-88.30015225937035
-54.6117778283334,-103.55781096702032,-86.12425804220074
-59.801486523429276,-100.6264801396151,-85.10056490779105
-54.94815962711817,-102.34063840498187,-86.08873985084442
-61.03271319413665,-102.93385821167612,-86.71447617993695
-69.23309865016154,-104.35715890381074,-86.92261672251962
-49.213199406354704,-103.17111904843355,-87.936466195157
-23.278613147841043,-97.64395633584124,-84.60950536823131
-58.605806804439624,-101.20760899104692,-84.65160839669113
-52.76828185192511,-100.23107353526164,-86.4350944733791
-52.898310801404136,-101.77627117474442,-85.34604507338977
-43.8458608529711,-97.92754536460617,-84.67568898321709
-45.617900265393814,-102.73679393314298,-86.19503780921124
-47.84371446067621,-100.65707508762179,-84.13954936983262
-53.95325173171727,-103.51020717479547,-85.83042957371549
-64.50096716227176,-101.79481100830247,-83.96576025014782
-56.36951735488498,-98.30330093919294,-80.74741126494536
-51.54185801665966,-100.9320306810535,-85.00511783463068
-70.99013520953491,-102.368950707957,-84.51074245941165
-50.13680080345739,-99.98353445687215,-82.06369427432043
-49.46932381806562,-94.60709479620141,-80.22036623641195
-48.60058541169815,-99.48693851143199,-83.78046949334663
-53.288947339085496,-100.78031138049394,-82.64132241364872
-56.14546140019104,-100.40829139698185,-86.33300735758567
-46.08475694287051,-96.75653167006593,-81.54576211695041
-53.7338561747153,-96.58424637179236,-82.18025120143056
-41.567388328442235,-98.53073756188768,-84.91600469336373
-52.25885920563951,-104.52133822051829,-86.5756274503244
-51.567520604226445,-100.14049162279038,-84.40555941339363
-67.55848417591369,-103.29647559671224,-85.83551476086785
-49.57852750734878,-100.87328451338708,-84.04904923570473
-38.09147445210141,-101.63179069734157,-85.25530065912677
-59.24626163834631,-102.6738633480783,-85.09341597249616
-53.54850638920908,-99.32196693919421,-82.38371025709023
-48.453651322495716,-101.09604202704651,-83.6257045824092
-63.313754258876486,-104.37605196004722,-85.32426652556984
-52.207861975398714,-104.36178277048408,-87.88503930830768
-40.105130863961676,-100.25805322988595,-89.10302970566028
-56.44058640865245,-102.81380757282861,-84.75498854180067
-58.460521547290966,-103.60384407720542,-84.77619652931386
-56.865368104381844,-103.71651955601313,-86.40629488912151
-54.84814047447185,-104.09342239292991,-87.11518147485793
-48.285479753467314,-99.76551933974739,-82.73061459938957
-58.59074018870018,-105.95656997658335,-87.22615558053886
-55.068286637038796,-100.85580777728073,-82.74871841999438
-52.16059678746683,-101.3681704910852,-84.16741357123888
-40.4395377088735,-99.11433767746642,-86.18492163786662
-53.96164270928551,-100.02226686356401,-85.67093688297777
-48.54245070352596,-102.55048493791243,-84.44296833791941
-53.189570995246584,-103.69307832275666,-86.88901016148469
-42.95300039988524,-100.68675015622304,-85.35536574493193
-69.42184302663497,-108.3834411593331,-88.64452353765242
-55.75183260301185,-105.53239410540363,-88.03391091645562
-64.4922953735109,-103.21685852942585,-84.89898609092148
-55.36824834602072,-100.43943906999472,-85.01951534518331
-40.65089925279881,-102.25955048432446,-84.98913011244741
-45.128209868389604,-101.10737544762345,-84.95681725957313
-39.98241873667615,-99.80224356703633,-86.08959491995031
-41.73576131539687,-99.9027077435434,-85.24846071025989
-62.27390367286125,-101.91574097212812,-85.02934669420034
-32.45026416616372,-99.39539825606401,-84.24678506325274
-53.355442821357144,-101.55560688493522,-85.82974134977127
-56.322665447293105,-104.26734603512044,-87.15111852498548
-54.20717984696785,-100.5247384781124,-83.34042097239923
-59.49391640683871,-99.76278989646278,-85.30778860053476
-62.86937062285779,-104.34315577549914,-88.76985533110262
-47.476339853568106,-102.33635033440537,-85.54175457296219
-47.56568185490522,-94.45037676979537,-81.27490032139622
-65.43738655953234,-103.35350263616367,-85.35927383392713
-56.21644923934821,-100.86272594659587,-84.22528228735459
-52.31063364930441,-103.99592058881174,-88.17598878435692
-52.96791653467051,-101.98143112029568,-83.9582514191604
-45.49961856650674,-100.67559236020561,-84.98283110568175
-48.81883896678028,-101.09729957169529,-85.87287308198697
-48.728579937856864,-104.48166905493773,-87.1608577437485
-52.53967646327334,-102.32702546092389,-84.47552941485623
-38.16030578491859,-98.37716200710587,-82.13180662573484
-64.00070791326829,-102.50904312602916,-84.82941386325173
-52.48483548308309,-99.6909200576924,-86.64702941977768
-62.70481027792982,-103.92978353578592,-86.03302140831101
-61.53003663413813,-105.7317556940217,-86.14126795651785
-61.66053310962042,-103.80484133891571,-86.7075187802302
-50.190344440026536,-102.08813874002581,-86.52556365344034
-38.9091933345934,-102.22438587166039,-84.48433818392374
-39.90974734921281,-98.40347123620505,-83.58260006701302
-48.4946497541639,-101.56318875069711,-84.91647133652168
-51.271386973933204,-103.93436606308971,-88.2125790546402
-44.17859724603801,-99.27410288854819,-81.85036533734663
-45.42535298943528,-102.62645464963408,-86.3417589884038
-53.05332619067087,-103.47234911036833,-86.39747504024666
-49.456005878288295,-103.49488930676384,-86.21849836900299
-48.62749090921574,-101.0227526519896,-87.57658735602035
-53.17748470423402,-102.3374792161818,-86.54812555086318
-53.39111841210831,-99.82525928035759,-83.90716531945961
-54.53635817529448,-105.67428905829281,-87.70405727903358
-44.69304226243588,-101.2217118921476,-85.74943285913925
-52.798803537316246,-98.54345870032839,-84.2362084053702
-52.77224591186979,-104.35930469858005,-88.0923473833191
-49.131994477215926,-99.4809759355427,-84.40088829967388
-47.59779303796131,-100.17860683629296,-84.06880599034082
-69.29445440319608,-105.4222968082846,-83.54549443964385
-46.71572286405382,-98.41419344042501,-82.2693828439159
-56.84227966649337,-104.62922943508065,-86.38504117281963
-56.276123944000744,-97.55128963073545,-83.35486519372068
-56.268756176408374,-103.90031540873245,-87.02340574428163
-61.80568091872618,-104.16835453299274,-86.94585408195432
-55.889149998739185,-104.81209151967988,-86.92388342776297
-42.426189052582856,-103.7615890876173,-87.9899683331507
-49.416267786385106,-102.50535422100488,-85.35267910930548
-66.5394608346503,-102.23486609580459,-83.67810118845658
-44.99997437048796,-98.12375390384446,-81.75385142961287
-53.89776625401015,-101.98612420260011,-85.8962510081788
-59.95967417595256,-103.48400688043611,-87.84540444463623
-43.70399758829262,-100.27428530715889,-85.94944975822554
-48.26688139912744,-100.5067185118258,-86.18844270413251
-56.432582608851135,-103.23995597340141,-84.6109595166608
-57.68008230734159,-102.66594751086892,-86.01644773190051
-53.26660993000149,-104.07788196953734,-86.16470779816504
-44.92359776529821,-99.83155160711217,-83.71129986580802
-46.80072787937206,-99.46053477564455,-83.52652968654618
-52.29897812646419,-105.85043456185534,-87.86135338567823
-60.38788860671656,-103.78634074249482,-86.93447111045494
-41.29841405014082,-97.46962302930169,-84.31480434411904
-43.81807601047342,-103.08962315382149,-88.01340209555141
-50.60886242324773,-103.90877675617259,-87.41303251465764
-45.20258392512949,-100.6141740434773,-83.04410277635418
-44.23233675763049,-97.88113902723723,-83.63049565322903
-61.43688407221464,-106.56567896143326,-87.23300835775476
-42.75393081132461,-100.1087130204156,-82.30012405221814
-49.11902345476665,-100.21638352811047,-84.15899624198808
-56.836295319954786,-99.15986308277266,-81.33450007344834
-58.73697062089991,-103.49518437195195,-86.51622417214239
-52.58771545695316,-97.07140386329836,-80.27407362751853
-52.466699592815075,-105.70514244607728,-87.52716671709673
-62.00333993877774,-102.93637199729662,-86.28281885577078
-54.118703359509084,-103.02233476888969,-86.068201378475507
-40.807638672785686,-97.05209997923902,-83.70260626719883
-57.62966248638105,-104.4452425218021,-86.56093958448314
-57.77866759759445,-98.7525803966759,-81.3424719395907
-40.57316684036755,-101.98314882365992,-86.85899695643215
-40.68784923087094,-99.37353463678991,-85.17881354216625
-42.962726681861966,-98.061869106319,-83.5622778475899
-52.96031686150934,-104.43654957232472,-86.04073341901474
-54.061561257580706,-99.7436897004421,-81.61410523752274
-59.49893939703668,-102.43334717715749,-86.27606771269173
-49.74291141905235,-100.64228474355419,-84.2867836909255
-47.53681818270576,-98.55583173871467,-83.79373785114397
-50.30689689901976,-97.21134523150157,-81.78414792318502
