Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
268258,Specimen/Lot,,1,Nectamia savayensis,Apogon savayensis,Nectamia savayensis : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,346491,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/39c326b6c-9db8-4fb3-aa41-8939250aeec1
268123,Specimen/Lot,,17,Ostorhinchus compressus,Apogon compressus,Ostorhinchus compressus : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,346491,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/3e7642b47-4551-4037-a22a-3c085b4573be
268276,Specimen/Lot,,15,Ostorhinchus cyanosoma,Apogon cyanosoma,Ostorhinchus cyanosoma : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,346491,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/3acb48625-7b08-410e-a082-85bed96913e2
268137,Specimen/Lot,,3,Ostorhinchus nigrofasciatus,Apogon nigrofasciatus,Ostorhinchus nigrofasciatus : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,346491,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/3c983aa15-4a46-49b8-986b-b0d184cb84f4
363605,Specimen/Lot,,3,Pomacentrus alexanderae,,Pomacentrus alexanderae : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,"Ident. by g. allen, 1997.",0,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/333fdcd91-081d-42b7-9552-63909b36537a
227984,Specimen/Lot,,2,Rudarius minutus Tyler,,Rudarius minutus Tyler : Monacanthidae : Tetraodontiformes : Actinopterygii : Chordata,,,Tetraodontiformes,Monacanthidae,,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,0,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/33b32caaa-0a63-47cd-b06d-54b106b75fe1
426326,Specimen/Lot,,1,Saurida gracilis,,Saurida gracilis : Synodontidae : Aulopiformes : Actinopterygii : Chordata,,,Aulopiformes,Synodontidae,,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,341645,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/33876fa39-5363-485b-9889-be6773cb00d9
236539,Specimen/Lot,Types,1,Siokunichthys nigrolineatus Dawson,,Siokunichthys nigrolineatus Dawson : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata,Paratype,"Dawson, C. E. 1983. Pacific Science. 37 (1): 58.",Syngnathiformes,Syngnathidae,Syngnathinae,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,346491,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/3eea52331-764e-469b-ba52-da12e90ecb29
385400,Specimen/Lot,,2,Synodus variegatus,,Synodus variegatus : Synodontidae : Aulopiformes : Actinopterygii : Chordata,,,Aulopiformes,Synodontidae,,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,341645,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/3257af9b5-0bbb-408e-b04f-1f73d2f7c874
445012,Specimen/Lot,,1,Thysanophrys chiltonae Schultz,,Thysanophrys chiltonae Schultz : Platycephalidae : Scorpaeniformes : Actinopterygii : Chordata,,,Scorpaeniformes,Platycephalidae,,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,,,,,,,,,,10/13/2018 17:13,http://n2t.net/ark:/65665/38c9a6489-4865-4705-a3a2-026cf4aa7b10
243181,Specimen/Lot,,1,Trimma benjamini Winterbottom,Trimma rw # 18 Winterbottom,Trimma benjamini Winterbottom : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,346491,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/3c1485f86-7186-4461-b051-3409aaf30af8
243168,Specimen/Lot,,1,Trimma macrophthalmus,,Trimma macrophthalmus : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,346491,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/377e61704-4a21-4100-939d-af8e7b3dcd52
243186,Specimen/Lot,,1,Trimma taylori Lobel,,Trimma taylori Lobel : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,346491,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/3d1a3707d-ca04-488b-91f2-3973ae09c497
243421,Specimen/Lot,,1,Trimma taylori Lobel,,Trimma taylori Lobel : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15),Pacific,,Philippine Archipelago,Visayas,Negros,,Philippines,Negros Oriental,,"300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines",JL-1,,,,,Sp-79,,13.1,,,,,346491,,,,,,,,,11/21/2017 16:17,http://n2t.net/ark:/65665/38a374fb2-b114-4502-a194-4b759414f2fd
329207,Specimen/Lot,,2,Cheilodipterus quinquelineatus,,Cheilodipterus quinquelineatus : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,,,,,Sp-79,,13 to 19,,,,,0,,,,,,,,,5/30/2019 18:43,http://n2t.net/ark:/65665/3b5ad16b7-cf91-4923-a444-a539d4492e0e
279198,Specimen/Lot,,3,Chromis analis,,Chromis analis : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,,,,,Sp-79,,13 to 19,,,,,346491,,,,,,,,,5/30/2019 18:43,http://n2t.net/ark:/65665/3609b8f05-dea9-4df9-8fa9-817cd2e0949b
279205,Specimen/Lot,,6,Chromis atripes,,Chromis atripes : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,,,,,Sp-79,,13 to 19,,,,,346491,,,,,,,,,5/30/2019 18:43,http://n2t.net/ark:/65665/384a8b05d-b352-4e2b-90a3-8f8e6e16d6f2
279201,Specimen/Lot,,5,Chromis delta Randall,,Chromis delta Randall : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,,,,,Sp-79,,13 to 19,,,,,346491,,,,,,,,,5/30/2019 18:43,http://n2t.net/ark:/65665/3b59fb8d7-53a8-4cc6-8800-e077b905c9e9
279207,Specimen/Lot,,3,Chromis margaritifer,,Chromis margaritifer : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,,,,,Sp-79,,13 to 19,,,,,346491,,,,,,,,,5/30/2019 18:43,http://n2t.net/ark:/65665/3d478237f-1da5-40d5-ae4a-b46639c5c7aa
279196,Specimen/Lot,,6,Chromis retrofasciata,,Chromis retrofasciata : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,,,,,Sp-79,,13 to 19,,,,,346491,,,,,,,,,5/30/2019 18:43,http://n2t.net/ark:/65665/34f854d49-24d2-4ce2-b9aa-113de11ac07e
279206,Specimen/Lot,,40,Chromis retrofasciata,,Chromis retrofasciata : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,,,,,Sp-79,,13 to 19,,,,,346491,,,,,,,,,5/30/2019 18:43,http://n2t.net/ark:/65665/3010c9716-32ef-4d67-8f0d-29b3594055c2
279231,Specimen/Lot,,3,Chromis weberi Fowler & Bean,,Chromis weberi Fowler & Bean : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,,,,,Sp-79,,13 to 19,,,,,346491,,,,,,,,,5/30/2019 18:43,http://n2t.net/ark:/65665/3aee710f8-4cdf-4254-a6be-7fffc861e355
243302,Specimen/Lot,,1,Corythoichthys schultzi,,Corythoichthys schultzi : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata,,,Syngnathiformes,Syngnathidae,Syngnathinae,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,,,,,Sp-79,,13 to 19,,Dry Osteological Specimen::1,,Found dry in the fluid collection at some past point. Moved to the osteo collection June of 2018.,346491,,,,,,,,,10/16/2019 17:05,http://n2t.net/ark:/65665/342aa47a1-7843-4505-b21d-5bddb5af5bed
226950,Specimen/Lot,,4,Dascyllus reticulatus,,Dascyllus reticulatus : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,,,,,Sp-79,,13 to 19,,,,,341645,,,,,,,,,5/30/2019 18:43,http://n2t.net/ark:/65665/36587e778-1d6f-410f-813b-114df1296471
220973,Specimen/Lot,Types,6,Ecsenius dilemma Springer,,Ecsenius dilemma Springer : Blenniidae : Perciformes : Actinopterygii : Chordata,Paratype,"Springer, V. G. 1988. Smithsonian Contributions to Zoology. No. 465: 88, 46.",Perciformes,Blenniidae,Salariinae,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,,,,,Sp-79,,13 to 19,,,,,333189,,,,,,,,,5/30/2019 18:43,http://n2t.net/ark:/65665/3095cadd2-d04d-4a16-89cb-a60e599f143c
RAD 121534,Image,Radiograph Collection,1,Ecsenius dilemma Springer,,Ecsenius dilemma Springer : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,Catalog Number : USNM 220973,,,,Sp-79,,13 to 19,,Polyester:NHB:1,,Radiograph is of a paratype specimen.,2078776,,,,,,,,,5/30/2019 18:43,http://n2t.net/ark:/65665/3ac3b9084-3d37-4b2f-a54a-eea8558a13b4
267268,Specimen/Lot,,1,Ecsenius namiyei,,Ecsenius namiyei : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.",JL-2,,,,,Sp-79,,13 to 19,,,,,346491,,,,,,,,,5/30/2019 18:43,http://n2t.net/ark:/65665/36a1b1140-6e0c-4129-9411-3957152eb6a3
