Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
436791,Specimen/Lot,,1,Serranidae,,Serranidae : Serranidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Serranidae,,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/365515d7e-21c5-456d-9928-0eaab83b2fdf
436790,Specimen/Lot,,1,Serranidae,,Serranidae : Serranidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Serranidae,,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/31a8033ed-d18b-4d9c-85f4-06bf8f8c53f8
436806,Specimen/Lot,,35,Serranidae,,Serranidae : Serranidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Serranidae,,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3b0ac5c35-2de6-402e-8646-64a15bedc6bb
437247,Specimen/Lot,,5,Serranidae,,Serranidae : Serranidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Serranidae,,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/31711744d-b90c-42cd-9f48-c73064ada695
390255,Specimen/Lot,,12,Sueviota lachneri Winterbottom & Hoese,Eviota,Sueviota lachneri Winterbottom & Hoese : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,,333189,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/39d87c18b-5cd8-4cfe-89d2-17ebe0074b6a
385401,Specimen/Lot,,1,Synodus variegatus,,Synodus variegatus : Synodontidae : Aulopiformes : Actinopterygii : Chordata,,,Aulopiformes,Synodontidae,,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,,341645,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3ea20d6ac-74e6-4cc4-941b-b500cf82bddc
313528,Specimen/Lot,Types,6,Trimma cana,Trimma rw # 30 Winterbottom,Trimma cana : Gobiidae : Perciformes : Actinopterygii : Chordata,Paratype,"Winterbottom, R. 2004. Aqua: Journal of Ichthyology and Aquatic Biology. 9 (1): 8, Figs. 1-4a, b; 5a.",Perciformes,Gobiidae,Gobiinae,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,Removed from usnm 263539.,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3dc34cbc8-3ae6-4bff-83d1-b12cae278065
263539,Specimen/Lot,,13,Trimma hoesei,,Trimma hoesei : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,"Originally 42 specimens: 20 removed to usnm 313527, 6 removed to usnm 313528, 2 removed to usnm 313529 and 1 to usnm 313530.",346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3e5322d83-cead-4c5b-97d6-5252581265c4
333312,Specimen/Lot,,1,Trimma hoesei,,Trimma hoesei : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,Removed from usnm 264694,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3449feea4-9924-400d-a242-b9f6110b63eb
263545,Specimen/Lot,,50,Trimma stobbsi Winterbottom,Trimma rw # 23 Winterbottom,Trimma stobbsi Winterbottom : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/355df4691-0db6-446a-acbe-8cc16c8285da
313527,Specimen/Lot,,20,Trimma taylori Lobel,,Trimma taylori Lobel : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,Removed from usnm 263539.,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3da53e578-83c7-4a71-8ae9-315fb9d8337d
264371,Specimen/Lot,,25,Trimma tevegae Cohen & Davis,,Trimma tevegae Cohen & Davis : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/31e0237a8-bfa8-40f3-8085-eb2d25a952ca
264737,Specimen/Lot,Types,12,Trimmatom sagma,,Trimmatom sagma : Gobiidae : Perciformes : Actinopterygii : Chordata,Paratype,"Winterbottom, R. 1989. Canadian Journal of Zoology. 67 (10): 2406, Figures 3, 4, 7.",Perciformes,Gobiidae,Gobiinae,7 May 1979 (1979 May 07 - 0000 00 00; 14:38),Pacific,,Philippine Archipelago,Central Visayas,Pescador Island,,Philippines,Cebu,Moalboal,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-3,,,,,Sp-79,,18 to 24,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/378b8cccf-df9a-4581-9142-471084f0d3e3
268151,Specimen/Lot,,4,Cheilodipterus quinquelineatus,,Cheilodipterus quinquelineatus : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/310361100-56af-4298-b9e8-bc48e62ed59a
279225,Specimen/Lot,,15,Chromis analis,,Chromis analis : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/34fb64c8c-00c3-4b93-8e06-d4bbcf888eb8
279213,Specimen/Lot,,13,Chromis atripes,,Chromis atripes : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/33e3c323b-5408-418e-80fd-75f678cf3eb8
279246,Specimen/Lot,,27,Chromis delta Randall,,Chromis delta Randall : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3c4fbba71-45c3-4673-b4cc-7075c2afdf0c
279230,Specimen/Lot,,21,Chromis elerae Fowler & Bean,,Chromis elerae Fowler & Bean : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3cdbdf69a-074c-45a7-a2a8-1034e7301c12
279156,Specimen/Lot,,2,Chromis retrofasciata,,Chromis retrofasciata : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3f303b7f7-1c8f-475b-ab0d-62851756418f
226920,Specimen/Lot,,6,Cirrhitichthys aprinus,,Cirrhitichthys aprinus : Cirrhitidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Cirrhitidae,,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,341645,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3dcdaa8e4-003c-4d5c-96f4-dedcf19453f7
274296,Specimen/Lot,,1,Cirripectes polyzona,,Cirripectes polyzona : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,333189,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/31cbfb8f9-4b7e-4c4b-ba51-071dd1a310a3
226994,Specimen/Lot,,2,Ecsenius pictus McKinney & Springer,,Ecsenius pictus McKinney & Springer : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,333189,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/36b870809-9183-4216-8f64-3e88b0394801
RAD 121650,Image,Radiograph Collection,1,Ecsenius pictus McKinney & Springer,,Ecsenius pictus McKinney & Springer : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,Catalog Number : USNM 226994,,,,Sp-79,,30,,Polyester:NHB:1,,,2078776,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3891caac2-ef5c-4be9-8c87-a5576e21e482
261674,Specimen/Lot,,2,Gnatholepis,,Gnatholepis : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobionellinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3b4a3fed2-a60a-47e0-88d6-0a5faa073ed5
232471,Specimen/Lot,,5,Halichoeres chrysus Randall,,Halichoeres chrysus Randall : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/37c9469b4-3599-419d-9a07-a840bfedd992
360241,Specimen/Lot,,2,Lepadichthys caritus Briggs,,Lepadichthys caritus Briggs : Gobiesocidae : Gobiesociformes : Actinopterygii : Chordata,,,Gobiesociformes,Gobiesocidae,Gobiesocinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,Id'd by j.c. briggs.,0,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/33047cbb5-43c6-4633-bbce-5185500c41c2
273867,Specimen/Lot,,1,Myripristis vittata,,Myripristis vittata : Holocentridae : Beryciformes : Actinopterygii : Chordata,,,Beryciformes,Holocentridae,Myripristinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3664211ce-ce9e-4484-8793-adfff2b838f1
268142,Specimen/Lot,,6,Ostorhinchus nigrofasciatus,Apogon nigrofasciatus,Ostorhinchus nigrofasciatus : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3b5961975-b6c9-4410-b814-d4afefed79dc
436801,Specimen/Lot,,1,Serranidae,,Serranidae : Serranidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Serranidae,,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3020d6eb3-6809-4697-a1d5-e1a490b2a9ae
436784,Specimen/Lot,,3,Serranidae,,Serranidae : Serranidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Serranidae,,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/388f565b0-e6b8-4739-be15-041fcfdb983e
437239,Specimen/Lot,,61,Serranidae,,Serranidae : Serranidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Serranidae,,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3526b5205-bb58-4a2b-aa59-4a9451d49d09
385703,Specimen/Lot,,1,Synodus,,Synodus : Synodontidae : Aulopiformes : Actinopterygii : Chordata,,,Aulopiformes,Synodontidae,,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,341645,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/35e8ef194-ff01-48bd-9858-de94242103e0
264500,Specimen/Lot,,2,Trimma,,Trimma : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3c0e51fc2-d5b0-437c-befa-126bc0dd71af
263536,Specimen/Lot,,7,Trimma benjamini Winterbottom,Trimma rw # 18 Winterbottom,Trimma benjamini Winterbottom : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,1 trimma rw # 62 removed to usnm 313526.,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3851ab600-c6fb-47e0-9896-6fa066b7fbb0
264654,Specimen/Lot,,1,Trimma macrophthalmus,,Trimma macrophthalmus : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/382a8f345-2ad8-455e-a2a8-91f978f187d0
263538,Specimen/Lot,Types,1,Trimma nasa Winterbottom,,Trimma nasa Winterbottom : Gobiidae : Perciformes : Actinopterygii : Chordata,Paratype,"Winterbottom, R. 2005. Aqua: Journal of Ichthyology and Aquatic Biology. 10 (1): 34, Figs. 3b, 4b, 5-6.",Perciformes,Gobiidae,Gobiinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/36b472ff3-dc50-4c97-90f3-be8e2ad454c8
243175,Specimen/Lot,,28,Trimma stobbsi Winterbottom,Trimma rw # 23 Winterbottom,Trimma stobbsi Winterbottom : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,Combined with USNM 263537.,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/34bd622ac-3d23-412c-ab5f-e82462f6b612
263537,Specimen/Lot,,0,Trimma stobbsi Winterbottom,Trimma rw # 23 Winterbottom,Trimma stobbsi Winterbottom : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,Combined with USNM 243175.,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3c714ef4f-5b87-43cb-9fee-45a175184e11
243173,Specimen/Lot,,3,Trimma taylori Lobel,,Trimma taylori Lobel : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,8 May 1979 (1979 May 08 - 0000 00 00; 09:18),Pacific,,,,Cebu Island,,Philippines,Cebu,,"Northwest side of Pescador Island, 2 km From Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.",JL-4,,,,,Sp-79,,30,,,,,346491,,,,,,,,,8/7/2019 14:47,http://n2t.net/ark:/65665/3bac26f14-564f-4057-a8a2-4bec94c7a235
