Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"279742","Specimen/Lot","",1,"Bathygobius fuscus fuscus","","Bathygobius fuscus fuscus : Gobiidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gobiidae","Gobiinae","9 May 1978 (1978 May 09 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","","Siquijor","","Philippines","Siquijor","San Juan","Philippine Islands: Siquijor Island, west side, Paliton Village In San Juan Municipality.",9.175,123.463,"Springer, V. G.; Smithsonian Team; Local Children","SP 78-3","","","","","Sp-78","Rotenone; Derris Root","0 to 2","",,,"","333189","","","","","","","","","07 Aug 2020 18:41:00","http://n2t.net/ark:/65665/3535f908a-0ec3-4718-9829-29dd3d9c13bc"
"279746","Specimen/Lot","",10,"Bathygobius fuscus fuscus","","Bathygobius fuscus fuscus : Gobiidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gobiidae","Gobiinae","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","","","","","Sp-78","Rotenone; Derris Root","0 to 1","",,,"","333189","","","","","","","","","10 Aug 2020 20:28:00","http://n2t.net/ark:/65665/33c25446f-d9ac-44b5-b247-f3d296df6f55"
"279747","Specimen/Lot","",2,"Bathygobius fuscus fuscus","","Bathygobius fuscus fuscus : Gobiidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gobiidae","Gobiinae","15 May 1978 (1978 May 15 - 0000 00 00; 08:30 - 11:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Philippine Island: Negros Oriental, South Bais Bay.",9.5717,123.15,"Springer, V. G.; Smithsonian Team; Carpenter, K. E.","SP 78-15","","","","","Sp-78","Rotenone","0 to 1","",,,"","333189","","","","","","","","","10 Aug 2020 20:53:00","http://n2t.net/ark:/65665/3d737d9ec-1409-4b6f-836e-cfbc2e1dc7f9"
"279773","Specimen/Lot","",1,"Bathygobius fuscus fuscus","","Bathygobius fuscus fuscus : Gobiidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gobiidae","Gobiinae","9 May 1978 (1978 May 09 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","","Siquijor","","Philippines","Siquijor","San Juan","Philippine Islands: Siquijor Island, west side, Paliton Village In San Juan Municipality.",9.175,123.463,"Springer, V. G.; Smithsonian Team; Local Children","SP 78-3","","","","","Sp-78","Rotenone; Derris Root","0 to 2","",,,"","333189","","","","","","","","","07 Aug 2020 18:41:00","http://n2t.net/ark:/65665/37e6c4508-53c9-40f3-9fc8-db8a841963ce"
"279743","Specimen/Lot","",3,"Bathygobius hongkongensis","Bathygobius fuscus fuscus","Bathygobius hongkongensis : Gobiidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gobiidae","Gobiinae","4 Jun 1978 (1978 Jun 04 - 0000 00 00; 16:00 - 17:15)","North Pacific Ocean","","","","Negros","","Philippines","","","Philippines: Mouth of Ocoy River between Sibulan and Looc villages, on Negros Oriental.",9.3672,123.274,"Fehlmann, H. A.; Duran, E.; Raymundo, M.; Local Fishermen","SP 78-32","","","","","SP-78","Rotenone; Dipnet; By Hand","0 to 0.5","",,,"","333189","","","","","","","","","12 Aug 2020 18:44:00","http://n2t.net/ark:/65665/3cc5fd4e2-0901-48f4-8f0d-079eac82651a"
"261376","Specimen/Lot","Types",4,"Bathygobius ramosus curticeps Ginsburg","","Bathygobius ramosus curticeps Ginsburg : Gobiidae : Perciformes : Actinopterygii : Chordata","Paratype","Larson, H. K. 1985. A revision of the gobiid genus Bryaninops (Pisces), with a description of six new species. 2 (1): 77, 10.","Perciformes","Gobiidae","Gobiinae","23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45)","North Pacific Ocean","","Philippine Archipelago","","Bararin Island","","Philippines","Palawan","","Philippine Islands, Palawan Province, Bararin Island, West Side (Cuyo Island). 8 mm Movie by Kent Carpenter.",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group","SP 78-20","","","","","SP-78","Rotenone; Dip Net","0 to 14","",,,"","333189","","","","","","","","","11 Aug 2020 14:53:00","http://n2t.net/ark:/65665/39078ba7b-90cc-4a73-9876-3f25d0caed3d"
"261377","Specimen/Lot","Types",10,"Bathygobius ramosus curticeps Ginsburg","","Bathygobius ramosus curticeps Ginsburg : Gobiidae : Perciformes : Actinopterygii : Chordata","Paratype","Larson, H. K. 1985. A revision of the gobiid genus Bryaninops (Pisces), with a description of six new species. 2 (1): 77, 10.","Perciformes","Gobiidae","Gobiinae","25 May 1978 (1978 May 25 - 0000 00 00; 10:30 - 11:40)","North Pacific Ocean","","Philippine Archipelago","","Tagauayan Island","","Philippines","Palawan","","Philippine Island: Palawan Province, Tagauayan Island, Western Side (Cuyo Island)",10.9717,121.208,"Springer, V. G.; Smithsonian Team; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","SP 78-24","","","","","Sp-78","Rotenone; Dip Net","0 to 14","",,,"","333189","","","","","","","","","11 Aug 2020 17:34:00","http://n2t.net/ark:/65665/3904876a1-8e2d-4e03-8e36-dba39323832e"
"257886","Specimen/Lot","",5,"Belonepterygion fasciolatum","","Belonepterygion fasciolatum : Plesiopidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Plesiopidae","Acanthoclininae","25 May 1978 (1978 May 25 - 0000 00 00; 16:00 - 18:30)","North Pacific Ocean","","Philippine Archipelago","","Tagauayan Island","","Philippines","Palawan","","Philippine Islands, Palawan Province, Tagauayan Island (Cuyo Island).",10.9633,121.226,"Springer, V. G.; Smithsonian Team; BFAR Team; Silliman University Group","SP 78-25","","","","","SP-78","Rotenone; Dip Net","0 to 2","",,,"","333189","","","","","","","","","11 Aug 2020 17:59:00","http://n2t.net/ark:/65665/35d06d657-709f-4f77-aab4-7b3f515adb96"
"219158","Specimen/Lot","",8,"Bhanotia fasciolata","","Bhanotia fasciolata : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata","","","Syngnathiformes","Syngnathidae","Syngnathinae","12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00)","North Pacific Ocean","","Philippine Archipelago","","Negros","","Philippines","","","Philippine Islands, Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team","SP 78-8","","","","","Sp-78","Rotenone; Dip Net","0 to 1","","Glycerin with Bone Stain::2",,"","332315","","","","","","","","","07 Aug 2020 21:57:00","http://n2t.net/ark:/65665/3f4cc345f-bd8e-4617-a171-934e360921dc"
"219166","Specimen/Lot","",16,"Bhanotia fasciolata","","Bhanotia fasciolata : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata","","","Syngnathiformes","Syngnathidae","Syngnathinae","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","","","","","Sp-78","Rotenone; Derris Root","0 to 1","",,,"","332315","","","","","","","","","10 Aug 2020 20:35:00","http://n2t.net/ark:/65665/35a449c9e-bfd8-4042-8f73-e2de0ba40643"
"220651","Specimen/Lot","",1,"Bhanotia fasciolata","","Bhanotia fasciolata : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata","","","Syngnathiformes","Syngnathidae","Syngnathinae","12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00)","North Pacific Ocean","","Philippine Archipelago","","Negros","","Philippines","","","Philippine Islands, Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team","SP 78-8","","","","","Sp-78","Rotenone; Dip Net","0 to 1","",,,"","337100","","","","","","","","","07 Aug 2020 22:00:00","http://n2t.net/ark:/65665/3c12b648e-452d-4912-bba5-b1ec9b7e283c"
"220652","Specimen/Lot","",2,"Bhanotia fasciolata","","Bhanotia fasciolata : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata","","","Syngnathiformes","Syngnathidae","Syngnathinae","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","","","","","Sp-78","Rotenone; Derris Root","0 to 1","",,,"","337100","","","","","","","","","10 Aug 2020 20:34:00","http://n2t.net/ark:/65665/38fdf4e73-3955-48b0-80e0-b38ae636b50f"
"295127","Specimen/Lot","",7,"Blenniella bilitonensis","Istiblennius bilitonensis","Blenniella bilitonensis : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","","","","","Sp-78","Rotenone; Derris Root","0 to 1","","Radiograph::2",,"2 orginal specs. removed from usnm 259188. larger faded specs. #'s 2,3,6,7 removed from usnm 259188 at a later date. note smaller #2 and larger #2. spec. # 29 removed from usnm 295128.","333189","","","","","","","","","10 Aug 2020 20:37:00","http://n2t.net/ark:/65665/38e0358a9-1326-43a7-b8c6-b06c07e4fdbe"
"296035","Specimen/Lot","",4,"Blenniella bilitonensis","Istiblennius bilitonensis","Blenniella bilitonensis : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","","","","","Sp-78","Rotenone; Derris Root","0 to 1","","Radiograph::1",,"","333189","","","","","","","","","10 Aug 2020 20:37:00","http://n2t.net/ark:/65665/395451b93-8f63-4bec-949a-5c4730a288c7"
"RAD 106023","Image","Radiograph Collection",7,"Blenniella bilitonensis","","Blenniella bilitonensis : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","Catalog Number : USNM 295127","","","","Sp-78","Rotenone; Derris Root","0 to 1","","Polyester:MSC:7",,"","2078776","","","","","","","","","10 Aug 2020 20:35:00","http://n2t.net/ark:/65665/390cf4d50-6ba4-47f8-8543-f93d786e2386"
"RAD 106035","Image","Radiograph Collection",1,"Blenniella bilitonensis","","Blenniella bilitonensis : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","Catalog Number : USNM 269035","","","","Sp-78","Rotenone; Derris Root","0 to 1","","Polyester:MSC:1",,"","2078776","","","","","","","","","10 Aug 2020 20:35:00","http://n2t.net/ark:/65665/3d603566d-6b0b-4c73-b115-ccb90ad232e4"
"259188","Specimen/Lot","",10,"Blenniella caudolineata","Istiblennius cyanostigma","Blenniella caudolineata : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","","","","","Sp-78","Rotenone; Derris Root","0 to 1","","Radiograph::2",,"Of orig. 76 specs.; 2 recat. as usnm 295127 and 60 recat. as usnm 295128. spec# 2,3,6,7 removed to usnm 295127.","333189","","","","","","","","","10 Aug 2020 20:37:00","http://n2t.net/ark:/65665/385c0b879-fdbc-482c-89e6-f1dc583ff433"
"296023","Specimen/Lot","",1,"Blenniella caudolineata","Istiblennius cyanostigma","Blenniella caudolineata : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","8 May 1978 (1978 May 08 - 0000 00 00)","North Pacific Ocean","","","","","","Philippines","","","Philippine Is., Cebu, SW Tip Off Liloan Point, Tanon Strait.",9.4208,123.296,"Springer, V. G.; Smithsonian Team","SP 78-1","","","","","Sp-78","Rotenone and spear","0 to 1.8","","Radiograph::1",,"","333189","","","","","","","","","07 Aug 2020 18:22:00","http://n2t.net/ark:/65665/3a374a70c-ab6d-46be-8ebe-a757d8511fa0"
"RAD 102654","Image","Radiograph Collection",1,"Blenniella caudolineata","","Blenniella caudolineata : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","8 May 1978 (1978 May 08 - 0000 00 00)","North Pacific Ocean","","","","","","Philippines","","","Philippine Is., Cebu, SW Tip Off Liloan Point, Tanon Strait.",9.4208,123.296,"Springer, V. G.; Smithsonian Team","SP 78-1","Catalog Number : USNM 296023","","","","Sp-78","Rotenone and spear","0 to 1.8","","Polyester:MSC:1",,"","2078776","","","","","","","","","07 Aug 2020 18:22:00","http://n2t.net/ark:/65665/32ae2945c-d37e-481f-b7c3-cf376e5ef18f"
"RAD 103193","Image","Radiograph Collection",2,"Blenniella caudolineata","","Blenniella caudolineata : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","Catalog Number : USNM 259188","","","","Sp-78","Rotenone; Derris Root","0 to 1","","Polyester:MSC:2",,"","2078776","","","","","","","","","10 Aug 2020 20:36:00","http://n2t.net/ark:/65665/369302ac6-486f-41ca-af21-8be20c52e2a2"
"296012","Specimen/Lot","",1,"Blenniella chrysospilos","Istiblennius chrysospilos","Blenniella chrysospilos : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","26 May 1978 (1978 May 26 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Cuyo Islands","Cocoro","","Philippines","Palawan","","Philippine Islands, Cocoro Island (Cuyo Island).",10.8817,121.204,"Springer, V. G.; Smithsonian Team; Silliman University Group; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","SP 78-26","","","","","Sp-78","Rotenone; Dipnet","0 to 3","","Radiograph::1",,"","333189","","","","","","","","","11 Aug 2020 18:53:00","http://n2t.net/ark:/65665/3e6609117-3980-4628-9b90-af7aa91a2ec1"
"220914","Specimen/Lot","",11,"Blenniella interrupta","Istiblennius","Blenniella interrupta : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00)","North Pacific Ocean","","Philippine Archipelago","","Negros","","Philippines","","","Philippine Islands, Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team","SP 78-8","","","","","Sp-78","Rotenone; Dip Net","0 to 1","",,,"1 spec. illustrated","333189","","","","","","","","","07 Aug 2020 22:01:00","http://n2t.net/ark:/65665/307037802-3082-4824-9776-44d9623fd572"
"293997","Specimen/Lot","",25,"Blenniella interrupta","Istiblennius cyanostigma","Blenniella interrupta : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","10 May 1978 (1978 May 10 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Central Visayas","Siquijor Island","","Philippines","Siquijor","","Philippine Islands, Siquijor Island, West side, approximately 1 1/4 miles Northwest of Paliton Village.",9.1778,123.448,"Springer, V. G.; Smithsonian Team; Silliman University Group","SP 78-5","","","","","Sp-78","Rotenone; Derris Root","0 to 1.8","","Radiograph::3",,"","333189","","","","","","","","","07 Aug 2020 21:00:00","http://n2t.net/ark:/65665/388805f8c-bcb4-410d-97e2-4a4ced594ca9"
"295128","Specimen/Lot","",58,"Blenniella interrupta","Istiblennius interruptus","Blenniella interrupta : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","","","","","Sp-78","Rotenone; Derris Root","0 to 1","","Radiograph::6",,"Removed from usnm 259188. 1 spec. removed to isnm 295127.","333189","","","","","","","","","10 Aug 2020 20:35:00","http://n2t.net/ark:/65665/378afc608-91bc-4a4b-841d-14dfc844ec67"
"296031","Specimen/Lot","",2,"Blenniella interrupta","Istiblennius interruptus","Blenniella interrupta : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","15 May 1978 (1978 May 15 - 0000 00 00; 08:30 - 11:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Philippine Island: Negros Oriental, South Bais Bay.",9.5717,123.15,"Springer, V. G.; Smithsonian Team; Carpenter, K. E.","SP 78-15","","","","","Sp-78","Rotenone","0 to 1","",,,"","333189","","","","","","","","","10 Aug 2020 20:54:00","http://n2t.net/ark:/65665/3357957db-1053-4042-ae2d-c4deae923cbd"
"RAD 106303","Image","Radiograph Collection",2,"Blenniella interrupta","","Blenniella interrupta : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","Catalog Number : USNM 295128","","","","Sp-78","Rotenone; Derris Root","0 to 1","","Polyester:MSC:2",,"","2078776","","","","","","","","","10 Aug 2020 20:27:00","http://n2t.net/ark:/65665/3013be3c8-9c71-4c8e-8828-0bb2dc347126"
"RAD 106313","Image","Radiograph Collection",1,"Blenniella interrupta","","Blenniella interrupta : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","10 May 1978 (1978 May 10 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Central Visayas","Siquijor Island","","Philippines","Siquijor","","Philippine Islands, Siquijor Island, West side, approximately 1 1/4 miles Northwest of Paliton Village.",9.1778,123.448,"Springer, V. G.; Smithsonian Team; Silliman University Group","SP 78-5","Catalog Number : USNM 293997","","","","Sp-78","Rotenone; Derris Root","0 to 1.8","","Polyester:MSC:1",,"","2078776","","","","","","","","","07 Aug 2020 20:56:00","http://n2t.net/ark:/65665/3ac6f74cb-d719-4810-b580-d167e54bf176"
"437568","Specimen/Lot","",1,"Blenniella interrupta","","Blenniella interrupta : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","13 May 1978 (1978 May 13 - 0000 00 00; 06:30 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","","","Philippine Islands, Negros Island, South End, approximately 1/2 Mile S.E. of Maloh Village, Rocky Shore Along Highway 1.",9.0522,122.992,"Knapp, L. W.; Alcala, A. C.; Estano, M.; Fehlmann, H. A.","SP 78-12","","","","","Sp-78","Rotenone; Derris Root","0 to 1","","Glycerin with Bone and Cartilage Stain::1",,"","333189","","","","","","","","","10 Aug 2020 20:30:00","http://n2t.net/ark:/65665/3a5e15b55-00f6-46af-a573-a7318fd5765e"
"296061","Specimen/Lot","",7,"Blenniella periophthalmus","Istiblennius periophthalmus","Blenniella periophthalmus : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","10 May 1978 (1978 May 10 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Central Visayas","Siquijor Island","","Philippines","Siquijor","","Philippine Islands, Siquijor Island, West side, approximately 1 1/4 miles Northwest of Paliton Village.",9.1778,123.448,"Springer, V. G.; Smithsonian Team; Silliman University Group","SP 78-5","","","","","Sp-78","Rotenone; Derris Root","0 to 1.8","","Radiograph::1",,"1 of 8 original specs. removed to usnm 315728.","000000","","","","","","","","","07 Aug 2020 21:00:00","http://n2t.net/ark:/65665/3b8f06de2-d086-4fad-a480-6e032a813d8c"
"RAD 102523","Image","Radiograph Collection",1,"Blenniella periophthalmus","","Blenniella periophthalmus : Blenniidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Blenniidae","Salariinae","10 May 1978 (1978 May 10 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Central Visayas","Siquijor Island","","Philippines","Siquijor","","Philippine Islands, Siquijor Island, West side, approximately 1 1/4 miles Northwest of Paliton Village.",9.1778,123.448,"Springer, V. G.; Smithsonian Team; Silliman University Group","SP 78-5","Catalog Number : USNM 296061","","","","Sp-78","Rotenone; Derris Root","0 to 1.8","","Polyester:MSC:1",,"","2078776","","","","","","","","","07 Aug 2020 20:40:00","http://n2t.net/ark:/65665/345947b1d-7bcd-41c6-b437-079d96d8d069"
"355630","Specimen/Lot","",1,"Bodianus","","Bodianus : Labridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Labridae","","10 Jun 1978 (1978 Jun 10 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Central Visayas","Balicasag Island","","Philippines","Bohol","","Philippine Islands, Balicasag Island, West Side At Drop Off.",9.5206,123.667,"Springer, V. G.; Libbey, J. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Silliman University Group","SP 78-38","","","","","SP-78","Rotenone; Dip Net","0 to 24","",,,"Rotenone + dip net","333189","","","","","","","","","12 Aug 2020 21:26:00","http://n2t.net/ark:/65665/3380e241c-a3fa-4ece-aad0-aba7f0dc9b3a"
"336614","Specimen/Lot","",1,"Bodianus diana","","Bodianus diana : Labridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Labridae","","10 Jun 1978 (1978 Jun 10 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Central Visayas","Balicasag Island","","Philippines","Bohol","","Philippine Islands, Balicasag Island, West Side At Drop Off.",9.5206,123.667,"Springer, V. G.; Libbey, J. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Silliman University Group","SP 78-38","","","","","SP-78","Rotenone; Dip Net","0 to 24","",,,"","333189","","","","","","","","","12 Aug 2020 21:25:00","http://n2t.net/ark:/65665/34adb03f8-04ca-42e7-af11-543900dd9eed"
"336613","Specimen/Lot","Types",2,"Bodianus dictynna Gomon","Bodianus diana","Bodianus dictynna Gomon : Labridae : Perciformes : Actinopterygii : Chordata","Paratype","Gomon, M. F. A revision of the labrid fish genus Bodianus with descriptions of eight new species. 30 59, Figs. 1c, 5d, 37-38.","Perciformes","Labridae","","13 May 1978 (1978 May 13 - 0000 00 00; 09:15 - 10:30)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Philippine Islands, Oriental Negros, Just Off Bonbonon Point At Southern Tip of Island.",9.0458,123.127,"Springer, V. G.; Carpenter, K. E.; Libbey, J. D.; et al.","SP 78-10","","","","","SP-78","Rotenone; Dip Net","0 to 18.3","",,,"","333189","","","","","","","","","10 Aug 2020 19:34:00","http://n2t.net/ark:/65665/36daa28fb-7b12-4f48-9d4f-e2aad8b93725"
"355643","Specimen/Lot","",1,"Bodianus dictynna Gomon","Bodianus diana","Bodianus dictynna Gomon : Labridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Labridae","","13 May 1978 (1978 May 13 - 0000 00 00; 07:35 - 08:50)","North Pacific Ocean","","Philippine Archipelago","","Negros","","Philippines","Negros Oriental","","Philippine Is.: Oriental Negros, Just off Bonbonon Point at southern tip of island",9.0458,123.127,"Springer, V. G.; Carpenter, K. E.; Libbey, J. D.; et al.","SP 78-11","","","","","SP-78","Rotenone; Dip Net","0 to 12","",,,"Rotenone, dip net","333189","","","","","","","","","10 Aug 2020 20:14:00","http://n2t.net/ark:/65665/32807427c-bdf0-4e02-8143-099a9bbcc2d3"
"355644","Specimen/Lot","",1,"Bodianus dictynna Gomon","Bodianus diana","Bodianus dictynna Gomon : Labridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Labridae","","12 Jun 1978 (1978 Jun 12 - 0000 00 00; 07:08 - 08:15)","North Pacific Ocean","Bohol Sea","Philippine Archipelago","Central Visayas","Pamilacan Island","","Philippines","Bohol","Baclayon","Philippine Islands, Pamilacan Island, Off Southwest Tip of Island",9.4889,123.917,"Springer, V. G.; Libbey, J. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Silliman University Group","SP 78-41","","","","","Sp-78","Rotenone; Dip Net","0 to 33.5","",,,"Rotenone + dip net","333189","","","","","","","","","13 Aug 2020 18:19:00","http://n2t.net/ark:/65665/3d54eb161-afdd-4f79-97a4-f01f65778a93"
