Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"279232","Specimen/Lot","",22,"Chromis ternatensis","","Chromis ternatensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","4 May 1979 (1979 May 04 - 0000 00 00; 07:30 - 09:00)","North Pacific Ocean","","Philippine Archipelago","Mindanao Group","Selinog Island","","Philippines","Zamboanga del Norte","","West Side of Solino (Selinog) I., Zamboanga Del Norte, Mindanao, P.I.",8.8617,123.408,"Libbey, J. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Bernard, B.; Knapp, L. W.; Alcala, L.","LK 79-9; LWK 79-9","","","","","Sp-79","Pro-Noxfish","12 to 18","",,,"","346491","","","","","","","","","24 Jul 2020 20:42:00","http://n2t.net/ark:/65665/374c33e1c-525b-44d8-89e9-adac69ee9587"
"279234","Specimen/Lot","",62,"Chromis ternatensis","","Chromis ternatensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","JL-1","","","","","Sp-79","Pro-Noxfish","13.1","",,,"","346491","","","","","","","","","28 Jul 2020 15:57:00","http://n2t.net/ark:/65665/33f0e5200-7d66-4a32-8121-04bc64b9381a"
"279241","Specimen/Lot","",6,"Chromis ternatensis","","Chromis ternatensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","3 May 1979 (1979 May 03 - 0000 00 00; 14:00 - 15:00)","North Pacific Ocean","","Philippine Archipelago","Mindanao Group","Selinog Island","","Philippines","Zamboanga del Norte","","West Side Solino (Selinog) I., Zamboanga Del Norte, Mindanao, P.I.",8.855,123.41,"Libbey, J. D.; Miclat, R.; Podkulski, K.; Bernard, B.","LK 79-8; LWK 79-8","","","","","Sp-79","Pro-Noxfish","0 to 21","",,,"","346491","","","","","","","","","24 Jul 2020 20:12:00","http://n2t.net/ark:/65665/3c886283b-7163-4e66-8bc2-7c9c14295fc6"
"279248","Specimen/Lot","",4,"Chromis ternatensis","","Chromis ternatensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","2 May 1979 (1979 May 02 - 0000 00 00; 13:10 - 14:00)","North Pacific Ocean","","Philippine Archipelago","Mindanao Group","Selinog Island","","Philippines","Zamboanga del Norte","","Salino (Selinog) I., S.W. Side Zamboanga Del Norte, Mindanao, P.I.",8.8517,123.412,"Libbey, J. D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","LK 79-6; LWK 79-6","","","","","Sp-79","Pro-Noxfish","14 to 21","",,,"","346491","","","","","","","","","24 Jul 2020 18:25:00","http://n2t.net/ark:/65665/3656aa805-3c91-48f0-989b-5cd4a0cde4b2"
"279249","Specimen/Lot","",3,"Chromis ternatensis","","Chromis ternatensis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","28 Apr 1979 (1979 Apr 28 - 0000 00 00; 16:00 - 18:00)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Port Siyt, Southern Negros Oriental, Philippine Islands",9.07,123.18,"Knapp, L. W.; Alcala, L.; Catada, D.; Miclat, R.; Podkulski, K.","LK 79-4; LWK 79-4","","","","","Sp-79","Pro-Noxfish","0 to 3","",,,"","346491","","","","","","","","","24 Jul 2020 16:18:00","http://n2t.net/ark:/65665/3e43d383c-035a-44a6-b287-c194eba94e66"
"279221","Specimen/Lot","",1,"Chromis viridis","","Chromis viridis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","18 May 1979 (1979 May 18 - 0000 00 00; 07:30 - 10:45)","North Pacific Ocean","Bohol Sea","Philippine Archipelago","Visayas","Apo Island","","Philippines","Negros Oriental","","Apo Island, Opposite West End of Chanos Pond",9.075,123.273,"Knapp, L. W.; Alcala, L.; Catada, D.; Inocencio, C.","LK 79-20; LWK 79-20","","","","","Sp-79","Pro-Noxfish","0 to 2","",,,"","346491","","","","","","","","","27 Jul 2020 20:59:00","http://n2t.net/ark:/65665/3517523ec-e48b-4fa0-98ef-444e46d04ffa"
"279228","Specimen/Lot","",1,"Chromis viridis","","Chromis viridis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","4 May 1979 (1979 May 04 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Mindanao Group","Selinog Island","","Philippines","Zamboanga del Norte","","West Side Solino (Selinog) Island, Zamboanga Del Norte, Mindanao, Philippine Islands",8.8617,123.41,"Alcala, A. C.; Fehlmann, H. A.; Ferrari, F. D.","LK 79-10; LWK 79-10","","","","","Sp-79","Pro-Noxfish","0 to 5","",,,"","346491","","","","","","","","","24 Jul 2020 21:00:00","http://n2t.net/ark:/65665/3fbd7f90a-e718-4305-b208-da68b0a6b13a"
"279237","Specimen/Lot","",5,"Chromis viridis","","Chromis viridis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","3 May 1979 (1979 May 03 - 0000 00 00; 07:15 - 09:00)","North Pacific Ocean","","Philippine Archipelago","Mindanao Group","Selinog Island","","Philippines","Zamboanga del Norte","","West Side of Solino (Selinog) I., Zamboanga Del Norte, Mindanao, P.I.",8.8567,123.41,"Knapp, L. W.; Libbey, J. D.; Fehlmann, H. A.; Alcala, L.; Alcala, A. C.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","LK 79-7; LWK 79-7","","","","","Sp-79","Pro-Noxfish","0 to 5","",,,"","346491","","","","","","","","","24 Jul 2020 20:29:00","http://n2t.net/ark:/65665/3e3334dc0-0f1d-4544-8610-f5b3205d8c1d"
"279244","Specimen/Lot","",56,"Chromis viridis","","Chromis viridis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","15 May 1979 (1979 May 15 - 0000 00 00; 05:30 - 07:30)","North Pacific Ocean","","Philippine Archipelago","Central Visayas","Siquijor Island","","Philippines","Siquijor","","Near Tonga Point, Siquijor Island, Philippine Islands",9.225,123.47,"Knapp, L. W.; Fehlmann, H. A.; Libbey, J. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, A. C.","LK 79-15; LWK 79-15","","","","","Sp-79","Pro-Noxfish","0 to 1","",,,"","346491","","","","","","","","","27 Jul 2020 19:28:00","http://n2t.net/ark:/65665/3617a5450-de4b-4e47-ae20-98d37312d7c3"
"279245","Specimen/Lot","",59,"Chromis viridis","","Chromis viridis : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","2 May 1979 (1979 May 02 - 0000 00 00; 06:30 - 09:00)","North Pacific Ocean","","","","Mindanao","","Philippines","Zamboanga del Norte","","West Side of Alibay (Aliguay I.), Zamboanga Del Norte, Mindanao, P.I.",8.7467,123.212,"Knapp, L. W.; Libbey, J. D.; Fehlmann, H. A.; Alcala, L.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","LK 79-5; LWK 79-5","","","","","Sp-79","Pro-Noxfish","0 to 3","",,,"","346491","","","","","","","","","24 Jul 2020 16:34:00","http://n2t.net/ark:/65665/30635d672-c1ce-4f25-bbed-d8185c80e207"
"279222","Specimen/Lot","",3,"Chromis weberi Fowler & Bean","","Chromis weberi Fowler & Bean : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","2 May 1979 (1979 May 02 - 0000 00 00; 06:30 - 09:00)","North Pacific Ocean","","","","Mindanao","","Philippines","Zamboanga del Norte","","West Side of Alibay (Aliguay I.), Zamboanga Del Norte, Mindanao, P.I.",8.7467,123.212,"Knapp, L. W.; Libbey, J. D.; Fehlmann, H. A.; Alcala, L.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","LK 79-5; LWK 79-5","","","","","Sp-79","Pro-Noxfish","0 to 3","",,,"","346491","","","","","","","","","24 Jul 2020 16:34:00","http://n2t.net/ark:/65665/3c9ebd281-b53f-40b4-b21c-707d99735f42"
"279231","Specimen/Lot","",3,"Chromis weberi Fowler & Bean","","Chromis weberi Fowler & Bean : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","29 Apr 1979 (1979 Apr 29 - 0000 00 00; 13:00 - 13:40)","North Pacific Ocean","","Philippine Archipelago","","Cebu Island","","Philippines","Cebu","","Liloan Point (Whirlpool Point), Southern Tip Cebu, P.I.",9.4133,123.3,"Libbey, J. D.; Miclat, R.; Bernard, B.; Catada, D.","JL-2","","","","","Sp-79","Pro-Noxfish","13 to 19","",,,"","346491","","","","","","","","","28 Jul 2020 16:22:00","http://n2t.net/ark:/65665/3aee710f8-4cdf-4254-a6be-7fffc861e355"
"274010","Specimen/Lot","",9,"Chrysiptera","Glyphidodontops","Chrysiptera : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","18 May 1979 (1979 May 18 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Maloh, Negros Oriental, Philippine Islands",9.0517,122.995,"Fehlmann, H. A.; Alcala, A. C.; Cabanban, A. A.","LK 79-19; LWK 79-19","","","","","Sp-79","Resin 2 gal.","0","",,,"","346491","","","","","","","","","27 Jul 2020 20:46:00","http://n2t.net/ark:/65665/3dbb78775-cb0f-4653-8a99-031233c91472"
"279209","Specimen/Lot","",1,"Chrysiptera","","Chrysiptera : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","18 May 1979 (1979 May 18 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Maloh, Negros Oriental, Philippine Islands",9.0517,122.995,"Fehlmann, H. A.; Alcala, A. C.; Cabanban, A. A.","LK 79-19; LWK 79-19","","","","","Sp-79","Resin 2 gal.","0","",,,"","346491","","","","","","","","","27 Jul 2020 20:52:00","http://n2t.net/ark:/65665/35244f610-5da6-4503-8cb4-1815daceb316"
"274011","Specimen/Lot","",8,"Chrysiptera cyanea","Glyphidodontops cyaneus","Chrysiptera cyanea : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","18 May 1979 (1979 May 18 - 0000 00 00)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Maloh, Negros Oriental, Philippine Islands",9.0517,122.995,"Fehlmann, H. A.; Alcala, A. C.; Cabanban, A. A.","LK 79-19; LWK 79-19","","","","","Sp-79","Resin 2 gal.","0","",,,"","346491","","","","","","","","","27 Jul 2020 20:38:00","http://n2t.net/ark:/65665/3afea0855-526c-4f6f-a2c2-4c28c6a5afb8"
"274012","Specimen/Lot","",8,"Chrysiptera leucopoma","Glyphidodontops leucopomus","Chrysiptera leucopoma : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","2 May 1979 (1979 May 02 - 0000 00 00; 06:30 - 09:00)","North Pacific Ocean","","","","Mindanao","","Philippines","Zamboanga del Norte","","West Side of Alibay (Aliguay I.), Zamboanga Del Norte, Mindanao, P.I.",8.7467,123.212,"Knapp, L. W.; Libbey, J. D.; Fehlmann, H. A.; Alcala, L.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","LK 79-5; LWK 79-5","","","","","Sp-79","Pro-Noxfish","0 to 3","",,,"","346491","","","","","","","","","24 Jul 2020 16:46:00","http://n2t.net/ark:/65665/383c07e81-45be-40c1-9632-809f2c9d3bf0"
"274013","Specimen/Lot","",4,"Chrysiptera leucopoma","Glyphidodontops leucopomus","Chrysiptera leucopoma : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","24 Apr 1979 (1979 Apr 24 - 0000 00 00; 15:00 - 17:00)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Near Maloh, Negros Oriental, Philippine Islands",9.0517,122.985,"Knapp, L. W.; Libbey, J. D.; Alcala, L.; Ferrari, F. D.; Catada, D.","LK 79-2; LWK 79-2","","","","","Sp-79","Pro-Noxfish","0 to 3","",,,"","346491","","","","","","","","","24 Jul 2020 15:12:00","http://n2t.net/ark:/65665/3256cf1d8-ad38-4579-ad32-92350ec81aaa"
"274014","Specimen/Lot","",1,"Chrysiptera leucopoma","Glyphidodontops leucopomus","Chrysiptera leucopoma : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","3 May 1979 (1979 May 03 - 0000 00 00; 07:15 - 09:00)","North Pacific Ocean","","Philippine Archipelago","Mindanao Group","Selinog Island","","Philippines","Zamboanga del Norte","","West Side of Solino (Selinog) I., Zamboanga Del Norte, Mindanao, P.I.",8.8567,123.41,"Knapp, L. W.; Libbey, J. D.; Fehlmann, H. A.; Alcala, L.; Alcala, A. C.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","LK 79-7; LWK 79-7","","","","","Sp-79","Pro-Noxfish","0 to 5","",,,"","346491","","","","","","","","","24 Jul 2020 20:47:00","http://n2t.net/ark:/65665/3f12bd715-446b-42fb-94e0-76d1605fe479"
"274015","Specimen/Lot","",5,"Chrysiptera leucopoma","Glyphidodontops leucopomus","Chrysiptera leucopoma : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","24 Apr 1979 (1979 Apr 24 - 0000 00 00; 15:00 - 17:00)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Near Maloh, Negros Oriental, Philippine Islands",9.0517,122.985,"Knapp, L. W.; Libbey, J. D.; Alcala, L.; Ferrari, F. D.; Catada, D.","LK 79-2; LWK 79-2","","","","","Sp-79","Pro-Noxfish","0 to 3","",,,"","346491","","","","","","","","","24 Jul 2020 15:12:00","http://n2t.net/ark:/65665/31ee01c6e-4378-4fd3-9db6-cf1c5daa7762"
"274016","Specimen/Lot","",36,"Chrysiptera rex","Glyphidodontops rex","Chrysiptera rex : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","24 Apr 1979 (1979 Apr 24 - 0000 00 00; 15:00 - 17:00)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Near Maloh, Negros Oriental, Philippine Islands",9.0517,122.985,"Knapp, L. W.; Libbey, J. D.; Alcala, L.; Ferrari, F. D.; Catada, D.","LK 79-2; LWK 79-2","","","","","Sp-79","Pro-Noxfish","0 to 3","",,,"","346491","","","","","","","","","24 Jul 2020 15:12:00","http://n2t.net/ark:/65665/3f35ee722-8ace-44aa-8926-2af3630a4bbe"
"274017","Specimen/Lot","",2,"Chrysiptera rollandi","Glyphidodontops rollandi","Chrysiptera rollandi : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","28 Apr 1979 (1979 Apr 28 - 0000 00 00; 11:35 - 12:15)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","300 Yards S.W. Harbor Entrance, Bonbonon Bay, Negros Oriental, P.I.",9.05,123.12,"Libbey, J. D.; Catada, D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","JL-1","","","","","Sp-79","Pro-Noxfish","13.1","",,,"","346491","","","","","","","","","28 Jul 2020 15:46:00","http://n2t.net/ark:/65665/36227716d-0620-45a8-b079-e6dfb8e02501"
"274018","Specimen/Lot","",4,"Chrysiptera rollandi","Glyphidodontops; Chrysiptera","Chrysiptera rollandi : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","18 May 1979 (1979 May 18 - 0000 00 00; 14:15 - 15:15)","North Pacific Ocean","","Philippine Archipelago","","Cebu Island","","Philippines","Cebu","","Caceres Reef near Huisan Point, east coast of Cebu, Philippine Islands","","","Libbey, J. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Bernard, B.; McIntyre, P.; Keisner","JL-7","","","","","SP-79","Resin 2 gal.","24 to 30","",,,"","346491","","","","","","","","","28 Jul 2020 17:52:00","http://n2t.net/ark:/65665/39b1199b9-9f62-429c-8f3d-7610ae0b475c"
"274019","Specimen/Lot","",17,"Chrysiptera talboti","Glyphidodontops talboti Allen","Chrysiptera talboti : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","","18 May 1979 (1979 May 18 - 0000 00 00; 14:15 - 15:15)","North Pacific Ocean","","Philippine Archipelago","","Cebu Island","","Philippines","Cebu","","Caceres Reef near Huisan Point, east coast of Cebu, Philippine Islands","","","Libbey, J. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Bernard, B.; McIntyre, P.; Keisner","JL-7","","","","","SP-79","Resin 2 gal.","24 to 30","",,,"","346491","","","","","","","","","28 Jul 2020 17:53:00","http://n2t.net/ark:/65665/35d5b2f7d-4e35-4959-bb3f-731bb269baa2"
"232462","Specimen/Lot","",1,"Cirrhilabrus cyanopleura","","Cirrhilabrus cyanopleura : Labridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Labridae","","18 May 1979 (1979 May 18 - 0000 00 00; 07:30 - 10:45)","North Pacific Ocean","Bohol Sea","Philippine Archipelago","Visayas","Apo Island","","Philippines","Negros Oriental","","Apo Island, Opposite West End of Chanos Pond",9.075,123.273,"Knapp, L. W.; Alcala, L.; Catada, D.; Inocencio, C.","LK 79-20; LWK 79-20","","","","","Sp-79","Pro-Noxfish","0 to 2","",,,"","346491","","","","","","","","","27 Jul 2020 20:59:00","http://n2t.net/ark:/65665/3db50057d-de3c-4264-9534-13cc123001be"
"232473","Specimen/Lot","",3,"Cirrhilabrus cyanopleura","","Cirrhilabrus cyanopleura : Labridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Labridae","","4 May 1979 (1979 May 04 - 0000 00 00; 07:30 - 09:00)","North Pacific Ocean","","Philippine Archipelago","Mindanao Group","Selinog Island","","Philippines","Zamboanga del Norte","","West Side of Solino (Selinog) I., Zamboanga Del Norte, Mindanao, P.I.",8.8617,123.408,"Libbey, J. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Bernard, B.; Knapp, L. W.; Alcala, L.","LK 79-9; LWK 79-9","","","","","Sp-79","Pro-Noxfish","12 to 18","",,,"","346491","","","","","","","","","24 Jul 2020 20:44:00","http://n2t.net/ark:/65665/348ef3b5d-87d2-405a-8a24-fe30bd1340e3"
"226918","Specimen/Lot","",4,"Cirrhitichthys aprinus","","Cirrhitichthys aprinus : Cirrhitidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Cirrhitidae","","15 May 1979 (1979 May 15 - 0000 00 00; 12:00 - 13:00)","North Pacific Ocean","","Philippine Archipelago","Central Visayas","Siquijor Island","","Philippines","Siquijor","","1 kilometer West of Town of Larena, Siquijor Island, Philippine Islands",9.2533,123.57,"Libbey, J. D.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines; Alcala, L.; Catada, D.; Bernard, B.","LK 79-16; LWK 79-16","","","","","Sp-79","Pro-Noxfish","26 to 30","",,,"","341645","","","","","","","","","27 Jul 2020 19:52:00","http://n2t.net/ark:/65665/3d778f5b4-c0f9-45ae-b1a4-72c14c311743"
"226920","Specimen/Lot","",6,"Cirrhitichthys aprinus","","Cirrhitichthys aprinus : Cirrhitidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Cirrhitidae","","8 May 1979 (1979 May 08 - 0000 00 00; 09:18)","North Pacific Ocean","","Philippine Archipelago","","Cebu Island","","Philippines","Cebu","","Northwest side of Pescador Island, 2 kilometers from Cebu Mainland Nearest Town Resort of Moalboal, Cebu, P.I.",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.","JL-4","","","","","Sp-79","Rotenone","30","",,,"","341645","","","","","","","","","28 Jul 2020 16:46:00","http://n2t.net/ark:/65665/3dcdaa8e4-003c-4d5c-96f4-dedcf19453f7"
"226923","Specimen/Lot","",8,"Cirrhitichthys aprinus","","Cirrhitichthys aprinus : Cirrhitidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Cirrhitidae","","7 May 1979 (1979 May 07 - 0000 00 00; 14:38)","North Pacific Ocean","","Philippine Archipelago","Central Visayas","Pescador Island","","Philippines","Cebu","Moalboal","Northwest side of Pescador Island, 2 kilometers from Cebu Mainland Nearest Town Resort of Moalboal, Cebu, Philippine Islands",9.925,123.342,"Libbey, J. D.; Podkulski, K.; Miclat, R.; Catada, D.","JL-3","","","","","Sp-79","Rotenone","18 to 24","",,,"","341645","","","","","","","","","28 Jul 2020 16:34:00","http://n2t.net/ark:/65665/397f9b37e-88ad-4b56-b93f-930f6c83ad80"
"226924","Specimen/Lot","",4,"Cirrhitichthys falco","","Cirrhitichthys falco : Cirrhitidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Cirrhitidae","","28 Apr 1979 (1979 Apr 28 - 0000 00 00; 16:00 - 18:00)","North Pacific Ocean","","Philippine Archipelago","Visayas","Negros","","Philippines","Negros Oriental","","Port Siyt, Southern Negros Oriental, Philippine Islands",9.07,123.18,"Knapp, L. W.; Alcala, L.; Catada, D.; Miclat, R.; Podkulski, K.","LK 79-4; LWK 79-4","","","","","Sp-79","Pro-Noxfish","0 to 3","",,,"","341645","","","","","","","","","24 Jul 2020 16:24:00","http://n2t.net/ark:/65665/378c8c0fa-102b-411f-8a03-5a0b533b11a9"
"226927","Specimen/Lot","",1,"Cirrhitichthys falco","","Cirrhitichthys falco : Cirrhitidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Cirrhitidae","","2 May 1979 (1979 May 02 - 0000 00 00; 13:10 - 14:00)","North Pacific Ocean","","Philippine Archipelago","Mindanao Group","Selinog Island","","Philippines","Zamboanga del Norte","","Salino (Selinog) I., S.W. Side Zamboanga Del Norte, Mindanao, P.I.",8.8517,123.412,"Libbey, J. D.; Bernard, B.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","LK 79-6; LWK 79-6","","","","","Sp-79","Pro-Noxfish","14 to 21","",,,"","341645","","","","","","","","","24 Jul 2020 18:49:00","http://n2t.net/ark:/65665/3db4fc42e-e9bf-4618-8721-c2d769cd7a18"
"226928","Specimen/Lot","",5,"Cirrhitichthys falco","","Cirrhitichthys falco : Cirrhitidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Cirrhitidae","","3 May 1979 (1979 May 03 - 0000 00 00; 07:15 - 09:00)","North Pacific Ocean","","Philippine Archipelago","Mindanao Group","Selinog Island","","Philippines","Zamboanga del Norte","","West Side of Solino (Selinog) I., Zamboanga Del Norte, Mindanao, P.I.",8.8567,123.41,"Knapp, L. W.; Libbey, J. D.; Fehlmann, H. A.; Alcala, L.; Alcala, A. C.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","LK 79-7; LWK 79-7","","","","","Sp-79","Pro-Noxfish","0 to 5","",,,"","341645","","","","","","","","","24 Jul 2020 20:22:00","http://n2t.net/ark:/65665/3d00c3af5-99b2-4750-b8ee-f70e2bb34f63"
"226931","Specimen/Lot","",19,"Cirrhitichthys falco","","Cirrhitichthys falco : Cirrhitidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Cirrhitidae","","2 May 1979 (1979 May 02 - 0000 00 00; 06:30 - 09:00)","North Pacific Ocean","","","","Mindanao","","Philippines","Zamboanga del Norte","","West Side of Alibay (Aliguay I.), Zamboanga Del Norte, Mindanao, P.I.",8.7467,123.212,"Knapp, L. W.; Libbey, J. D.; Fehlmann, H. A.; Alcala, L.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","LK 79-5; LWK 79-5","","","","","Sp-79","Pro-Noxfish","0 to 3","",,,"","341645","","","","","","","","","24 Jul 2020 16:38:00","http://n2t.net/ark:/65665/3eb191e56-0dd1-4644-bfdb-7ac095bfc3df"
"226930","Specimen/Lot","",20,"Cirrhitichthys oxycephalus","","Cirrhitichthys oxycephalus : Cirrhitidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Cirrhitidae","","2 May 1979 (1979 May 02 - 0000 00 00; 06:30 - 09:00)","North Pacific Ocean","","","","Mindanao","","Philippines","Zamboanga del Norte","","West Side of Alibay (Aliguay I.), Zamboanga Del Norte, Mindanao, P.I.",8.7467,123.212,"Knapp, L. W.; Libbey, J. D.; Fehlmann, H. A.; Alcala, L.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","LK 79-5; LWK 79-5","","","","","Sp-79","Pro-Noxfish","0 to 3","",,,"","341645","","","","","","","","","24 Jul 2020 16:38:00","http://n2t.net/ark:/65665/35ebb3e72-b91f-4abe-a2ab-1928c60749d1"
"226921","Specimen/Lot","",3,"Cirrhitus pinnulatus","","Cirrhitus pinnulatus : Cirrhitidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Cirrhitidae","","2 May 1979 (1979 May 02 - 0000 00 00; 06:30 - 09:00)","North Pacific Ocean","","","","Mindanao","","Philippines","Zamboanga del Norte","","West Side of Alibay (Aliguay I.), Zamboanga Del Norte, Mindanao, P.I.",8.7467,123.212,"Knapp, L. W.; Libbey, J. D.; Fehlmann, H. A.; Alcala, L.; Bureau of Fisheries and Aquatic Resources (BFAR), Philippines","LK 79-5; LWK 79-5","","","","","Sp-79","Pro-Noxfish","0 to 3","",,,"","341645","","","","","","","","","24 Jul 2020 16:38:00","http://n2t.net/ark:/65665/3ce48eccd-ab39-402a-951a-8eabf4bb98ef"
"222490","Specimen/Lot","Types",1,"Cirripectes auritus Carlson","","Cirripectes auritus Carlson : Blenniidae : Perciformes : Actinopterygii : Chordata","Paratype","Carlson, B. A. 1981. A new Indo-Pacific fish of the genus Cirripectes (Blenniidae, Salariini). 34 (4): 408.","Perciformes","Blenniidae","Salariinae","18 May 1979 (1979 May 18 - 0000 00 00; 07:30 - 10:45)","North Pacific Ocean","Bohol Sea","Philippine Archipelago","Visayas","Apo Island","","Philippines","Negros Oriental","","Apo Island, Opposite West End of Chanos Pond",9.075,123.273,"Knapp, L. W.; Alcala, L.; Catada, D.; Inocencio, C.","LK 79-20; LWK 79-20","","","","","Sp-79","Pro-Noxfish","0 to 2","",,,"Acc. no. 342178 according to s.i. contri. to zool., no. 519, p. 4.","000000","","","","","","","","","27 Jul 2020 21:06:00","http://n2t.net/ark:/65665/3e6cb4fa3-725b-41ee-bcf2-3d4e3fdf9bb5"
