Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
341177,Specimen/Lot,,1,Callogobius okinawae,Callogobius,Callogobius okinawae : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,0,,,,,,,,,8/26/2014 19:18,http://n2t.net/ark:/65665/3c996e830-2e97-4a07-81c0-37a9ee56689d
428775,Specimen/Lot,,9,Chaetodon vagabundus,,Chaetodon vagabundus : Chaetodontidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Chaetodontidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/25/2014 19:18,http://n2t.net/ark:/65665/36f3cacc9-7b2f-4009-9422-bbad56254665
428790,Specimen/Lot,,1,Chaetodontidae,,Chaetodontidae : Chaetodontidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Chaetodontidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/25/2014 19:18,http://n2t.net/ark:/65665/318060d54-b471-4d75-8e6e-f3e31b4adf66
394084,Specimen/Lot,,1,Chelonodontops patoca,Chelonodon patoca,Chelonodontops patoca : Tetraodontidae : Tetraodontiformes : Actinopterygii : Chordata,,,Tetraodontiformes,Tetraodontidae,Tetraodontinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,2/5/2020 21:20,http://n2t.net/ark:/65665/3eaff065d-39be-4e30-998a-fd4427c6a10e
219160,Specimen/Lot,,1,Choeroichthys brachysoma,,Choeroichthys brachysoma : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata,,,Syngnathiformes,Syngnathidae,Syngnathinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,332315,,,,,,,,,8/20/2014 18:25,http://n2t.net/ark:/65665/34255b584-d3b2-4f81-b98f-9de0f3286609
282394,Specimen/Lot,,1,Chrysiptera biocellata,,Chrysiptera biocellata : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/25/2014 18:22,http://n2t.net/ark:/65665/3e77c9cd1-3858-4b8a-b588-ac4d83c572fb
219159,Specimen/Lot,,1,Corythoichthys intestinalis,,Corythoichthys intestinalis : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata,,,Syngnathiformes,Syngnathidae,Syngnathinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,332315,,,,,,,,,8/20/2014 18:25,http://n2t.net/ark:/65665/3ae026fab-c599-4d58-b253-cc63ab42b2ec
261989,Specimen/Lot,,1,Cryptocentrus maudae,,Cryptocentrus maudae : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/26/2014 18:47,http://n2t.net/ark:/65665/3ef1f838e-1d6c-4d28-aced-9bf2dde6cc12
366701,Specimen/Lot,,4,Dinematichthys iluocoeteoides,,Dinematichthys iluocoeteoides : Bythitidae : Ophidiiformes : Actinopterygii : Chordata,,,Ophidiiformes,Bythitidae,Brosmophycinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,Moller & Schwarzhans 2008 states 1 specimen but there are 4 in the jar Sep 2010.,0,,,,,,,,,8/20/2014 19:00,http://n2t.net/ark:/65665/389e6954e-7c6c-44b3-9705-2e0f95b1287e
259150,Specimen/Lot,,2,Enneapterygius philippinus,,Enneapterygius philippinus : Tripterygiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Tripterygiidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,"Identified by r. fricke, 1997.",333189,,,,,,,,,8/20/2014 18:29,http://n2t.net/ark:/65665/3dba8efea-ffda-400d-a628-456082431a34
259135,Specimen/Lot,,2,Enneapterygius punctulatus Herre,,Enneapterygius punctulatus Herre : Tripterygiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Tripterygiidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/20/2014 18:29,http://n2t.net/ark:/65665/39ad81447-e040-4249-afe7-f247e0a1f91c
261119,Specimen/Lot,,8,Fowleria polystigma,,Fowleria polystigma : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,"Originally 10 specimens, 2 fowleria isostigma removed to usnm 370250",333189,,,,,,,,,8/25/2014 18:03,http://n2t.net/ark:/65665/3c90a9524-9904-4455-aaf9-f21577b36b89
261112,Specimen/Lot,,3,Fowleria vaiulae,Foa vaiulae; Fowleria abocellata,Fowleria vaiulae : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/25/2014 18:03,http://n2t.net/ark:/65665/3d05b138a-dbcb-49af-a9ae-97e16d4cade6
370250,Specimen/Lot,,2,Fowleria variegata,,Fowleria variegata : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,Removed from usnm 261119,333189,,,,,,,,,8/25/2014 18:42,http://n2t.net/ark:/65665/3ef9f48b6-e230-4c45-8930-ceb07ecadcf6
261647,Specimen/Lot,,27,Gnatholepis davaoensis,,Gnatholepis davaoensis : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobionellinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,Two specimens out to USNM 410219.,333189,,,,,,,,,8/26/2014 18:47,http://n2t.net/ark:/65665/3aa28d51e-4a0b-47b2-9605-316355916ef9
410219,Specimen/Lot,,2,Gnatholepis davaoensis,,Gnatholepis davaoensis : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobionellinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,Glycerin with Bone and Cartilage Stain::2,,Out of USNM 261647.,333189,,,,,,,,,3/10/2017 22:16,http://n2t.net/ark:/65665/3abf189b0-ea14-4f23-be78-356546e445f8
262450,Specimen/Lot,,1,Gymnapogon,,Gymnapogon : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Pseudaminae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/25/2014 18:04,http://n2t.net/ark:/65665/344ab907f-87dd-47f3-ab7d-739b821b607c
277103,Specimen/Lot,,41,Halichoeres binotopsis,,Halichoeres binotopsis : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/26/2014 18:54,http://n2t.net/ark:/65665/3af8d0c9d-0be3-4895-9576-486a29238e25
262144,Specimen/Lot,,1,Halichoeres miniatus,,Halichoeres miniatus : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/26/2014 18:48,http://n2t.net/ark:/65665/309372491-9cb9-4459-8633-c6cd9d1b6830
277154,Specimen/Lot,,1,Halichoeres miniatus,,Halichoeres miniatus : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/26/2014 18:55,http://n2t.net/ark:/65665/3ebc48ce6-fb16-4fed-9eb6-60cfc13ceb2b
371839,Specimen/Lot,,3,Halichoeres papilionaceus,,Halichoeres papilionaceus : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,I.d. by g. van dyke -- 26 jun 1979,333189,,,,,,,,,8/26/2014 19:38,http://n2t.net/ark:/65665/38d36a3fc-d275-4c69-8375-7144a024135c
336048,Specimen/Lot,,3,Hypoatherina temminckii,,Hypoatherina temminckii : Atherinidae : Atheriniformes : Actinopterygii : Chordata,,,Atheriniformes,Atherinidae,Atherininae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/25/2014 15:43,http://n2t.net/ark:/65665/33ae4158b-79c6-4951-a9da-8bca853a18e2
218923,Specimen/Lot,,2,Hyporhamphus quoyi,,Hyporhamphus quoyi : Hemiramphidae : Beloniformes : Actinopterygii : Chordata,,,Beloniformes,Hemiramphidae,Hemiramphinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/25/2014 14:58,http://n2t.net/ark:/65665/38d8fd39f-9ac3-466a-a102-bc298e6909e4
296074,Specimen/Lot,,2,Istiblennius dussumieri,,Istiblennius dussumieri : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,Radiograph::1,,,333189,,,,,,,,,10/26/2015 18:26,http://n2t.net/ark:/65665/3fe96b522-c13f-4f95-9805-2305dc1e7cb1
302635,Specimen/Lot,,4,Istiblennius dussumieri,,Istiblennius dussumieri : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/20/2014 18:49,http://n2t.net/ark:/65665/3c5dfc12f-ccf6-4d6e-ad74-97f67648c5f2
RAD 102864,Image,Radiograph Collection,1,Istiblennius dussumieri,,Istiblennius dussumieri : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,Catalog Number : USNM 296074,,,,,Rotenone; Dip Net,0 to 1,,Polyester:MSC:1,,,2078776,,,,,,,,,10/24/2018 20:19,http://n2t.net/ark:/65665/3bb8f652f-5470-40d9-a45b-f19b76e3742e
301871,Specimen/Lot,,1,Istiblennius edentulus,,Istiblennius edentulus : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,334183,,,,,,,,,8/20/2014 18:49,http://n2t.net/ark:/65665/3c3a1b7f2-f479-4133-b0a1-3a005714e1b2
298505,Specimen/Lot,,1,Lethrinus harak,,Lethrinus harak : Lethrinidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Lethrinidae,,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/25/2014 18:24,http://n2t.net/ark:/65665/3ae8ed72a-8da6-4cc2-a85a-02f7d9fb72b5
261134,Specimen/Lot,,27,Nectamia,Apogon guamensis,Nectamia : Apogonidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Apogonidae,Apogoninae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/25/2014 18:03,http://n2t.net/ark:/65665/3f232951e-d23e-4931-b57d-d9f21dd474fa
258469,Specimen/Lot,,32,Omobranchus rotundiceps,,Omobranchus rotundiceps : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Blenniinae,12 May 1978 (1978 May 12 - 0000 00 00; 07:00 - 09:00),Pacific,,,,Negros,,Philippines,,,"P.I., Southern Tip of Negros Island, Slightly W. of Inlet W. of Bonbonon Pt.",9.05,123.117,"Springer, V. G.; Knapp, L. W.; Smithsonian Team",SP 78-8,,,,,,Rotenone; Dip Net,0 to 1,,,,,333189,,,,,,,,,8/20/2014 18:29,http://n2t.net/ark:/65665/3834a4bca-d892-412f-9a26-f2db11c4b986
