Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
388310,Specimen/Lot,,1,Diancistrus,,Diancistrus : Bythitidae : Ophidiiformes : Actinopterygii : Chordata,,,Ophidiiformes,Bythitidae,Brosmophycinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,Removed from USNM 384596.,333189,,,,,,,,,4/14/2016 14:18,http://n2t.net/ark:/65665/3ffe2c6bd-7410-48a4-91f3-ab738d35fe98
372955,Specimen/Lot,,2,Diancistrus erythraeus,,Diancistrus erythraeus : Bythitidae : Ophidiiformes : Actinopterygii : Chordata,,,Ophidiiformes,Bythitidae,Brosmophycinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,Otolith::1,,Removed from USNM 263686. One of three specimens removed to USNM 388308.,333189,,,,,,,,,4/14/2016 14:18,http://n2t.net/ark:/65665/3ff3eeb24-8650-46b5-bf3b-09ac54767c89
384596,Specimen/Lot,,8,Diancistrus fuscus,,Diancistrus fuscus : Bythitidae : Ophidiiformes : Actinopterygii : Chordata,,,Ophidiiformes,Bythitidae,Brosmophycinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,Otolith::1,,"Removed from USNM 263686. One of 10 specimens removed to USNM 388310. Schwarzhans et al 2005 states 6 specimens, but there are 9. One of nine specimens removed to USNM 398717",333189,,,,,,,,,4/14/2016 14:18,http://n2t.net/ark:/65665/3c72dc171-3d12-47a0-8852-3b07014751b7
263686,Specimen/Lot,Types,1,Diancistrus machidai,,Diancistrus machidai : Bythitidae : Ophidiiformes : Actinopterygii : Chordata,Paratype,"Schwarzhans, W. W., et al. 2005. The Beagle, Records of the Museums and Art Galleries of the Northern Territory. 21: 131, Figs. 20, 47, 48.",Ophidiiformes,Bythitidae,Brosmophycinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,Three of 19 specimens removed to USNM 372955. One of 16 specimens removed to USNM 376347. Two of 15 specimens removed to USNM 377209. Two of 13 specimens donated to ZMUC Sep 2005. 10 of 11 specimens removed to USNM 384596.,333189,,,,,,,,,4/14/2016 14:18,http://n2t.net/ark:/65665/357b48198-4288-417b-bb5a-ed956b93b707
377209,Specimen/Lot,,2,Dinematichthys iluocoeteoides,,Dinematichthys iluocoeteoides : Bythitidae : Ophidiiformes : Actinopterygii : Chordata,,,Ophidiiformes,Bythitidae,Brosmophycinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,Removed from USNM 263686.,333189,,,,,,,,,4/14/2016 14:18,http://n2t.net/ark:/65665/320ab35dc-7029-46ea-9428-b28a0a5baa54
259278,Specimen/Lot,,3,Diproctacanthus xanthurus,,Diproctacanthus xanthurus : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,333189,,,,,,,,,4/14/2016 14:18,http://n2t.net/ark:/65665/3833fdc7d-bc28-478d-b0a3-cfe4445e231b
277136,Specimen/Lot,,2,Diproctacanthus xanthurus,,Diproctacanthus xanthurus : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,333189,,,,,,,,,4/14/2016 14:18,http://n2t.net/ark:/65665/33a77bb90-a871-40fb-9905-ea80eae6d5b3
364451,Specimen/Lot,,3,Dischistodus melanotus,,Dischistodus melanotus : Pomacentridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Pomacentridae,,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,"Ident. by g. allen, 1997.",0,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/30dfa88f0-4a1d-46f9-86f6-32a4e1c8b113
220610,Specimen/Lot,,2,Dunckerocampus dactyliophorus,,Dunckerocampus dactyliophorus : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata,,,Syngnathiformes,Syngnathidae,Syngnathinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,337100,,,,,,,,,4/14/2016 14:18,http://n2t.net/ark:/65665/320afd933-251a-40b8-afbb-9e74e39c771d
227401,Specimen/Lot,,1,Ecsenius bimaculatus Springer,,Ecsenius bimaculatus Springer : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,333189,,,,,,,,,5/30/2017 14:42,http://n2t.net/ark:/65665/307df239c-8908-4692-a782-4fb8c1355820
RAD 121321,Image,Radiograph Collection,1,Ecsenius bimaculatus Springer,,Ecsenius bimaculatus Springer : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,Catalog Number : USNM 227401,,,,SP-78,Rotenone; Dip Net,0 to 14,,Polyester:NHB:1,,,2078776,,,,,,,,,5/30/2017 14:49,http://n2t.net/ark:/65665/30f7276d3-0e42-40d7-81bc-15f3782ff674
219305,Specimen/Lot,Types,7,Ecsenius kurti Springer,,Ecsenius kurti Springer : Blenniidae : Perciformes : Actinopterygii : Chordata,Paratype,"Springer, V. G. 1988. Smithsonian Contributions to Zoology. No. 465: 117, 63.",Perciformes,Blenniidae,Salariinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,12-32 mm sl.,332315,,,,,,,,,6/8/2017 14:30,http://n2t.net/ark:/65665/32d2741fe-4a92-41b6-b76c-c5c84d160b4b
227416,Specimen/Lot,Types,1,Ecsenius kurti Springer,,Ecsenius kurti Springer : Blenniidae : Perciformes : Actinopterygii : Chordata,Holotype,"Springer, V. G. 1988. Smithsonian Contributions to Zoology. No. 465: 117, 63.",Perciformes,Blenniidae,Salariinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,Photograph::1; Radiograph::1,,"Male, 35.0 mm sl.",333189,,,,,,,,,6/8/2017 13:26,http://n2t.net/ark:/65665/30326ff1e-861c-4205-bd62-0fce8ba282c9
RAD 121412,Image,Radiograph Collection,1,Ecsenius kurti Springer,,Ecsenius kurti Springer : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,Catalog Number : USNM 227416,,,,SP-78,Rotenone; Dip Net,0 to 14,,Polyester:NHB:1,,Radiograph is of a holotype specimen.,2078776,,,,,,,,,6/8/2017 13:35,http://n2t.net/ark:/65665/39ff732f0-de46-4ae7-92fc-eeccdd35ee79
RAD 121415,Image,Radiograph Collection,2,Ecsenius kurti Springer,,Ecsenius kurti Springer : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,Catalog Number : USNM 219305,,,,SP-78,Rotenone; Dip Net,0 to 14,,Polyester:NHB:2,,Radiograph is of a paratype specimen.,2078776,,,,,,,,,6/8/2017 14:43,http://n2t.net/ark:/65665/370442f5d-9b59-4b78-af0f-ab72ac49354d
227540,Specimen/Lot,,1,Ecsenius yaeyamaensis,,Ecsenius yaeyamaensis : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,332315,,,,,,,,,6/27/2017 15:18,http://n2t.net/ark:/65665/3f2c56379-91f9-496e-b024-12961f299d55
RAD 121627,Image,Radiograph Collection,1,Ecsenius yaeyamaensis,,Ecsenius yaeyamaensis : Blenniidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Blenniidae,Salariinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,Catalog Number : USNM 227540,,,,SP-78,Rotenone; Dip Net,0 to 14,,Polyester:NHB:1,,,2078776,,,,,,,,,6/27/2017 15:15,http://n2t.net/ark:/65665/337cbeb98-052b-43b9-8948-09cfd7cb4844
259139,Specimen/Lot,,1,Enneapterygius,,Enneapterygius : Tripterygiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Tripterygiidae,,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,333189,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/386ae3dce-5e07-4c79-b7f3-3149e44c2c33
384930,Specimen/Lot,,1,Epibulus insidiator,,Epibulus insidiator : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,333189,,,,,,,,,4/14/2016 14:18,http://n2t.net/ark:/65665/34186b1ac-f9a1-4ba8-973c-f174a63684db
355914,Specimen/Lot,,5,Eviota,,Eviota : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,332315,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/3d30c81be-dc7e-4d7d-8f55-9ce9bf720f92
355891,Specimen/Lot,,3,Eviota,,Eviota : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,"Ident. by d. f. hoese, sept. 1983.",333189,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/31f03f59a-622f-472d-a4ad-52b90d1a370a
390245,Specimen/Lot,,5,Eviota,,Eviota : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,332315,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/3ff62d85c-c844-48c0-b7b7-5d4a79f88931
219272,Specimen/Lot,Types,4,Eviota bifasciata Lachner & Karnella,,Eviota bifasciata Lachner & Karnella : Gobiidae : Perciformes : Actinopterygii : Chordata,Paratype,"Lachner, E. A. & Karnella, S. J. 1980. Smithsonian Contributions to Zoology. No. 315: 108.",Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,332315,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/33f2e5c1d-61f5-409e-b8fa-cd61f3820014
219276,Specimen/Lot,Types,1,Eviota bifasciata Lachner & Karnella,,Eviota bifasciata Lachner & Karnella : Gobiidae : Perciformes : Actinopterygii : Chordata,Holotype,"Lachner, E. A. & Karnella, S. J. 1980. Smithsonian Contributions to Zoology. No. 315: 108.",Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,332315,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/3ab427c00-1dfd-44b8-beb4-0518a546b91e
246367,Specimen/Lot,,1,Eviota bifasciata Lachner & Karnella,,Eviota bifasciata Lachner & Karnella : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,333189,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/36fbd849f-ef56-4674-9a14-555d91e2c4f3
356375,Specimen/Lot,,2,Eviota distigma Jordan & Seale,,Eviota distigma Jordan & Seale : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,"Male-10.0 mm sl, female-10.6 mm sl. ident. by s. jewett & e. lachner, feb-apr 1979.",333189,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/3514cda7f-a519-413d-a02c-abc3e939ea55
356441,Specimen/Lot,,1,Eviota infulata,,Eviota infulata : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,"9.5 mm sl. ident. by s. jewett & e. a. lachner, jul-sep 1979.",333189,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/31ce35524-e549-4deb-b28f-740ceba971cc
219432,Specimen/Lot,,1,Eviota melasma Lachner & Karnella,,Eviota melasma Lachner & Karnella : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,332315,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/3e92ea029-fa4f-4325-b09c-708d59c6ba24
219429,Specimen/Lot,,1,Eviota nebulosa Smith,,Eviota nebulosa Smith : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,332315,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/3bf315801-3c5d-452a-96ec-6bddc68d5fbd
219423,Specimen/Lot,,1,Eviota prasina,,Eviota prasina : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,332315,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/31b1841f2-5a10-4f8e-8ff2-d7881c533d0d
371715,Specimen/Lot,,3,Eviota queenslandica,,Eviota queenslandica : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,332315,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/34fa0c2fa-6641-4389-853a-48cea04ec322
219438,Specimen/Lot,,1,Eviota spilota Lachner & Karnella,,Eviota spilota Lachner & Karnella : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,332315,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/3fd05e048-634d-43ce-8969-a099cc0697ed
263175,Specimen/Lot,,3,Fusigobius,Coryphopterus,Fusigobius : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,333189,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/379c5f68c-8487-4fe3-b825-1c4a8b118e54
263212,Specimen/Lot,,5,Fusigobius,Coryphopterus,Fusigobius : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,333189,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/357de4df8-a2e3-4440-a378-0344d289aa7a
263210,Specimen/Lot,,1,Fusigobius,Coryphopterus,Fusigobius : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,333189,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/3f76e556b-af96-4dab-a42e-71f34fb6adbb
320794,Specimen/Lot,,2,Gobiidae,,Gobiidae : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,332315,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/324ddef5d-b46b-4074-a0de-357f41f20236
263204,Specimen/Lot,,2,Gobiodon,,Gobiodon : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,333189,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/38ff8ba84-127b-460a-9eb4-fbc0de20bd09
367619,Specimen/Lot,,2,Gobiodon,,Gobiodon : Gobiidae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Gobiidae,Gobiinae,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,333189,,,,,,,,,4/14/2016 14:17,http://n2t.net/ark:/65665/3659f2ca4-eb43-416f-8020-2e900dc29634
277155,Specimen/Lot,,1,Gomphosus varius,,Gomphosus varius : Labridae : Perciformes : Actinopterygii : Chordata,,,Perciformes,Labridae,,23 May 1978 (1978 May 23 - 0000 00 00; 08:15 - 09:45),Pacific,,,,,,Philippines,Palawan,,"Philippines: Palawan Prov., Bararin I., W. Side (Cuyo Is.).",10.875,120.933,"Springer, V. G.; Smithsonian Team; Alcala, A. C.; Silliman University Group",SP 78-20,,,,,SP-78,Rotenone; Dip Net,0 to 14,,,,,333189,,,,,,,,,4/14/2016 14:18,http://n2t.net/ark:/65665/31434653c-bb5f-4e94-93e8-ae108a29ad21
