all_spec_ids
Halichoeres sp. 1
Gymnothorax fimbriatus
Enchelycore schismatorhynchus
Ostorhinchus fleurieu
Gymnothorax thyrsoideus
Uroconger sp.
Apterichtus sp.
Cirripectes polyzona
Alionematichthys suluensis
Myripristis violacea
Myripristis botche
Parascorpaena mcadamsi
Parascorpaena mossambica
Apogonichthys ocellatus
Gobiidae sp. 5
Caesio caerulaurea
Chrysiptera cyanea
Cheilodipterus heptozona
Gobiidae sp. 1
Gobiidae sp. 2
Gymnapogon philippinus
Bythitidae sp. 1
Gobiidae sp. 6
Gobiidae sp. 3
Gobiidae sp. 4
Enneapterygius sp. 1
Valenciennea sp. 1
Valenciennea sp. 2
Labridae sp. 1
Labridae sp. 2
Acreichthys tomentosus
Pseudocheilinus evanidus
Pseudanthias huchtii
Scolecenchelys macroptera
Gymnothorax pseudoherrei
Thysanophrys otaitensis
Discordipinna griessingeri
Inimicus didactylus
Myripristis kuntee
Pycnochromis retrofasciatus
Saurida nebulosa
Canthigaster valentini
Foa hyalina
Gobiodon quinquestrigatus
Choeroichthys cinctus
Pseudanthias sp.
Scarus sp.
Pomacentridae
Foa sp.
Cheilodipterus sp.
Oxycheilinus bimaculatus
Scorpaenodes corallinus
Oxycheilinus sp.
Synodus dermatogenys
Scorpaenopsis sp. 1
Aseraggodes xenicus
Aseraggodes sp. 1
Myripristis murdjan
Parapercis clathrata
Pygoplites diacanthus
Centropyge bicolor
Pervagor janthinosoma
Pycnochromis margaritifer
Heniochus chrysostomus
Canthigaster janthinoptera
Sargocentron iota
Plectroglyphidodon dickii
Ctenochaetus striatus
Aseraggodes winterbottomi
Macropharyngodon meleagris
Chromis viridis
Cirrhitichthys oxycephalus
Oxymonacanthus longirostris
Epinephelus fasciatus
Anampses geographicus
Labrichthys unilineatus
Gymonthorax sp.
Caracanthus unipinna
Parapercis tetracantha
Siphamia majimai
Parapercis cylindrica
Neamia octospina
Gymnothorax chilospilus
Pseudochromis marshallensis
Pristiapogon kallopterus
Nectamia luxuria
Nectamia similis
Scorpaenopsis vittapinna
Scorpaenodes kelloggi
Apogon sp. 1
Pomacentrus adelus
Pomacentrus vaiuli
Fowleria sp. 1 (?)
Plectroglyphidodon lucozonus
Chaetodon lunulatus
Thalasomma lunare
Siganus virgatus
Plectorhinchus polytaenia
Parupaeneus crassilabris
Acanthurus triastegus
Spratelloides delicatulus
Cephalopholis cyanostigma
Heniochus diphreutes
Abudefduf vaigensis
Chaetodon selene
Amphiprion clarkii
Chaetodon melannotus
Pterois radiata
Neoglyphidodon melas
Parapercis millepuncttata
Amblycirrhitus bimaculatus
Stethojulis trilineata
Anampses caeruleopunctatus
Stethojulis albovittata
Ablabys macracanthas
Halichoeres richmondi
Eviota irrasa
Gobiodon axillaris
Ecsenius monoculus
Synchiropus ocellatus
Pseudochromis tapeinosoma
Doryrhampus sp.
Pseudochromis cyanotaenia
Chaeloprion labiatus
Halichoreres argus
Pseudochromis coccinicauda
Soleichthys sp. 1
Gymnothorax undulatus
Strongylura incisa
Leptoscarus ?
Sebastapistes mauritiania
Acanthurus sp.
Alticus montanoi
Cirripectes filamentosus
Aspidontus taeniatus
Helcogramma striata
Ungursurculis sp.
Hypoatherina temminckii
Helcogramma novacaledoniae
Enneapterygius hemimelas
Helcogramma rhinocerus
Blenniidae sp.
Rhabdoblennius nitidus
Blenniidae sp. 4
Blenniella periopthalmus
Entomacrodus decussatus
Praealticus bilineatus
Istiblennius colei
Blenniella bilitonensis
Enneapterygius sp. 2
Helcogramma sp. 2
Selar crumenophthalmus
Enneapterygius nigricauda
Enneapterygius nanus
Helcogramma springeri
Plesiops cephalotaenia
Helcogramma desa
Callionymus japonicus
Trimma cheni
Enneapterygius rubicauda
Enneapterygius sp.
Enneapterygius elegans
Cheilodipterus sp 1.
Cheilodipterus sp. 2
Pherallodus indicus
Sphaerana barracuda
Gerres filamentosus
Cephalopolis miniata
Chromis weberi
Paraluteres prionurus
Cirrhilabrus temminckii
Diproctacanthus xanthurus
Macropharyngodon negrosensis
Halichoeres chrysus
Chrysiptera rex
Bodianus dictynna
Cephalopolis urodeta
Pseudochromis bilineatus
Cephalopholis buenak
Pseudanthias hutchii
Paracheilinus angularus
Pentapodus caninus
Escenius lineatus
Acanthurus olivaceus
Acanturus nigrofuscus
Coris batuenis
Meiacantus grammistes
Petroscistes breviceps
Plagiotremus rhinorhynchos
Aethaloperca rogaa
Ostorhinchus sealei
Ostorhinchus negrofasciatus
Synchiropus moyeri
Parapercis lineopunctata
Ostorhinchus jenkinsi
Taeniamia fucata
Pseudochromis fuscus
Gymnothorax castlei
Plastiotremus landanus
Plectranthias nanus
Alionematichthys riukiuensis
Blenny sp. 1
Gymnopogon philippinus
Gymnothorax robinsi
Trimma milta
Opistognathus solorensis
Microgoby sp. 1
Chromis xanthura
Eviota melasma
Halichoeres biocellatus
Ostorhinchus parvulus
Pseudamia sp. 1
Verulux cypeselurus
Phoxocampus kampeni
Eviota jewette
Gobiodon okinawae
Microgoby sp. 2
Enneapterygius tutuilae
Amblyglyphidodon batunai
Pseudochromis caudalis
Sebastipus fowleri
Scorpaenopsis papuensis
Archamia bleekeri
Acanthochromis polyacanthus
Amphiprion frenatus
Cephalopholis boenak
Pictichromis diadema
Cheilodipterus isostigmus
Scarus forsteni
Pseudocheilinus evarides
Samariscus triocellatus
Priolepis sp. 1
Diancistrus springeri
Trimma hayashii
Cheilodipterus intermedius
Koumansetta hectori
Amsichthys knighti
Priolepis pallidicincta
Gymnothorax melatremus
Pleurosicya micheli
Pseudamia gelatinosa
Paracheilinus sp. 1
Variola louti
Acanthocromis polyacanthus
Amblyglyphidodon curacao
Pomacentrus grammorhynchus
Pomacentrus armillatus
Fowleria marmorata
Pteragogus cryptus
Ostorhinchus compressa
Sargocentron rabrum
Halichoeres melanochir
Paracheilinus angulatus
Plesiops coeruleolineatus
Fowleria aurita
Suttonia lineata
Scarus spinus
Microgoby sp. 3
Salarias segmentatus
Eviota kurechika
Callogobius mannarensis
Fusigobius duospilus
Amblygobius decussatus
Eviota herrei
Eviota latifasciata
Ecsenius kurtis
Ucla xenogrammus
Microgoby sp. 4
Microgoby sp. 5
Fusigobius gracilis
Microgoby sp. 6
Microgoby sp. 7
Pseudoplesiops sp. 1
Callogobius sclateri
Ungurcirculus williamsii
Oxycheillinus digramma
Cromileptes altivelis
Amphiprion ocellaris
Amblygliphidodon leucogaster
Parapeneus multifasciatus
Cirrhilabrus ryukynensis
Pseudochromis bitaeniatus
Labropsis manabei
Labropsis coeruleolineatus
Gymnothorax meleagris
Pristicon rhodopterus
Pseudoplesios rosae
Enchelychore bayeri
Apogon nigracaudus
Diademichthys lineatus
Trimma melasma
Paragobiodon xanthosoma
Eviota nebulosa
Eviota prasites
Synchiropus mayeri
Gymnothorax pindae
Fusigobius duopilus
Diancistrus machida
Dinematichthys iluocoeteoides
Plesiopidae sp. 1
Scalopsis bilineata
Apogonichthys perdix
Nectamia bandanensis
Hypoatherina panatela
Melacanthus grammistes
Cirripectes castaneus
Trimma naudae
Priolepis multifaciata
Trimmaton sp.
Priolepis cinctus
Microgoby sp. 8
Eviota quenslandica
Eviota fasciola
Canthigaster bennetti
Pomacentrus coelistis
Fistularia commersomi
Halichoeres podostigma
Abudefduf vaigiensis
Escenius bicolor
Valenciennea strigata
hinecanthus verrucosus
Gymnothorax ruppelii
Petroscirtes breviceps
Scarus spilurus
Callogobius slateri
Helcogramma trigloides
Enneapterygius rhabdotus
Helcogramma albimacula
Plagiotremus rhinorhynchus
Phoxocampus rampeni
Helcogramma chica
Aeoliscus strigatus
Coris batuensis
Thalassoma quinquelineatus
Callionymus acutirostris
Uropterygius xanthopterus
Prealticus bilineatus
Entomacrodus thalassinus
Istiblennius bellus
Prealticus striatus
Gnatholepis caurensis
Nannosalarias nativitatus
Acanthurus nigrofuscus
Entomacrodus caudufasciatus
Blennidae sp.
Pseudamiops gracilicauda
Halichoeres marginatus
Scorpaenopsis venosa
Scorpaenopsis vitappinis
Synodontidae unidentified
Pseudochromis sp.
Pseudochromis
Priolepid
Holocentrid
Epinephelus argus
Zebrasoma scopus
Acanthurus striatus
Cephalopholis cyanostima
Plesiops cperulineatus
Soleichthys heterorhinus
Mypristes kantee
Meiocanthus grammistes
Crysiptera rex
Gomphosus varius
Halichoeres melanarus
Halichoeres podostisma
Halichoeres scapularis
Parapercis hexophthalma
Pristiapogon urostigma
Eneapterygius nigricauda
Xenisthmus eirospilus
Thysamophrys chiltonae
Gnatholepis caurerensis
Ostorhinchus taeniophorus
Eviota minuta
Eviota queenslandica
Valencia sexguttata
Amblygobius nocturnus
Gymnothorax enigmaticus
Amblygobius semicinctus
Amblyeleotris steinitzi
Acrygobius baliurus
Amblyeleotris wheeleri
Deiuramus semicinctus
Gymnothorax marganitophorus
Kaupichthys bradychirus
Brachysomophsis sp.
Synodus binotatus
Ctenogobiops aurocingulus
Paragobiodon melanosomus
Muraenichthys sp.
Cercamia eremia
Alionematichthys piger
Micrognathus andersonii
Limnichthys nitidus
Scolopsis bilineatus
Stethojulis strigiventer
Callogobius maculipinnis
Gymnapogon vanderbilti
Ostorhinchus sp.
Sphaeraena baraccuda
Dischistodus fasciatus
Amblygobius buanensis
Fibramia thermalis
Blenniella periophthalmus
Gerres oyena
Bathygobius fuscus
Echidna nebulosa
Gymnothorax albimarginatus
Arothrom manilensis
Omobranchus obliquus
Ophichthus cephalozona
Chaetodon adiergastos
Chaetodon auriga
Sargocentron rubrum
Abudefduf sexfasciatus
Neoglyphidodon oxyodon
Dischistodus pseudochrysopoecilus
Apogonichthyoides uninotatus
Fowleria variegata
Taeniamia melasma
Diplogrammus goramensis
Ostorhinchus chrysopomus
Nectamia savayensis
Nectamia viria
Hypoatherina panatella
Ptereleotris evides
Istigobius nigroocellatus
Meiacanthus grammistes
Lutjanus russelli
Scarus schlegeli
Cheilodipterus singapurensis
Hyporhamphus affinis
Chlorurus sordidus/spilurus
Pycnochromis retrofasciata
Trimma caudomaculatum
Pomacentrus nigromanus
Gymnothorax zonipectus
Trimma halonevum
Mirolabrichthys tuka
Centropyge nox
Pseudogramma polyacanthus
Uropterygius kamar
Callogobius flavobrunneus
Hologymnosus doliatus
Asterropteryx bipunctata
Muraenichthys schultzei
Brosmophyciops pautzkei
Fusigobius melacron
Pleurosicya annandalei
Eviota jewettae
Callogobius clitellus
Cosmocampus banneri
Muraenichthys thompsoni
Gymnothorax microstictus
Myripristis berndti
Pristicon rufus
Ungusurculus philippinensis
Pomacanthus semicirculatus
Thalassoma amblycephalus
Uropterygius marmoratus
Siganus spinus
Canthigaster compressa
Stethojulis interrupta
Labracinus cyclophthalmus
Paragobiodon lacunicola
Salarias ceramensis
Atrosalarias fuscus
Congrogadus subducens
Ostorhinchus hartzfeldii
Exyrias akihito
Sueviota atrinasa
Eviota nigriventris
Priolepis aithiops
Calloplesiops altivelis
Chrysiptera springeri
Pictichromis porphyrea
Paracheilinus carpenteri
Dendrochirus zebra
Opistognathus sp. 1
Microgoby sp.
Gnatholepis anjerensis
Siganus punctatus
Naso vlamingii
Canthigaster papua
Pseudoplesiops typus
Hemiglyphidodon plagiometopon
Acanthurus grammoptilus
Apogonichthyoides melas
Ancistrogobius squamiceps
Leptoscarus vaigiensis
Brotula sp.
Muraenidae
Arothron
Aurigequula fasciata
Callogobius producta
Eleotris
Glossogobius biocellatus
Lophogobius bleekeri
Lutjanus
Lutjanus argentimaculatus
Microphis retzii
Nemipteridae
Neostethus
Oligolepis acutipennis
Oligolepis stomias
Plectorhinchus albovittatus
Siganus
Terapon jarbua
Yarica hyalosoma
Pseudogobius
Toxotes jaculatrix
Exyrias puntang
Mugilogobius chulae
Soleidae
Butis butis
Meiacanthus anema
Ophiocara
Periophthalmus argentilineatus
Monodactylus
Ambassidae
Zenarchopterus dunckeri
Ophiocara porocephala
Bathygobius fuscus fuscus
Istiblennius dussumieri
Parioglossus raoi
Parioglossus taeniatus
Platax orbicularis
Pandaka pusilla
Amoya
Atherinomorus duodecimalis
Acentrogobius janthinopterus
Omox biporos Springer
Periophthalmus kalolo
Cryptocentrus
Mangarinus
Bostrychus sinensis
Omobranchus rotundiceps obliquus
Mugilogobius mertoni
Cryptocentroides
Calamiana mindora
Amphiprion
Bathygobius cocosensis
Blenniella caudolineata
Halichoeres
Pomacanthus imperator
Scaridae
Istiblennius lineatus
Trimma halonevum Winterbottom
Trimma stobbsi Winterbottom
Archamia dispilus Lachner
Choeroichthys cinctus Dawson
Chromis
Doryrhamphus janssi
Eviota
Liopropoma collettei Randall & Taylor
Myripristis
Parapercis
Parapercis cephalopunctata
Parioglossus rainfordi
Scorpaenodes
Abudefduf
Acreichthys radiatus
Anthiinae
Bodianus dictynna Gomon
Cirrhilabrus cyanopleura
Ecsenius pictus McKinney & Springer
Halichoeres biocellatus Schultz
Scorpaenopsis brevifrons Eschmeyer & Randall
Serranidae
Synchiropus bartelsi Fricke
Trimma benjamini Winterbottom
Samariscus
Cirrhilabrus
Meiacanthus ditrema
Trimma macrophthalmus
Ostorhinchus aroubiensis
Chromis agilis
Amblygobius rainfordi
Canthigaster papua ?
Chaetodontidae
Chromis margaritifer
Coris dorsomacula
Coris variegata
Ctenochaetus strigosus
Eviota melasma Lachner & Karnella
Gnathodentex aureolineatus
Ostracion cubicus
Oxycheilinus
Parioglossus nudus Rennis & Hoese
Plectroglyphidodon lacrymatus
Pseudoplesiops annae
Scorpaenopsis fowleri
Synodus binotatus Schultz
Trimma taylori Lobel
Amblygobius hectori
Apogon erythrinus
Chaetodon punctatofasciatus
Cheilodipterus
Paracirrhites forsteri
Pervagor melanocephalus
Scorpaenodes minor
Wetmorella albofasciata
Apogon unicolor
Centropyge bispinosa
Meiacanthus atrodorsalis
Eviota pellucida Larson
Chaetodon triangulum
Nectamia viria Fraser
Chromis atripes
Apogon aroubiensis
Atherion elymus
Bathygobius
Blenniella interrupta
Chrysiptera glauca
Gobiopsis bravoi
Halichoeres argus
Omobranchus rotundiceps
Pomacentrus tripunctatus
Priolepis semidoliata
Bathygobius crassiceps
Bhanotia fasciolata
Callogobius hasseltii
Gnatholepis
Gobiopsis malekulae
Bathygobius coalitus
Litobranchus
Oxyurichthys
Sebastapistes strongia
Chrysiptera leucopoma
Parioglossus formosus
Chrysiptera biocellata
Entomacrodus caudofasciatus
Asterropteryx semipunctata
Callionymus enneactis
Callogobius okinawae
Abudefduf lorenzi Hensley & Allen
Callogobius
Abudefduf septemfasciatus
Fowleria polystigma
Enneapterygius punctulatus Herre
Istiblennius edentulus
Cryptocentrus caeruleomaculatus
Tripterygiidae
Acanthurus triostegus
Istigobius ornatus
Ungusurculus philippinensis Schwarzhans & Moller
Nectamia
Apogonichthyoides timorensis
Dendrochirus brachypterus
Eleutherochir
Hippocampus kuda
Mullidae
Acentronura
Atherinomorus lacunosus
Cociella punctata
Cryptocentrus nigrocellatus
Fibramia lateralis
Gobiidae
Hippichthys cyanospilus
Hippichthys spicifer
Lethrinus
Rhabdamia
Arothron hispidus
Cryptocentrus maudae
Lutjanus johnii
Micrognathus micronotopterus
Syngnathoides biaculeatus
Arothron reticularis
Bathygobius cyclopterus
Zenarchopterus
Palutrus
Sphaeramia orbicularis
Anyperodon leucogrammicus
Callogobius clitellus McKinney & Lachner
Cantherhines pardalis
Corythoichthys schultzi
Fowleria
Halichoeres melanurus
Labridae
Minyichthys myersi
Paragobiodon xanthosomus
Platycephalidae
Rudarius minutus Tyler
Sufflamen chrysopterum
Synodus
Chromis weberi Fowler & Bean
Eviota sebreei
Fowleria flammea
Gobiodon
Ostorhinchus compressus
Amblygobius
Amphiprion sandaracinos
Cheilinus
Cheilodipterus truncatus
Trimma striata
Fusigobius signipinnis Hoese & Obika
Atherinomorus
Caesio
Centriscidae
Chaetodon
Chaetodon unimaculatus
Ctenogobiops
Ctenogobiops crocineus
Epibulus insidiator
Fusigobius
Helcogramma springeri Hansen
Laiphognathus multimaculatus
Pomacentrus adelus Allen
Pseudupeneus barberinus
Ptereleotris microlepis
Salarias obscurus Bath
Scolopsis lineata
Ucla xenogrammus Holleman
Valenciennea
Chelmon rostratus
Diodon holocanthus
Eviota storthynx
Favonigobius
Gobiopsis aporia Lachner & McKinney
Sphaeramia nematoptera
Congrogadus hierichthys
Coryphopterus
Pleurosicya muscarum
Pomacentrus simsiang
Pseudamia
Scorpaenopsis ramaraoi Randall & Eschmeyer
Upeneus tragula
Eviota korechika
Paraplotosus albilabris
Scolopsis margaritifera
Valenciennea muralis
Dischistodus perspicillatus
Paragobiodon
Pseudochromis fowleri
Lepadichthys bolini
Amblyglyphidodon
Meiacanthus geminatus
Asterropteryx ensifera
Zoramia leptacantha
Salarias sinuosus Snyder
Macrodontogobius wilburi
Dischistodus prosopotaenia
Altrichthys curatus Allen
Zoramia fragilis
Asterorhombus fijiensis
Aspasmodes briggsi
Doryrhamphus excisus excisus
Ecsenius monoculus Springer
Enneapterygius
Enneapterygius fuscoventer Fricke
Enneapterygius pallidoserialis Fricke
Enneapterygius tutuilae Jordan & Seale
Eviota albolineata Jewett & Lachner
Eviota irrasa Karnella & Lachner
Eviota nebulosa Smith
Gobiopsis arenaria
Halicampus brocki
Helcogramma fuscipectoris
Helcogramma rhinoceros Hansen
Lutjanus lemniscatus
Norfolkia brachylepis
Plectorhinchus vittatus
Plectroglyphidodon leucozonus
Thalassoma quinquevittatum
Alionematichthys suluensis Moller & Schwarzhans
Helcogramma ellioti
Helcogramma fuscopinna Holleman
Pleurosicya coerulea Larson
Stegastes fasciolatus
Barbuligobius boehlkei Lachner & McKinney
Dentatherina merceri Patten & Ivantsoff
Hyporhamphus dussumieri
Limnichthyidae
Entomacrodus striatus
Diplogrammus
Nannosalarias nativitatis
Enneapterygius bahasa Fricke
Entomacrodus thalassinus thalassinus
Atherion
Istigobius decoratus (Herre)
Andamia reyi
Praealticus striatus Bath
Andamia pacifica
Helcogramma desa Williams & Howe
Acanthurus
Acentrogobius suluensis
Amblygobius linki
Arothron manilensis
Toxotidae
Drombus
Yongeichthys nebulosus
Sillago macrolepis
Gerres punctatus
Cryptocentroides insignis
Zenarchopterus dispar
Gnatholepis davaoensis
Alionematichthys
Amblyglyphidodon aureus
Chaetodon octofasciatus
Diancistrus
Diancistrus machidai
Ecsenius bimaculatus Springer
Ecsenius kurti Springer
Ecsenius yaeyamaensis
Eviota bifasciata Lachner & Karnella
Eviota infulata
Eviota prasina
Eviota spilota Lachner & Karnella
Plesiops oxycephalus
Pomacentrus philippinus
Pseudoplesiops rosae Schultz
Scorpaenodes albaiensis
Siganus vulpinus
Trimma maiandros
Diancistrus erythraeus
Eviota distigma Jordan & Seale
Hetereleotris
Nectamia luxuria Fraser
Dischistodus melanotus
Halichoeres kallochroma
Bathygobius ramosus curticeps Ginsburg
Pseudamia hayashii Randall et al.
Plesiops verecundus Mooi
Pseudogramma polyacanthum
Halichoeres nigrescens
Pteragogus cryptus Randall
Diancistrus fuscus
Aioliops megastigma Rennis & Hoese
Chrysiptera parasema
Hypoatherina barnesi
Cirrhilabrus solorensis
Amblyeleotris guttata
Bryaninops loki Larson
Cabillus
Chaetodontoplus mesoleucus
Ecsenius namiyei
Halichoeres margaritaceus
Pomacanthus sexstriatus
Priolepis nuchifasciata
Pseudoplesiops knighti Allen
Pteragogus
Tenacigobius erythrops
Xenisthmus
Asterropteryx
Ecsenius lineatus
Parascorpaena
Trimma
Halophryne hutchinsi Greenfield
Lubbockichthys
Onigocia pedimacula
Siphamia jebbi Allen
Chrysiptera hemicyanea
Parapercis lineopunctata Randall
Paracheilinus
Gobiopsis
Chrysiptera oxycephala
Pseudocheilinops ataenia
Trimma emeryi Winterbottom
Apogon coccineus
Istigobius rigilius
Valenciennea parva Hoese & Larson
Valenciennea puellaris
Bryaninops isis Larson
Scorpaenodes hirsutus
Ostorhinchus melanoproctus
Apogon uninotatus
Eviota nigramembrana Greenfield & Suzuki
Cheilinus fasciatus
Cirrhilabrus exquisitus
Eurycephalus arenicola
Heniochus
Lepadichthys springeri Briggs
Opistognathus dendriticus
Parapercis hexophtalma
Sargocentron caudimaculatum
Sargocentron violaceum
Siganus corallinus
Taeniura lymma
Trimmatom macropodus Winterbottom
Chaetodon rafflesii
Chaetodon trifascialis
Chromis atripectoralis Welander & Schultz
Cirripectes perustus
Myripristis adusta
Pherallodichthys
Sargocentron microstoma
Sargocentron spiniferum
Ceratobregma helenae Holleman
Cheiloprion labiatus
Eviota punctulata Jewett & Lachner
Belonepterygion fasciolatum
Paragobiodon melanosoma
Neopomacentrus cyanomos
Scarus scaber
Stenatherina panatela
Apogon doryssa Jordan & Seale
Chaetodon vagabundus ?
Calumia profunda
Cephalopholis spiloparaea
Choerodon
Chromis ovatiformes
Coradion fulvocinctus
Eviota sparsa Jewett & Lachner
Neoniphon opercularis
Paradiancistrus cuyoensis
Pempheris
Plagiotremus laudandus
Priolepis fallacincta Winterbottom & Burridge
Siphamia cyanophthalma Gon & Allen
Synchiropus laddi
Parapercis pacifica
Trimma milta Winterbottom
Paracheilinus filamentosus Allen
Chromis amboinensis
Chrysiptera niger
Hemigymnus fasciatus
Histrio histrio
Hypoatherina ovalaua
Salarias fasciatus
Enneapterygius ziegleri
Trimma tevegae Cohen & Davis
Neoglyphidodon polyodon
Salarias guttatus
Canthigaster ocellicincta Allen & Randall
Diploprion bifasciatus
Genicanthus lamarck
