species,average,sd,cumsum,ava,avb,ratio,p
plotosus_lineatus,0.03943250804868772,0.06808767990862286,0.042157016503290116,18.153846153846153,11.615384615384615,0.579143071134281,0.006
chromis_ternatensis,0.026684758882046605,0.07985291743636162,0.07068550419643328,39.76923076923077,2,0.33417387540427546,0.374
pycnochromis_retrofasciatus,0.02578501380681786,0.030583770085449245,0.09825208076948388,18.615384615384617,11.153846153846153,0.8430946784773773,0.011
ostorhinchus_cyanosoma,0.024970762975813448,0.05935875866460945,0.12494814751652777,6,19.153846153846153,0.4206752893352094,0.29
spratelloides_delicatulus,0.02235984732392246,0.07414698290919228,0.14885290273731613,17.846153846153847,0,0.30156112152677256,0.4
ostorhinchus_fleurieu,0.019653233364382284,0.056366061537090194,0.169864036045456,13.538461538461538,0.6153846153846154,0.34867139602169994,0.001
ostorhinchus_nigrofasciatus,0.018952308402880768,0.019666437729521875,0.1901258154161516,14.076923076923077,7.615384615384615,0.9636879166190272,0.001
pycnochromis_atripes,0.01797551823703635,0.050470686415577184,0.20934331530325687,26.615384615384617,0,0.35615759391551327,0.001
ostorhinchus_aroubiensis,0.01687433959010237,0.035877446741289266,0.2273835528581121,12.153846153846153,0,0.4703327890577752,0.001
nectamia_viria,0.01576046699748935,0.051866293725662045,0.2442329570728366,19.846153846153847,0,0.30386722985937,0.003
dascyllus_reticulatus,0.015161697521759667,0.03444974157420463,0.26044222106014175,3.6923076923076925,10.23076923076923,0.44011063157328545,0.228
cirripectes_filamentosus,0.014151059316938866,0.02733212470252682,0.27557101886388896,12.538461538461538,0,0.5177445760603682,0.001
trimma_stobbsi,0.01373282456227738,0.019785694877277004,0.2902526848384168,9.923076923076923,3,0.6940784565544332,0.001
apogon_coccineus,0.011854404130277479,0.022152724463284253,0.30292614476492563,10.461538461538462,0,0.5351217250918673,0.001
pseudogramma_polyacanthus,0.011402766021128968,0.019035419547228438,0.3151167615713016,6.153846153846154,4.923076923076923,0.5990288783936583,0.001
ostorhinchus_neotes,0.011165665320470327,0.039218740159533756,0.32705389568927584,8.692307692307692,0,0.284702294746101,0.001
ostorhinchus_multilineatus,0.011121242624678335,0.012835791493526658,0.3389435378161924,6.6923076923076925,5.769230769230769,0.8664243751767856,0.576
pristiapogon_fraenatus,0.011086736143967784,0.03075675352673129,0.350796289307723,6.384615384615385,1.8461538461538463,0.36046509701786594,0.004
pycnochromis_amboinensis,0.010976941131584888,0.022242241668988073,0.3625316597251588,0.07692307692307693,8.538461538461538,0.49351775306397394,0.346
cirrhilabrus_ryukyuensis,0.010121127509552097,0.02144962433081645,0.3733520858295615,0,7,0.4718557002889407,0.834
pomacentrus_brachialis,0.01010613217021531,0.013272202013836545,0.38415648052234025,0,7.846153846153846,0.7614510508263405,0.003
trimma_annosum,0.009838744106636911,0.018571603314659645,0.39467501252043224,8.461538461538462,0.9230769230769231,0.5297735440467124,0.014
alionematichthys_plicatosurculus,0.009154899638933046,0.025284412016839536,0.4044624512166454,8.23076923076923,0,0.3620768255491107,0.001
pomacentrus_amboinensis,0.008625729194176101,0.013373360716252567,0.4136841575190396,0.46153846153846156,6.615384615384615,0.6449933847737542,0.478
pristiapogon_kallopterus,0.007844055434828379,0.011122429032006057,0.4220701819131889,5.153846153846154,0.5384615384615384,0.7052466158476908,0.001
labridae,0.007455967031332308,0.011894022200947808,0.4300413037297309,7.384615384615385,0.15384615384615385,0.626866749142116,0.001
ostorhinchus_novemfasciatus,0.007410116857812011,0.013352212561661353,0.43796340744883444,4,4.3076923076923075,0.554972954751254,0.039
gnatholepis_cauerensis,0.007363837875404537,0.009298338959973847,0.4458360346339397,4.6923076923076925,0.8461538461538461,0.7919519719708357,0.002
chromis,0.006839800355869147,0.01662449166752887,0.45314841699941244,9,0,0.411429142776661,0.001
pycnochromis_delta,0.00681843021436902,0.01939227400971158,0.4604379526971869,4.384615384615385,0.9230769230769231,0.35160550077594693,0.003
chromis_viridis,0.006459791486496011,0.014130756711538605,0.46734407025805275,5.923076923076923,0.6153846153846154,0.4571440594700216,0.001
pseudocheilinus_evanidus,0.0064567857482444365,0.01059032076422196,0.474246974405333,3.6153846153846154,1.3076923076923077,0.6096874581984201,0.013
pseudochromis_marshallensis,0.006349915128484176,0.014462457591903208,0.48103562392606536,5.615384615384615,0.15384615384615385,0.43906197049380935,0.001
nectamia_savayensis,0.006304130480080173,0.010283109123991833,0.48777532540179935,5.3076923076923075,0,0.6130568492530937,0.022
serranidae,0.006301984688715337,0.019745571917711577,0.494512732827105,4.538461538461538,0,0.31915939001303484,0.001
trimma_benjamini,0.006263526033486531,0.00887612137403007,0.5012090243750952,2.8461538461538463,2.5384615384615383,0.7056602506374551,0.159
pomacentrus_moluccensis,0.00625426992595657,0.009054178568622041,0.5078954202837459,0.6923076923076923,4.6923076923076925,0.690760611639716,0.684
stegastes_lacrymatus,0.006011912043169712,0.012609146319040962,0.5143227130876249,2.769230769230769,2.076923076923077,0.4767897755370779,0.034
canthigaster_valentini,0.005965596317941488,0.01208301233897691,0.5207004900760149,3.923076923076923,0.5384615384615384,0.49371763849796796,0.001
trimma_milta,0.0056621601887748094,0.013481332711503044,0.5267538656368017,6.6923076923076925,0,0.4200000333753005,0.001
neoglyphidodon_nigroris,0.005489960615366754,0.015068401024601075,0.5326231438470203,5.769230769230769,1,0.36433597741417273,0.392
apogon_crassiceps,0.005310318850335525,0.0116117413866724,0.5383003683120458,2.4615384615384617,1.6923076923076923,0.45732321049024954,0.32
sargocentron_cornutum,0.005255754684132243,0.010562117988322744,0.5439192586114565,1.5384615384615385,3.230769230769231,0.49760423903074125,0.074
trimma_macrophthalmus,0.005247412140849477,0.007855956289108405,0.5495292299566273,3.4615384615384617,0.8461538461538461,0.6679533270983896,0.001
trimma_taylori,0.004965923656507177,0.014213961132262792,0.5548382639466279,3.769230769230769,0,0.3493694410937669,0.001
istigobius_decoratus,0.004654701418049566,0.008177841764060743,0.559814572434445,3.4615384615384617,0.7692307692307693,0.5691845785651707,0.54
cephalopholis_microprion,0.004568928745581019,0.005319658756578645,0.5646991819625022,1.4615384615384615,2.769230769230769,0.8588762841095355,0.034
alionematichthys,0.004381291946747866,0.014386235493374259,0.5693831903110641,0,3.1538461538461537,0.30454749255048125,0.802
cirripectes_polyzona,0.00436930681515923,0.009250043552170116,0.5740543854398946,3.3846153846153846,0.5384615384615384,0.47235526952023527,0.038
thalassoma_hardwicke,0.00427027424253385,0.009706668903967142,0.5786197055431405,3.230769230769231,0.07692307692307693,0.43993199776172204,0.068
helcogramma_ellioti,0.004150838548139312,0.010399048336627078,0.5830573377870836,3.6923076923076925,0,0.3991556163384113,0.085
chrysiptera_rollandi,0.004130480717056306,0.005672886117593809,0.5874732056172622,1.9230769230769231,1.5384615384615385,0.7281092254339623,0.996
pseudocheilinus_hexataenia,0.004074592860895259,0.005569169247269393,0.5918293241342194,1.5384615384615385,2.5384615384615383,0.7316338721242963,0.073
ecsenius_monoculus,0.004066568681490703,0.010282268496879804,0.5961768640575156,3.6153846153846154,0,0.39549333716822505,0.368
pycnochromis_agilis,0.0038587242413511817,0.013584123762958082,0.6003021989543837,2.6923076923076925,0,0.2840613284070157,0.001
balistapus_undulatus,0.003668954260255374,0.003912619564093121,0.6042246521016303,1.3846153846153846,2.230769230769231,0.9377232312402893,0.001
eviota_pellucida,0.003661773793453384,0.005530573692619261,0.6081394286624144,2.923076923076923,0,0.6620965557949523,0.001
ungusurculus_philippinensis,0.0036413667619646763,0.006667533584689795,0.612032388209627,3,0.07692307692307693,0.5461339962840382,0.001
scorpaenodes_guamensis,0.0034706394483925876,0.005457204643175648,0.615742824388888,1.4615384615384615,1.3846153846153846,0.635973850226177,0.034
pseudochromis_tapeinosoma,0.0032534895853920283,0.007888651573336894,0.6192211071797089,2.923076923076923,0,0.41242657951691036,0.921
asterropteryx_semipunctata,0.003200426722895995,0.010370487321921168,0.6226426608381298,1.4615384615384615,0,0.30860909652055823,0.001
cheilodipterus_quinquelineatus,0.0031977944589929633,0.00524312815921915,0.6260614003617595,2.1538461538461537,0.8461538461538461,0.6099020206801898,0.385
chrysiptera_rex,0.0031566783659376183,0.011065083389291193,0.6294361829600182,2.769230769230769,0,0.2852828356442986,0.553
scorpaenodes,0.0031559513282378056,0.003394406954437026,0.6328101882873951,2.6153846153846154,0.07692307692307693,0.9297504308116264,0.001
ctenochaetus_striatus,0.0031190689088044844,0.005821485527950311,0.6361447628800387,1.3076923076923077,1.3076923076923077,0.5357857361027708,0.74
thalassoma_lunare,0.003095574015142704,0.004472585465424894,0.6394542192474196,1.4615384615384615,1.8461538461538463,0.6921218250769917,0.067
chrysiptera_talboti,0.0030322920481525434,0.004503686767415871,0.6426960213097923,0,2.3076923076923075,0.6732910623561004,0.014
centropyge_vrolikii,0.003012872871038022,0.003983624300738898,0.6459170624667443,0.6153846153846154,2.3846153846153846,0.7563145125104249,0.019
pelates_quadrilineatus,0.0029039931303171365,0.010401674324892975,0.6490217010600862,1.2307692307692308,0,0.27918516188950343,0.001
fowleria_vaiulae,0.002853278619840061,0.0026715492467362907,0.6520721211276245,2.5384615384615383,0.8461538461538461,1.0680239652425576,0.001
trimma_halonevum,0.002821053666913878,0.005772163401747132,0.6550880897250546,1.8461538461538463,0.3076923076923077,0.4887342007781683,0.001
