species,average,sd,cumsum,ava,avb,ratio,p
stethojulis_strigiventer,0.0015672350037459802,0.004204898752592915,0.7433066372285176,0.8846153846153846,1.0625,0.37271646618829,0.557
dentatherina_merceri,0.0015281241100143334,0.005184314455787478,0.7449230969874007,0.2692307692307692,3.1875,0.2947591476262443,0.18
fowleria_variegata,0.0015256314173719805,0.0050671023009999944,0.7465369199595716,0.34615384615384615,1.3125,0.301085576478473,0.191
trimma_taylori,0.0015235233648357223,0.006752777999468048,0.7481485130198706,1.8846153846153846,0,0.22561431235496537,1
scolopsis_bilineata,0.0014789685609874282,0.0022832736120120285,0.749712975714898,0.2692307692307692,1.75,0.6477403992262478,0.016
asterropteryx_ensifera,0.001465591285662352,0.004541758463979641,0.7512632878398867,0,1.8125,0.32269247633617043,0.001
centropyge_vrolikii,0.0014644711673551442,0.002848727783526756,0.7528124150963447,1.5,0.25,0.5140790130330083,1
enneapterygius_nanus,0.0014586146910976442,0.002924608098387125,0.7543553473336043,0,1.6875,0.49873851197432134,0.001
blenniella_periophthalmus,0.0014541039810218464,0.005698864038809448,0.7558935081120056,0,2.375,0.2551568121505183,0.001
chaetodon_kleinii,0.0014418983593248553,0.002025741463893541,0.7574187577033009,0.3076923076923077,1.8125,0.7117879477835636,0.018
plesiops_verecundus,0.0014398926885356637,0.004285648794341989,0.7589418856828117,0,2.3125,0.335980094877733,0.001
labroides_dimidiatus,0.0013767336216826142,0.0013778148882076806,0.7603982035849814,1.1538461538461537,1.625,0.9992152309179407,0.997
fowleria_vaiulae,0.001349356769760668,0.001828208981626132,0.7618255620726856,1.6923076923076923,0.4375,0.7380757798052493,1
chrysiptera_talboti,0.0013461293727421212,0.00288712422689329,0.7632495065985446,1.1538461538461537,0.1875,0.466252667690241,1
soleichthys_heterorhinos,0.0013416070147373074,0.0034441483320317382,0.764668667344289,0.15384615384615385,1.5625,0.3895322980894611,0.039
diproctacanthus_xanthurus,0.001322040160537172,0.002143598393599348,0.7660671301426513,0.038461538461538464,1.375,0.6167387344964905,0.001
nannosalarias_nativitatis,0.0013153685341898548,0.003720470237688027,0.7674585356506757,0.11538461538461539,1.75,0.35354900057129623,0.034
helcogramma,0.0013147272452459148,0.004140132544502311,0.768849262799027,0.7307692307692307,1.375,0.317556800685462,0.641
dinematichthys_iluocoeteoides,0.0013098634915142283,0.0027619939901606244,0.7702348450366129,0.8461538461538461,0.6875,0.4742455979920698,0.751
pomacentrus_bankanensis,0.0012977325002123039,0.0022286197853872603,0.7716075950316169,0.6538461538461539,1,0.5823032303317728,0.675
koumansetta_hectori,0.0012875644035598166,0.0019860747656501587,0.772969589146941,0.19230769230769232,1.0625,0.6482960389148901,0.004
kaupichthys_brachychirus,0.0012867306201415534,0.003203142250438616,0.7743307012806682,0.8076923076923077,0.5625,0.40170885946927815,0.979
chromis_weberi,0.0012840684734560918,0.0036373466130749663,0.7756889973780791,0,3.875,0.3530234014103365,0.001
corythoichthys_haematopterus,0.001278140398167447,0.0037171744027094744,0.7770410227183644,0.4230769230769231,1.3125,0.34384730434918565,0.167
pleurosicya_mossambica,0.0012766345519507004,0.003236488795979825,0.7783914551645932,0.3076923076923077,1.0625,0.39445047779447295,0.151
parapercis_clathrata,0.0012631508692096238,0.002299897446786653,0.7797276244823172,0.2692307692307692,1.4375,0.5492205189298591,0.048
scorpaenodes,0.0012383495741262736,0.0018951519493427076,0.7810375588265807,1.3461538461538463,0.5,0.6534302299906708,1
pterois_antennata,0.0012234957022523708,0.0014754261516849905,0.7823317806472407,1.0769230769230769,0.8125,0.8292490280554496,1
alionematichthys_piger,0.0012194340591366781,0.00332817681216158,0.7836217060350336,0.2692307692307692,2.0625,0.3663970179350783,0.307
nectamia_luxuria,0.0012114974113477221,0.004503261099192824,0.7849032359844668,1.0384615384615385,0.25,0.26902668636399385,1
fusigobius_humeralis,0.0012066287421026625,0.004529964704386209,0.7861796158234724,0.07692307692307693,1.125,0.26636603612702,0.032
abudefduf_sexfasciatus,0.0011904327599347297,0.0034634910945172607,0.7874388634457563,0.038461538461538464,1.375,0.34370891318854435,0.003
pseudoplesiops,0.001184563437570158,0.004235703229910893,0.7886919024601452,0.3076923076923077,0.75,0.2796615752504167,0.135
ucla_xenogrammus,0.0011806824898467955,0.0017360020128446465,0.7899408361824443,0.11538461538461539,1.125,0.6801158530410378,0.002
ungusurculus_philippinensis,0.0011760471818498513,0.0033749426026884063,0.7911848666453823,1.5384615384615385,0,0.3484643504494084,1
salarias_obscurus,0.001171140056042038,0.0046142107683544665,0.792423706318287,0,1.5,0.2538115649319793,0.001
pycnochromis_agilis,0.0011536543128109658,0.006199627015823633,0.7936440494567139,1.3461538461538463,0,0.18608447086678495,1
eviota_teresae,0.0011497024431005637,0.004518946211958737,0.7948602122813054,0,1.625,0.2544182623944588,0.001
meiacanthus_grammistes,0.0011324511749404164,0.0017070858835262772,0.7960581266006952,0.8076923076923077,0.875,0.6633826603973464,0.976
stethojulis_bandanensis,0.0011322527771608056,0.00241143968885289,0.7972558310536055,1.2692307692307692,0.6875,0.4695339395775694,1
chrysiptera_parasema,0.0011300166226165121,0.0044792277902239355,0.7984511700874956,0,1.1875,0.2522793382115576,0.001
priolepis_cincta,0.0011235310596645768,0.0026500702468624515,0.7996396486501339,1.1153846153846154,0.5,0.42396274626862457,1
zoramia_leptacanthus,0.001122342553706953,0.004421951986339698,0.8008268700033342,0,1.4375,0.2538115649319793,0.001
eviota_sparsa,0.0011054075540446484,0.002927926385583677,0.8019961774022349,0.6153846153846154,0.3125,0.3775393942577854,0.926
dunckerocampus_dactyliophorus,0.0011002078171473565,0.001471437466904217,0.8031599844851626,0.8846153846153846,0.625,0.7477095302337944,1
enneapterygius_rhabdotus,0.0010998208154049905,0.004107774358496884,0.8043233821950956,0,2.625,0.26774129234484945,0.001
scorpaenodes_varipinnis,0.001092842213520516,0.002481854006075157,0.8054793978939434,0.2692307692307692,0.9375,0.4403329973662528,0.294
pomacentrus_burroughi,0.0010833616276132811,0.003179238851920906,0.8066253849665107,0.038461538461538464,1.0625,0.3407613199488647,0.006
pseudochromis_cyanotaenia,0.0010354905585110137,0.0023329785047120455,0.8077207337065555,0,2,0.4438491638133726,0.001
bathygobius_fuscus,0.001035354944986248,0.0028171497347180344,0.8088159389937197,0.15384615384615385,0.875,0.36751860656418944,0.126
epibulus_insidiator,0.001018607650930633,0.0032379003589819337,0.8098934288828127,0,1.6875,0.3145889428329738,0.001
eviota_minuta,0.0010173199109194705,0.004042600294976555,0.8109695565920315,0,1,0.25164988786638637,0.001
apogon_erythrinus,0.0010129202608869386,0.0017454206162511147,0.8120410303224378,0.38461538461538464,1.0625,0.5803301802762763,0.37
enneapterygius_tutuilae,0.0010059083047249907,0.0017328293351102572,0.8131050867593844,0.07692307692307693,1.1875,0.5805005053547216,0.004
amsichthys_knighti,9.956460365835149e-4,0.0021496456899681342,0.8141582877014293,1.1153846153846154,0.1875,0.46316750766414627,1
halichoeres,9.770884060237722e-4,0.0034003409285331345,0.8151918582595129,0.11538461538461539,0.875,0.2873501294604821,0.094
sargocentron_punctatissimum,9.768172468832428e-4,0.002073660655918632,0.8162251419836698,0.7307692307692307,0.5625,0.4710593529829559,1
callogobius_sclateri,9.757140500223541e-4,0.001741877339135605,0.8172572587389136,0.07692307692307693,1,0.5601508373181694,0.001
halichoeres_biocellatus,9.633532571272145e-4,0.001969878654762763,0.8182763001659352,0.07692307692307693,0.9375,0.48904192895233606,0.012
pteragogus_cryptus,9.594534456297184e-4,0.0019147111971148268,0.8192912163466421,0.038461538461538464,0.9375,0.5010956467353751,0.003
pomacentrus_chrysurus,9.582921582359856e-4,0.003521380197278632,0.8203049041098874,1.1153846153846154,0.0625,0.27213538571511425,1
trimma_halonevum,9.474002819744876e-4,0.002912915837008126,0.8213070703746104,1.0769230769230769,0,0.325241213610747,1
amphiprion_clarkii,9.345474259108121e-4,0.0012135323899313628,0.822295640803447,0.34615384615384615,1,0.7701050533671128,0.191
cheilodipterus_macrodon,9.333453004688409e-4,0.0021098455516865102,0.8232829396160652,0.34615384615384615,1.25,0.44237612545750993,0.317
taeniamia_melasma,9.232857998598383e-4,0.0036643621755843396,0.8242595974226143,0,0.9375,0.25196357663871094,0.001
cirrhilabrus_lubbocki,9.188999785366276e-4,0.004552194270940044,0.825231615878451,0.7307692307692307,0,0.20185869140133855,1
pseudoplesiops_typus,9.170316941903637e-4,0.0030654284250492747,0.826201658050788,0.5769230769230769,0.4375,0.2991528644729727,0.964
gymnothorax_zonipectis,9.106717033424981e-4,0.0015110753663935704,0.8271649725828732,0.8076923076923077,0.25,0.6026646477044794,1
halichoeres_nebulosus,9.098985290556201e-4,0.0025582154306737145,0.8281274692461,0.8461538461538461,0.4375,0.355677054459794,0.999
microgobius,9.002443312252535e-4,0.003127409079821294,0.8290797536352092,0.038461538461538464,0.875,0.28785627599338404,0.014
kaupichthys,8.81927027153377e-4,0.002953821782488054,0.8300126618593007,0.8461538461538461,0,0.298571509080861,1
enneapterygius_rubicauda,8.801155674605912e-4,0.0034493124445425607,0.8309436539093856,0,1.4375,0.2551568121505183,0.001
fowleria_aurita,8.75386300465219e-4,0.0018680138654907498,0.8318696433096616,0.9230769230769231,0.125,0.4686187381351393,1
parascorpaena_mcadamsi,8.74321248674257e-4,0.0031292979273298653,0.8327945060911309,1.0384615384615385,0.0625,0.2793985325073502,1
helcogramma_rhinoceros,8.709218344586495e-4,0.002043404114103465,0.8337157729498298,0,1.625,0.4262112562305195,0.001
parupeneus_multifasciatus,8.701643751252261e-4,0.001755492165509294,0.8346362385630517,0.7307692307692307,0.625,0.49568114983457,0.998
pomacentrus_vaiuli,8.674828622968003e-4,0.002440405456302336,0.8355538676543238,0.07692307692307693,0.6875,0.3554666951168011,0.016
