study,S,H,H_eq,J,J_eq,simpson,simpson_eq,invsimpson,invsimpson_eq
si_1978,677,5.358132205617361,5.442673004856194,0.8220930423241797,0.835064055389872,0.9909435273249669,0.9921103191854953,110.41826502240781,126.74783980634143
su_2022,617,4.5699351715165335,5.154966283416824,0.7112884565448583,0.8023457387592553,0.9526266112058172,0.987509157796556,21.10889732513277,80.0586528684413
