term,estimate,std_error,conf_low,conf_high,metric
(Intercept),97.17559580545414,8.055423188787122,81.38725647520258,112.9639351357057,chao
studysu_2022,6.188037130237678,11.067397141681713,-15.503662670060013,27.87973693053537,chao
seasulu,42.23685328602453,13.051277225617778,16.656819971565852,67.8168866004832,chao
studysu_2022:seasulu,-25.198903119940162,17.93123277038487,-60.343473548298874,9.94566730841855,chao
(Intercept),100.43189783270245,7.834867268040825,85.07584016369071,115.78795550171418,ace
studysu_2022,4.252474737601786,9.958490184634687,-15.26580736467783,23.770756839881404,ace
seasulu,42.10037395675258,12.693935792653946,17.220716981086944,66.9800309324182,ace
studysu_2022:seasulu,-20.218203004963936,16.134598158564305,-51.84143430077624,11.405028290848371,ace
