term,estimate,std_error,conf_low,conf_high
(Intercept),2.2114678174357763,0.14833077628034685,1.9284858746763247,2.494449762268896
studymodern,-0.18975887909438233,0.207301352582829,-0.5893249708388358,0.20980716564586158
seasulu,0.1384427073072986,0.2403233246666188,-0.3200404410316247,0.5969258590059492
studymodern:seasulu,-0.5018153485040774,0.33586657812963433,-1.1491864066220898,0.1455556334584099
