EstimateS (Version 9.1.0), Copyright R. K. Colwell:  http://viceroy.eeb.uconn.edu/estimates
Shared Species and Similarity Statistics Output from Input File:  SI_78-79_all  (June 7, 2022)

First Sample	Second Sample	Sobs First Sample	Sobs Second Sample	Shared Species Observed	ACE First Sample	ACE Second Sample	Chao Shared Esimated	Jaccard Classic	Sorensen Classic	Chao-Jaccard-Raw Abundance-based	Chao-Jaccard-Est Abundance-based	Chao-Jaccard-EstSD Abundance-based	Chao-Sorensen-Raw Abundance-based	Chao-Sorensen-Est Abundance-based	Chao-Sorensen-EstSD Abundance-based	Morisita-Horn	Bray-Curtis	
9	23	78	31	0	117.754	37.888	0	0	0	0	0	0	0	0	0	0	0	
9	24	78	40	12	117.754	94.303	19.28	0.113	0.203	0.221	0.306	0	0.362	0.469	0	0.049	0.074	
9	25	78	38	8	117.754	59.387	19.758	0.074	0.138	0.19	0.668	0	0.32	0.801	0	0.067	0.065	
9	26	78	52	18	117.754	86.118	26.349	0.161	0.277	0.287	0.412	0	0.446	0.584	0	0.183	0.169	
9	27	78	30	8	117.754	41.933	13.813	0.08	0.148	0.059	0.114	0	0.112	0.205	0	0.036	0.045	
9	28	78	15	0	117.754	18.084	0	0	0	0	0	0	0	0	0	0	0	
9	29	78	134	35	117.754	224.279	92.399	0.198	0.33	0.285	0.323	0	0.444	0.489	0	0.102	0.154	
9	30	78	41	13	117.754	71.504	65.109	0.123	0.218	0.184	0.267	0	0.311	0.421	0	0.084	0.117	
9	31	78	72	19	117.754	106.388	27.072	0.145	0.253	0.192	0.242	0	0.322	0.389	0	0.134	0.173	
9	32	78	66	16	117.754	126.645	28.49	0.125	0.222	0.091	0.108	0	0.167	0.195	0	0.012	0.076	
9	33	78	5	1	117.754	7.222	0	0.012	0.024	0.027	0.031	0	0.053	0.06	0	0.011	0.004	
9	34	78	67	15	117.754	90.773	30.758	0.115	0.207	0.142	0.167	0	0.249	0.286	0	0.049	0.126	
9	35	78	62	9	117.754	89.968	29.086	0.069	0.129	0.032	0.048	0	0.062	0.091	0	0.004	0.034	
9	36	78	74	19	117.754	132.624	66.639	0.143	0.25	0.268	0.301	0	0.423	0.463	0	0.176	0.15	
9	37	78	104	22	117.754	142.454	29.47	0.138	0.242	0.212	0.226	0	0.35	0.369	0	0.115	0.112	
9	38	78	99	9	117.754	127.355	10.22	0.054	0.102	0.053	0.056	0	0.1	0.106	0	0.022	0.04	
9	39	78	94	26	117.754	145.55	44.101	0.178	0.302	0.219	0.279	0	0.359	0.436	0	0.113	0.183	
9	40	78	73	31	117.754	137.949	93.52	0.258	0.411	0.394	0.505	0	0.565	0.671	0	0.256	0.277	
9	41	78	57	2	117.754	86.164	2	0.015	0.03	0.005	0.005	0	0.009	0.009	0	0.004	0.005	
9	42	78	22	9	117.754	38.656	10.258	0.099	0.18	0.095	0.106	0	0.173	0.191	0	0.028	0.09	
9	43	78	32	13	117.754	37.95	23.434	0.134	0.236	0.15	0.202	0	0.26	0.337	0	0.078	0.117	
9	44	78	37	8	117.754	42.797	14.357	0.075	0.139	0.116	0.117	0	0.208	0.21	0	0.132	0.147	
9	45	78	24	7	117.754	27.841	11.804	0.074	0.137	0.136	0.14	0	0.24	0.246	0	0.244	0.158	
9	46	78	14	0	117.754	17.132	0	0	0	0	0	0	0	0	0	0	0	
9	47	78	21	6	117.754	23.222	6	0.065	0.121	0.123	0.123	0	0.22	0.22	0	0.092	0.116	
9	48	78	66	15	117.754	93.224	22.158	0.116	0.208	0.184	0.196	0	0.31	0.328	0	0.134	0.176	
9	49	78	30	3	117.754	38.428	3	0.029	0.056	0.011	0.011	0	0.023	0.023	0	0.012	0.018	
9	50	78	51	5	117.754	98.052	10.357	0.04	0.078	0.015	0.015	0	0.029	0.03	0	0.005	0.023	
9	51	78	38	1	117.754	43.468	1	0.009	0.017	0.001	0.002	0	0.003	0.003	0	0	0.002	
9	52	78	32	0	117.754	39.695	0	0	0	0	0	0	0	0	0	0	0	
9	53	78	68	10	117.754	91.56	14.426	0.074	0.137	0.052	0.059	0	0.098	0.112	0	0.01	0.049	
9	54	78	89	12	117.754	111.201	22.537	0.077	0.144	0.055	0.061	0	0.104	0.114	0	0.023	0.043	
9	55	78	54	7	117.754	68.912	8	0.056	0.106	0.062	0.071	0	0.117	0.132	0	0.022	0.048	
9	56	78	48	0	117.754	59.289	0	0	0	0	0	0	0	0	0	0	0	
9	57	78	33	0	117.754	40.799	0	0	0	0	0	0	0	0	0	0	0	
9	58	78	67	5	117.754	85.193	6	0.036	0.069	0.031	0.053	0	0.06	0.101	0	0.01	0.011	
9	59	78	69	6	117.754	91.088	9.375	0.043	0.082	0.113	0.14	0	0.204	0.245	0	0.031	0.017	
9	60	78	57	5	117.754	93.268	7.573	0.038	0.074	0.013	0.016	0	0.026	0.031	0	0.001	0.016	
9	61	78	74	7	117.754	92.37	10.25	0.048	0.092	0.079	0.109	0	0.146	0.197	0	0.033	0.022	
9	62	78	71	10	117.754	101.386	17.65	0.072	0.134	0.053	0.069	0	0.1	0.13	0	0.009	0.058	
9	63	78	82	11	117.754	102.323	15.851	0.074	0.138	0.043	0.046	0	0.083	0.089	0	0.007	0.021	
9	64	78	43	10	117.754	57.305	19.154	0.09	0.165	0.138	0.205	0	0.243	0.34	0	0.274	0.164	
9	65	78	96	13	117.754	115.523	41.8	0.081	0.149	0.073	0.124	0	0.136	0.221	0	0.016	0.043	
9	66	78	48	12	117.754	81.477	16.201	0.105	0.19	0.118	0.137	0	0.211	0.241	0	0.061	0.127	
9	67	78	43	16	117.754	65.205	41.231	0.152	0.264	0.151	0.189	0	0.263	0.319	0	0.032	0.1	
9	68	78	8	0	117.754	8.348	0	0	0	0	0	0	0	0	0	0	0	
10	11	103	100	19	128.672	145.738	20.12	0.103	0.187	0.045	0.053	0	0.086	0.101	0	0.02	0.044	
10	12	103	23	2	128.672	36.772	3.5	0.016	0.032	0.002	0.003	0	0.004	0.005	0	0	0.004	
10	13	103	12	3	128.672	22.526	6	0.027	0.052	0.01	0.02	0	0.019	0.04	0	0.001	0.006	
10	14	103	109	22	128.672	153.643	38.265	0.116	0.208	0.108	0.132	0	0.195	0.234	0	0.06	0.095	
10	15	103	110	29	128.672	141.015	42.984	0.158	0.272	0.155	0.21	0	0.268	0.347	0	0.106	0.144	
10	16	103	90	16	128.672	131.242	22.671	0.09	0.166	0.087	0.104	0	0.16	0.188	0	0.063	0.087	
10	17	103	135	29	128.672	181.409	61.216	0.139	0.244	0.143	0.189	0	0.25	0.317	0	0.096	0.118	
10	18	103	89	9	128.672	158.259	29.682	0.049	0.094	0.036	0.044	0	0.07	0.085	0	0.021	0.034	
10	19	103	35	2	128.672	47.365	2.567	0.015	0.029	0.004	0.005	0	0.008	0.009	0	0.001	0.005	
10	20	103	32	5	128.672	46.447	5.754	0.038	0.074	0.016	0.02	0	0.032	0.038	0	0.007	0.014	
10	21	103	63	6	128.672	101.699	11.804	0.038	0.072	0.011	0.013	0	0.021	0.025	0	0.001	0.013	
10	22	103	20	6	128.672	52.777	12.2	0.051	0.098	0.068	0.109	0	0.128	0.196	0	0.032	0.017	
10	23	103	31	3	128.672	37.888	3.773	0.023	0.045	0.009	0.009	0	0.017	0.018	0	0.007	0.011	
10	24	103	40	4	128.672	94.303	7.25	0.029	0.056	0.013	0.017	0	0.026	0.034	0	0.002	0.011	
10	25	103	38	4	128.672	59.387	6.12	0.029	0.057	0.031	0.042	0	0.06	0.08	0	0.011	0.011	
10	26	103	52	4	128.672	86.118	9.5	0.026	0.052	0.011	0.016	0	0.021	0.032	0	0.002	0.009	
10	27	103	30	5	128.672	41.933	5.584	0.039	0.075	0.066	0.079	0	0.123	0.147	0	0.03	0.018	
10	28	103	15	0	128.672	18.084	0	0	0	0	0	0	0	0	0	0	0	
10	29	103	134	20	128.672	224.279	35.418	0.092	0.169	0.041	0.067	0	0.079	0.125	0	0.006	0.038	
10	30	103	41	4	128.672	71.504	9.15	0.029	0.056	0.01	0.014	0	0.019	0.028	0	0.002	0.012	
10	31	103	72	16	128.672	106.388	23.469	0.101	0.183	0.052	0.065	0	0.098	0.122	0	0.013	0.053	
10	32	103	66	5	128.672	126.645	7	0.03	0.059	0.01	0.012	0	0.019	0.024	0	0.001	0.01	
10	33	103	5	0	128.672	7.222	0	0	0	0	0	0	0	0	0	0	0	
10	34	103	67	8	128.672	90.773	89.188	0.049	0.094	0.009	0.018	0	0.018	0.035	0	0	0.01	
10	35	103	62	6	128.672	89.968	9	0.038	0.073	0.039	0.051	0	0.076	0.096	0	0.009	0.022	
10	36	103	74	9	128.672	132.624	13.581	0.054	0.102	0.035	0.039	0	0.067	0.074	0	0.007	0.026	
10	37	103	104	19	128.672	142.454	24.253	0.101	0.184	0.128	0.153	0	0.226	0.266	0	0.131	0.11	
10	38	103	99	19	128.672	127.355	23.966	0.104	0.188	0.083	0.132	0	0.153	0.233	0	0.016	0.05	
10	39	103	94	22	128.672	145.55	38.04	0.126	0.223	0.092	0.171	0	0.169	0.292	0	0.013	0.05	
10	40	103	73	13	128.672	137.949	26.361	0.08	0.148	0.038	0.082	0	0.074	0.152	0	0.011	0.037	
10	41	103	57	8	128.672	86.164	11.661	0.053	0.1	0.037	0.063	0	0.071	0.119	0	0.007	0.027	
10	42	103	22	3	128.672	38.656	6.243	0.025	0.048	0.007	0.009	0	0.014	0.019	0	0.002	0.011	
10	43	103	32	3	128.672	37.95	3.578	0.023	0.044	0.008	0.009	0	0.017	0.018	0	0.002	0.009	
10	44	103	37	3	128.672	42.797	4.111	0.022	0.043	0.01	0.012	0	0.02	0.023	0	0.003	0.012	
10	45	103	24	1	128.672	27.841	1	0.008	0.016	0.003	0.003	0	0.007	0.007	0	0.001	0.007	
10	46	103	14	2	128.672	17.132	2	0.017	0.034	0.016	0.023	0	0.031	0.045	0	0.007	0.004	
10	47	103	21	3	128.672	23.222	5.133	0.025	0.048	0.006	0.008	0	0.011	0.015	0	0.001	0.01	
10	48	103	66	11	128.672	93.224	24.691	0.07	0.13	0.023	0.046	0	0.045	0.089	0	0.003	0.028	
10	49	103	30	2	128.672	38.428	2	0.015	0.03	0.008	0.01	0	0.016	0.019	0	0.01	0.011	
10	50	103	51	6	128.672	98.052	8.716	0.041	0.078	0.026	0.034	0	0.05	0.066	0	0.012	0.029	
10	51	103	38	3	128.672	43.468	5.06	0.022	0.043	0.009	0.011	0	0.018	0.023	0	0.001	0.01	
10	52	103	32	0	128.672	39.695	0	0	0	0	0	0	0	0	0	0	0	
10	53	103	68	9	128.672	91.56	19.754	0.056	0.105	0.014	0.02	0	0.027	0.04	0	0.002	0.016	
10	54	103	89	19	128.672	111.201	28.696	0.11	0.198	0.096	0.124	0	0.175	0.221	0	0.032	0.085	
10	55	103	54	3	128.672	68.912	3.593	0.019	0.038	0.009	0.009	0	0.018	0.019	0	0.003	0.014	
10	56	103	48	2	128.672	59.289	2	0.013	0.026	0.001	0.001	0	0.001	0.001	0	0	0.001	
10	57	103	33	0	128.672	40.799	0	0	0	0	0	0	0	0	0	0	0	
10	58	103	67	11	128.672	85.193	14.51	0.069	0.129	0.065	0.131	0	0.122	0.232	0	0.015	0.047	
10	59	103	69	10	128.672	91.088	14.689	0.062	0.116	0.04	0.063	0	0.078	0.118	0	0.011	0.035	
10	60	103	57	4	128.672	93.268	6	0.026	0.05	0.006	0.011	0	0.012	0.021	0	0	0.005	
10	61	103	74	10	128.672	92.37	10.456	0.06	0.113	0.038	0.047	0	0.073	0.09	0	0.008	0.038	
10	62	103	71	4	128.672	101.386	8.298	0.024	0.046	0.014	0.016	0	0.028	0.031	0	0.004	0.023	
10	63	103	82	8	128.672	102.323	23.977	0.045	0.086	0.02	0.039	0	0.04	0.075	0	0.003	0.009	
10	64	103	43	4	128.672	57.305	5	0.028	0.055	0.033	0.047	0	0.065	0.089	0	0.013	0.016	
10	65	103	96	14	128.672	115.523	207.125	0.076	0.141	0.048	0.086	0	0.092	0.158	0	0.01	0.028	
10	66	103	48	3	128.672	81.477	3.271	0.02	0.04	0.006	0.006	0	0.011	0.012	0	0	0.008	
10	67	103	43	1	128.672	65.205	1	0.007	0.014	0.003	0.003	0	0.007	0.007	0	0	0.005	
10	68	103	8	0	128.672	8.348	0	0	0	0	0	0	0	0	0	0	0	
11	12	100	23	1	145.738	36.772	1	0.008	0.016	0.001	0.001	0	0.002	0.002	0	0	0.001	
11	13	100	12	1	145.738	22.526	0	0.009	0.018	0.004	0.006	0	0.009	0.012	0	0.001	0.001	
11	14	100	109	18	145.738	153.643	71.556	0.094	0.172	0.028	0.036	0	0.054	0.069	0	0.004	0.029	
11	15	100	110	17	145.738	141.015	32.819	0.088	0.162	0.054	0.066	0	0.102	0.124	0	0.013	0.035	
11	16	100	90	18	145.738	131.242	45.611	0.105	0.189	0.038	0.085	0	0.074	0.156	0	0.01	0.041	
11	17	100	135	28	145.738	181.409	119.888	0.135	0.238	0.141	0.172	0	0.247	0.293	0	0.052	0.097	
11	18	100	89	7	145.738	158.259	224.543	0.038	0.074	0.008	0.011	0	0.016	0.021	0	0.001	0.008	
11	19	100	35	1	145.738	47.365	1	0.007	0.015	0	0	0	0.001	0.001	0	0	0.001	
11	20	100	32	0	145.738	46.447	0	0	0	0	0	0	0	0	0	0	0	
11	21	100	63	6	145.738	101.699	7.308	0.038	0.074	0.011	0.021	0	0.021	0.041	0	0.001	0.007	
11	22	100	20	6	145.738	52.777	10.52	0.053	0.1	0.023	0.037	0	0.044	0.071	0	0.009	0.008	
11	23	100	31	4	145.738	37.888	5.033	0.031	0.061	0.017	0.017	0	0.033	0.033	0	0.017	0.015	
11	24	100	40	3	145.738	94.303	3.136	0.022	0.043	0.004	0.004	0	0.007	0.008	0	0	0.005	
11	25	100	38	12	145.738	59.387	35.569	0.095	0.174	0.056	0.065	0	0.106	0.123	0	0.025	0.029	
11	26	100	52	5	145.738	86.118	27.796	0.034	0.066	0.006	0.01	0	0.013	0.019	0	0.001	0.005	
11	27	100	30	8	145.738	41.933	11.406	0.066	0.123	0.02	0.027	0	0.04	0.053	0	0.006	0.011	
11	28	100	15	0	145.738	18.084	0	0	0	0	0	0	0	0	0	0	0	
11	29	100	134	10	145.738	224.279	13.618	0.045	0.085	0.016	0.029	0	0.032	0.057	0	0.002	0.015	
11	30	100	41	3	145.738	71.504	3.24	0.022	0.043	0.003	0.003	0	0.006	0.006	0	0.001	0.005	
11	31	100	72	11	145.738	106.388	18.008	0.068	0.128	0.023	0.031	0	0.044	0.061	0	0.004	0.02	
11	32	100	66	7	145.738	126.645	10.396	0.044	0.084	0.005	0.006	0	0.01	0.012	0	0	0.008	
11	33	100	5	0	145.738	7.222	0	0	0	0	0	0	0	0	0	0	0	
11	34	100	67	4	145.738	90.773	7.054	0.025	0.048	0.004	0.004	0	0.007	0.008	0	0	0.006	
11	35	100	62	16	145.738	89.968	30.718	0.11	0.198	0.031	0.035	0	0.06	0.068	0	0.004	0.023	
11	36	100	74	3	145.738	132.624	3	0.018	0.034	0.01	0.015	0	0.019	0.03	0	0.001	0.004	
11	37	100	104	16	145.738	142.454	31.281	0.085	0.157	0.044	0.048	0	0.084	0.091	0	0.026	0.056	
11	38	100	99	16	145.738	127.355	18.165	0.087	0.161	0.055	0.057	0	0.103	0.107	0	0.014	0.039	
11	39	100	94	16	145.738	145.55	25.641	0.09	0.165	0.036	0.044	0	0.07	0.085	0	0.007	0.033	
11	40	100	73	8	145.738	137.949	41.021	0.048	0.092	0.01	0.018	0	0.02	0.034	0	0.001	0.01	
11	41	100	57	6	145.738	86.164	12.333	0.04	0.076	0.013	0.016	0	0.026	0.032	0	0.002	0.009	
11	42	100	22	2	145.738	38.656	2	0.017	0.033	0.003	0.003	0	0.006	0.006	0	0.001	0.005	
11	43	100	32	2	145.738	37.95	2	0.015	0.03	0.002	0.002	0	0.005	0.005	0	0	0.004	
11	44	100	37	3	145.738	42.797	3	0.022	0.044	0.009	0.011	0	0.017	0.023	0	0.001	0.004	
11	45	100	24	1	145.738	27.841	1	0.008	0.016	0.001	0.001	0	0.003	0.003	0	0	0.003	
11	46	100	14	2	145.738	17.132	2.643	0.018	0.035	0.003	0.004	0	0.007	0.008	0	0.004	0.006	
11	47	100	21	2	145.738	23.222	2.444	0.017	0.033	0.002	0.003	0	0.005	0.005	0	0	0.004	
11	48	100	66	6	145.738	93.224	21.729	0.038	0.072	0.01	0.013	0	0.019	0.025	0	0.001	0.007	
11	49	100	30	5	145.738	38.428	18	0.04	0.077	0.015	0.016	0	0.029	0.031	0	0.005	0.007	
11	50	100	51	9	145.738	98.052	12.71	0.063	0.119	0.02	0.04	0	0.04	0.077	0	0.003	0.011	
11	51	100	38	0	145.738	43.468	0	0	0	0	0	0	0	0	0	0	0	
11	52	100	32	0	145.738	39.695	0	0	0	0	0	0	0	0	0	0	0	
11	53	100	68	6	145.738	91.56	15.784	0.037	0.071	0.007	0.009	0	0.014	0.019	0	0	0.006	
11	54	100	89	11	145.738	111.201	11.883	0.062	0.116	0.018	0.024	0	0.036	0.047	0	0.002	0.016	
11	55	100	54	3	145.738	68.912	3	0.02	0.039	0.01	0.01	0	0.019	0.019	0	0.003	0.012	
11	56	100	48	2	145.738	59.289	2.4	0.014	0.027	0.001	0.001	0	0.001	0.001	0	0	0.001	
11	57	100	33	1	145.738	40.799	1	0.008	0.015	0.001	0.001	0	0.001	0.001	0	0	0.001	
11	58	100	67	18	145.738	85.193	24.545	0.121	0.216	0.118	0.134	0	0.211	0.236	0	0.032	0.063	
11	59	100	69	25	145.738	91.088	30.868	0.174	0.296	0.216	0.248	0	0.355	0.397	0	0.079	0.109	
11	60	100	57	13	145.738	93.268	17.468	0.09	0.166	0.069	0.074	0	0.129	0.137	0	0.059	0.08	
11	61	100	74	20	145.738	92.37	33.63	0.13	0.23	0.183	0.224	0	0.309	0.366	0	0.065	0.083	
11	62	100	71	10	145.738	101.386	30.819	0.062	0.117	0.022	0.043	0	0.043	0.082	0	0.001	0.013	
11	63	100	82	20	145.738	102.323	41.77	0.123	0.22	0.087	0.1	0	0.16	0.182	0	0.015	0.025	
11	64	100	43	2	145.738	57.305	2.5	0.014	0.028	0.001	0.002	0	0.003	0.003	0	0	0.003	
11	65	100	96	21	145.738	115.523	49.647	0.12	0.214	0.14	0.16	0	0.246	0.276	0	0.015	0.031	
11	66	100	48	2	145.738	81.477	6	0.014	0.027	0.001	0.002	0	0.002	0.003	0	0	0.002	
11	67	100	43	4	145.738	65.205	14.5	0.029	0.056	0.003	0.007	0	0.006	0.015	0	0	0.003	
11	68	100	8	0	145.738	8.348	0	0	0	0	0	0	0	0	0	0	0	
12	13	23	12	0	36.772	22.526	0	0	0	0	0	0	0	0	0	0	0	
12	14	23	109	2	36.772	153.643	2	0.015	0.03	0.008	0.011	0	0.015	0.021	0	0.002	0.005	
12	15	23	110	1	36.772	141.015	1	0.008	0.015	0.003	0.004	0	0.007	0.008	0	0.001	0.002	
12	16	23	90	2	36.772	131.242	2.795	0.018	0.035	0.01	0.012	0	0.02	0.023	0	0.004	0.013	
12	17	23	135	0	36.772	181.409	0	0	0	0	0	0	0	0	0	0	0	
12	18	23	89	2	36.772	158.259	2.875	0.018	0.036	0.008	0.009	0	0.015	0.018	0	0.003	0.01	
12	19	23	35	0	36.772	47.365	0	0	0	0	0	0	0	0	0	0	0	
12	20	23	32	6	36.772	46.447	11.782	0.122	0.218	0.083	0.142	0	0.154	0.248	0	0.032	0.057	
12	21	23	63	0	36.772	101.699	0	0	0	0	0	0	0	0	0	0	0	
12	22	23	20	1	36.772	52.777	1	0.024	0.047	0.026	0.026	0	0.051	0.051	0	0.025	0.02	
12	23	23	31	5	36.772	37.888	5	0.102	0.185	0.148	0.151	0	0.258	0.262	0	0.119	0.104	
12	24	23	40	0	36.772	94.303	0	0	0	0	0	0	0	0	0	0	0	
12	25	23	38	0	36.772	59.387	0	0	0	0	0	0	0	0	0	0	0	
12	26	23	52	0	36.772	86.118	0	0	0	0	0	0	0	0	0	0	0	
12	27	23	30	0	36.772	41.933	0	0	0	0	0	0	0	0	0	0	0	
12	28	23	15	2	36.772	18.084	2	0.056	0.105	0.025	0.025	0	0.049	0.049	0	0.043	0.019	
12	29	23	134	1	36.772	224.279	1.25	0.006	0.013	0.001	0.001	0	0.002	0.002	0	0	0.002	
12	30	23	41	0	36.772	71.504	0	0	0	0	0	0	0	0	0	0	0	
12	31	23	72	1	36.772	106.388	1	0.011	0.021	0.003	0.004	0	0.006	0.007	0	0	0.004	
12	32	23	66	0	36.772	126.645	0	0	0	0	0	0	0	0	0	0	0	
12	33	23	5	1	36.772	7.222	0	0.037	0.071	0.164	0.164	0	0.281	0.281	0	0.403	0.177	
12	34	23	67	0	36.772	90.773	0	0	0	0	0	0	0	0	0	0	0	
12	35	23	62	0	36.772	89.968	0	0	0	0	0	0	0	0	0	0	0	
12	36	23	74	0	36.772	132.624	0	0	0	0	0	0	0	0	0	0	0	
12	37	23	104	0	36.772	142.454	0	0	0	0	0	0	0	0	0	0	0	
12	38	23	99	0	36.772	127.355	0	0	0	0	0	0	0	0	0	0	0	
12	39	23	94	1	36.772	145.55	1.25	0.009	0.017	0.002	0.002	0	0.003	0.005	0	0	0.003	
12	40	23	73	1	36.772	137.949	1	0.011	0.021	0.004	0.004	0	0.008	0.008	0	0.003	0.005	
12	41	23	57	2	36.772	86.164	6	0.026	0.05	0.004	0.008	0	0.008	0.015	0	0	0.008	
12	42	23	22	0	36.772	38.656	0	0	0	0	0	0	0	0	0	0	0	
12	43	23	32	0	36.772	37.95	0	0	0	0	0	0	0	0	0	0	0	
12	44	23	37	0	36.772	42.797	0	0	0	0	0	0	0	0	0	0	0	
12	45	23	24	0	36.772	27.841	0	0	0	0	0	0	0	0	0	0	0	
12	46	23	14	0	36.772	17.132	0	0	0	0	0	0	0	0	0	0	0	
12	47	23	21	0	36.772	23.222	0	0	0	0	0	0	0	0	0	0	0	
12	48	23	66	0	36.772	93.224	0	0	0	0	0	0	0	0	0	0	0	
12	49	23	30	0	36.772	38.428	0	0	0	0	0	0	0	0	0	0	0	
12	50	23	51	1	36.772	98.052	1	0.014	0.027	0.005	0.005	0	0.009	0.01	0	0.003	0.006	
12	51	23	38	4	36.772	43.468	4.796	0.07	0.131	0.078	0.095	0	0.145	0.174	0	0.017	0.02	
12	52	23	32	5	36.772	39.695	5	0.1	0.182	0.249	0.257	0	0.399	0.409	0	0.375	0.12	
12	53	23	68	0	36.772	91.56	0	0	0	0	0	0	0	0	0	0	0	
12	54	23	89	0	36.772	111.201	0	0	0	0	0	0	0	0	0	0	0	
12	55	23	54	0	36.772	68.912	0	0	0	0	0	0	0	0	0	0	0	
12	56	23	48	7	36.772	59.289	8	0.109	0.197	0.213	0.217	0	0.352	0.356	0	0.279	0.028	
12	57	23	33	6	36.772	40.799	6	0.12	0.214	0.217	0.228	0	0.356	0.372	0	0.293	0.112	
12	58	23	67	0	36.772	85.193	0	0	0	0	0	0	0	0	0	0	0	
12	59	23	69	0	36.772	91.088	0	0	0	0	0	0	0	0	0	0	0	
12	60	23	57	0	36.772	93.268	0	0	0	0	0	0	0	0	0	0	0	
12	61	23	74	0	36.772	92.37	0	0	0	0	0	0	0	0	0	0	0	
12	62	23	71	0	36.772	101.386	0	0	0	0	0	0	0	0	0	0	0	
12	63	23	82	0	36.772	102.323	0	0	0	0	0	0	0	0	0	0	0	
12	64	23	43	0	36.772	57.305	0	0	0	0	0	0	0	0	0	0	0	
12	65	23	96	1	36.772	115.523	1	0.008	0.017	0.001	0.001	0	0.002	0.002	0	0.001	0.002	
12	66	23	48	1	36.772	81.477	1.25	0.014	0.028	0.002	0.003	0	0.004	0.005	0	0	0.004	
12	67	23	43	0	36.772	65.205	0	0	0	0	0	0	0	0	0	0	0	
12	68	23	8	4	36.772	8.348	4.5	0.148	0.258	0.294	0.303	0	0.454	0.465	0	0.498	0.133	
13	14	12	109	0	22.526	153.643	0	0	0	0	0	0	0	0	0	0	0	
13	15	12	110	0	22.526	141.015	0	0	0	0	0	0	0	0	0	0	0	
13	16	12	90	1	22.526	131.242	1	0.01	0.02	0.002	0.002	0	0.003	0.003	0	0	0.003	
13	17	12	135	1	22.526	181.409	1.25	0.007	0.014	0.001	0.001	0	0.001	0.002	0	0	0.001	
13	18	12	89	0	22.526	158.259	0	0	0	0	0	0	0	0	0	0	0	
13	19	12	35	0	22.526	47.365	0	0	0	0	0	0	0	0	0	0	0	
13	20	12	32	3	22.526	46.447	3	0.073	0.136	0.02	0.026	0	0.04	0.05	0	0.016	0.026	
13	21	12	63	0	22.526	101.699	0	0	0	0	0	0	0	0	0	0	0	
13	22	12	20	2	22.526	52.777	3.25	0.067	0.125	0.031	0.046	0	0.061	0.088	0	0.008	0.051	
13	23	12	31	2	22.526	37.888	2	0.049	0.093	0.109	0.118	0	0.196	0.211	0	0.042	0.018	
13	24	12	40	0	22.526	94.303	0	0	0	0	0	0	0	0	0	0	0	
13	25	12	38	2	22.526	59.387	2	0.042	0.08	0.032	0.032	0	0.063	0.063	0	0.011	0.047	
13	26	12	52	0	22.526	86.118	0	0	0	0	0	0	0	0	0	0	0	
13	27	12	30	1	22.526	41.933	1.25	0.024	0.048	0.009	0.014	0	0.019	0.028	0	0.002	0.019	
13	28	12	15	0	22.526	18.084	0	0	0	0	0	0	0	0	0	0	0	
13	29	12	134	2	22.526	224.279	2.25	0.014	0.027	0.004	0.004	0	0.007	0.008	0	0.008	0.007	
13	30	12	41	0	22.526	71.504	0	0	0	0	0	0	0	0	0	0	0	
13	31	12	72	0	22.526	106.388	0	0	0	0	0	0	0	0	0	0	0	
13	32	12	66	0	22.526	126.645	0	0	0	0	0	0	0	0	0	0	0	
13	33	12	5	1	22.526	7.222	0	0.063	0.118	0.148	0.148	0	0.258	0.258	0	0.23	0.125	
13	34	12	67	1	22.526	90.773	1.25	0.013	0.025	0.001	0.002	0	0.002	0.004	0	0	0.002	
13	35	12	62	0	22.526	89.968	0	0	0	0	0	0	0	0	0	0	0	
13	36	12	74	0	22.526	132.624	0	0	0	0	0	0	0	0	0	0	0	
13	37	12	104	0	22.526	142.454	0	0	0	0	0	0	0	0	0	0	0	
13	38	12	99	8	22.526	127.355	10.625	0.078	0.144	0.153	0.209	0	0.265	0.346	0	0.041	0.032	
13	39	12	94	0	22.526	145.55	0	0	0	0	0	0	0	0	0	0	0	
13	40	12	73	0	22.526	137.949	0	0	0	0	0	0	0	0	0	0	0	
13	41	12	57	4	22.526	86.164	6	0.062	0.116	0.058	0.122	0	0.11	0.217	0	0.012	0.02	
13	42	12	22	1	22.526	38.656	1	0.03	0.059	0.005	0.005	0	0.009	0.009	0	0.001	0.008	
13	43	12	32	1	22.526	37.95	1	0.023	0.045	0.012	0.012	0	0.024	0.024	0	0.003	0.017	
13	44	12	37	0	22.526	42.797	0	0	0	0	0	0	0	0	0	0	0	
13	45	12	24	1	22.526	27.841	1	0.029	0.056	0.007	0.007	0	0.014	0.014	0	0.002	0.014	
13	46	12	14	3	22.526	17.132	3.631	0.13	0.231	0.209	0.218	0	0.346	0.358	0	0.277	0.176	
13	47	12	21	1	22.526	23.222	0	0.031	0.061	0.038	0.038	0	0.072	0.072	0	0.028	0.024	
13	48	12	66	2	22.526	93.224	3.667	0.026	0.051	0.014	0.018	0	0.028	0.035	0	0.003	0.012	
13	49	12	30	0	22.526	38.428	0	0	0	0	0	0	0	0	0	0	0	
13	50	12	51	1	22.526	98.052	0	0.016	0.032	0.021	0.023	0	0.042	0.044	0	0.016	0.009	
13	51	12	38	1	22.526	43.468	0	0.02	0.04	0.016	0.016	0	0.032	0.032	0	0.005	0.006	
13	52	12	32	0	22.526	39.695	0	0	0	0	0	0	0	0	0	0	0	
