"station_code","date_collected","latitude","longitude","depth_m","abantennarius_coccineus","abantennarius_nummifer","ablabys_macracanthus","ablabys_taenianotus","abudefduf_sexfasciatus","abudefduf_vaigiensis","acanthochromis_polyacanthus","acanthurus","acanthurus_grammoptilus","acanthurus_lineatus","acanthurus_mata","acanthurus_nigricauda","acanthurus_nigrofuscus","acanthurus_olivaceus","acanthurus_pyroferus","acanthurus_triostegus","acreichthys_radiatus","acreichthys_tomentosus","aeoliscus_strigatus","aethaloperca_rogaa","alionematichthys","alionematichthys_piger","alionematichthys_riukiuensis","alionematichthys_suluensis","alticus_montanoi","amblycirrhitus_bimacula","amblyeleotris","amblyeleotris_guttata","amblyeleotris_periophthalmus","amblyeleotris_steinitzi","amblyeleotris_wheeleri","amblyglyphidodon_aureus","amblyglyphidodon_batunaorum","amblyglyphidodon_curacao","amblyglyphidodon_leucogaster","amblygobius_buanensis","amblygobius_decussatus","amblygobius_nocturnus","amblygobius_phalaena","amblygobius_semicinctus","amphiprion_biaculeatus","amphiprion_clarkii","amphiprion_frenatus","amphiprion_ocellaris","amphiprion_perideraion","amsichthys_knighti","anampses_caeruleopunctatus","anampses_geographicus","anampses_melanurus","ancistrogobius_squamiceps","andamia_reyi","antennarius_commerson","antennarius_pictus","antennatus_tuberosus","apogon","apogon_crassiceps","apogon_deetsie","apogon_doryssa","apogon_semiornatus","apogonichthyoides_melas","apogonichthyoides_uninotatus","apogonichthys_ocellatus","apogonichthys_perdix","apterichtus","archamia_bleekeri","arcygobius_baliurus","arothrom_manilensis","arothron_nigropunctatus","aseraggodes","aseraggodes_suzumotoi","aseraggodes_winterbottomi","aseraggodes_xenicus","aspidontus_taeniatus","asterorhombus_intermedius","asterropteryx_bipunctata","asterropteryx_ensifera","asterropteryx_semipunctata","asterropteryx_senoui","asterropteryx_spinosa","asterropteryx_striata","atherinomorus_endrachtensis","atherion_elymus","atrosalarias_fuscus","atrosalarias_hosokawai","aulostomus_chinensis","balistapus_undulatus","bathygobius","bathygobius_coalitus","bathygobius_fuscus","bathygobius_laddi","belonepterygion_fasciolatum","bhanotia_pauciradiata","blenniella_bilitonensis","blenniella_interrupta","blenniella_periophthalmus","blenniidae","bodianus_dictynna","bodianus_mesothorax","bothus_pantherinus","brachysomophis","brachysomophis_umbonis","brosmophyciops_pautzkei","brotula","brotula_multibarbata","bythitidae","cabillus_lacertops","cabillus_tongarevae","caesio_caerulaurea","callechelys_marmorata","callionymus_acutirostris","callionymus_japonicus","callogobius_clitellus","callogobius_flavobrunneus","callogobius_hasseltii","callogobius_maculipinnis","callogobius_mannarensis","callogobius_sclateri","calloplesiops_altivelis","calotomus_spinidens","calumia_profunda","cantherhines_fronticinctus","cantherhines_pardalis","canthigaster_bennetti","canthigaster_compressa","canthigaster_janthinoptera","canthigaster_papua","canthigaster_valentini","caracanthus_unipinna","centropyge_bicolor","centropyge_bispinosa","centropyge_nox","centropyge_tibicen","centropyge_vrolikii","cephalopholis_aitha","cephalopholis_argus","cephalopholis_boenak","cephalopholis_cyanostigma","cephalopholis_leopardus","cephalopholis_microprion","cephalopholis_miniata","cephalopholis_spiloparaea","cephalopholis_urodeta","cephalopolis_miniata","cercamia_eremia","chaetodon_adiergastos","chaetodon_auriga","chaetodon_baronessa","chaetodon_kleinii","chaetodon_lunulatus","chaetodon_melannotus","chaetodon_selene","chaetodon_vagabundus","cheilinus","cheilinus_chlorourus","cheilinus_fasciatus","cheilinus_oxycephalus","cheilinus_trilobatus","cheilio_inermis","cheilodipterus","cheilodipterus_alleni","cheilodipterus_artus","cheilodipterus_heptozona","cheilodipterus_intermedius","cheilodipterus_isostigma","cheilodipterus_macrodon","cheilodipterus_quinquelineatus","cheilodipterus_singapurensis","cheiloprion_labiatus","chlorourus_bleekeri","chlorurus","chlorurus_sordidus","chlorurus_sordidus_spilurus","chlorurus_spilurus","choerodon_zosterophorus","choeroichthys_brachysoma","choeroichthys_cinctus","choeroichthys_sculptus","chromileptes_altivelis","chromis_alpha","chromis_analis","chromis_atripectoralis","chromis_scotochiloptera","chromis_ternatensis","chromis_viridis","chromis_weberi","chromis_xanthura","chrysiptera","chrysiptera_cyanea","chrysiptera_leucopoma","chrysiptera_rex","chrysiptera_rollandi","chrysiptera_springeri","chrysiptera_talboti","cirrhilabrus","cirrhilabrus_lubbocki","cirrhilabrus_rubrimarginatus","cirrhilabrus_rubripinnis","cirrhilabrus_ryukyuensis","cirrhilabrus_temminckii","cirrhitichthys_aprinus","cirrhitichthys_falco","cirrhitichthys_oxycephalus","cirrhitus_pinnulatus","cirripectes_castaneus","cirripectes_filamentosus","cirripectes_polyzona","cocotropus_dermacanthus","conger_cinereus","congrogadus_subducens","coris_batuensis","coris_gaimard","corythoichthys_flavofasciatus","corythoichthys_haematopterus","corythoichthys_polynotatus","cosmocampus_banneri","cosmocampus_investigatoris","ctenochaetus","ctenochaetus_binotatus","ctenochaetus_striatus","ctenochaetus_tominiensis","ctenogobiops_aurocingulus","ctenogobiops_pomastictus","cyprinocirrhites_polyactis","dascyllus_aruanus","dascyllus_reticulatus","dascyllus_trimaculatus","dendrochirus_biocellatus","dendrochirus_brachypterus","dendrochirus_zebra","diademichthys_lineatus","diancistrus_machidai","diancistrus_springeri","dinematichthys","dinematichthys_iluocoeteoides","dinematichthys_trilobatus","diodon_liturosus","diplogrammus_goramensis","diproctacanthus_xanthurus","dischistodus_fasciatus","dischistodus_pseudochrysopoecilus","discordipinna_griessingeri","discotrema_crinophilum","doryrhamphus","doryrhamphus_melanopleura","dunckerocampus_dactyliophorus","echidna_nebulosa","ecsenius_bicolor","ecsenius_kurti","ecsenius_lineatus","ecsenius_monoculus","enchelycore_bayeri","enchelycore_schismatorhynchus","engyprosopon_macrolepis","enneapterygius","enneapterygius_elegans","enneapterygius_fasciatus","enneapterygius_flavoccipitis","enneapterygius_hemimelas","enneapterygius_mirabilis","enneapterygius_nanus","enneapterygius_nigricauda","enneapterygius_philippinus","enneapterygius_rhabdotus","enneapterygius_rubicauda","enneapterygius_tutuilae","entomacrodus_caudofasciatus","entomacrodus_decussatus","entomacrodus_longicirrus","entomacrodus_thalassinus","epinephelus_fasciatus","epinephelus_hexagonatus","epinephelus_merra","epinephelus_ongus","eviota","eviota_afelei","eviota_albolineata","eviota_atriventris","eviota_cometa","eviota_distigma","eviota_fasciola","eviota_guttata","eviota_herrei","eviota_infulata","eviota_irrasa","eviota_jewettae","eviota_korechika","eviota_latifasciata","eviota_melasma","eviota_minuta","eviota_nebulosa","eviota_nigramembrana","eviota_nigriventris","eviota_occasa","eviota_prasites","eviota_punctulata","eviota_queenslandica","eviota_randalli","eviota_rubrisparsa","eviota_sebreei","eviota_shimadai","eviota_sigillata","eviota_sparsa","eviota_storthynx","eviota_winterbottomi","exyrias_akihito","ferdauia_ferdau","festucalex","fibramia_thermalis","fistularia_commersonii","foa","foa_hyalina","fowleria","fowleria_aurita","fowleria_flammea","fowleria_isostigma","fowleria_marmorata","fowleria_vaiulae","fowleria_variegata","fusigobius_aureus","fusigobius_duospilus","fusigobius_gracilis","fusigobius_humeralis","fusigobius_melacron","fusigobius_signipinnis","gerres_filamentosus","gerres_oyena","gnatholepis_anjerensis","gnatholepis_cauerensis","gobiidae","gobiodon_axillaris","gobiodon_citrinus","gobiodon_okinawae","gobiodon_prolixus","gobiodon_quinquestrigatus","gobiodon_rivulatus","gobiopsis_springeri","gomphosus_varius","grallenia","grammistes_sexlineatus","grammistops_ocellatus","gymnapogon_philippinus","gymnapogon_urospilotus","gymnapogon_vanderbilti","gymnomuraena_zebra","gymnothorax","gymnothorax_albimarginatus","gymnothorax_buroensis","gymnothorax_castlei","gymnothorax_chilospilus","gymnothorax_enigmaticus","gymnothorax_fimbriatus","gymnothorax_flavimarginatus","gymnothorax_fuscomaculatus","gymnothorax_herrei","gymnothorax_javanicus","gymnothorax_margaritophorus","gymnothorax_melatremus","gymnothorax_meleagris","gymnothorax_microstictus","gymnothorax_phasmatodes","gymnothorax_pindae","gymnothorax_pseudoherrei","gymnothorax_pseudothyrsoideus","gymnothorax_reevsii","gymnothorax_richardsonii","gymnothorax_robinsi","gymnothorax_rueppelliae","gymnothorax_thyrsoideus","gymnothorax_undulatus","gymnothorax_zonipectis","halicampus_brocki","halicampus_dunckeri","halicampus_macrorhynchus","halicampus_nitidus","halichoeres","halichoeres_argus","halichoeres_bicolor","halichoeres_biocellatus","halichoeres_chrysus","halichoeres_hartzfeldii","halichoeres_hortulanus","halichoeres_marginatus","halichoeres_melanarus","halichoeres_melanochir","halichoeres_nebulosus","halichoeres_podostigma","halichoeres_podostisma","halichoeres_prosopeion","halichoeres_richmondi","halichoeres_scapularis","helcogramma","helcogramma_albimacula","helcogramma_chica","helcogramma_desa","helcogramma_hudsoni","helcogramma_novaecaledoniae","helcogramma_obtusirostris","helcogramma_rhinoceros","helcogramma_springeri","helcogramma_striata","helcogramma_trigloides","hemiglyphidodon_plagiometopon","hemigymnus_melapterus","heniochus_chrysostomus","heniochus_diphreutes","heniochus_varius","heteroconger_polyzona","heteromycteris_hartzfeldii","holocentridae","hologymnosus_doliatus","hypoatherina_panatela","hypoatherina_temminckii","hypoatherina_tropicalis","hyporhamphus_affinis","ichthyapus_vulturis","inimicus_didactylus","istiblennius_bellus","istiblennius_colei","istigobius_decoratus","istigobius_nigroocellatus","istigobius_ornatus","kaupichthys","kaupichthys_atronasus","kaupichthys_brachychirus","kaupichthys_diodontus","koumansetta_hectori","labracinus_cyclophthalmus","labrichthys_unilineatus","labridae","labridae_thalassoma","labroides_dimidiatus","labropsis_manabei","leiuranus_semicinctus","lepadichthys","lepadichthys_lineatus","leptojulis_cyanopleura","leptoscarus","leptoscarus_vaigiensis","limnichthys_nitidus","liopropoma_mitratum","liopropoma_susumi","liopropoma_swalesi","luposicya_lupus","lutjanus_rivulatus","lutjanus_russelli","macropharygodon_meleagris","macropharyngodon_meleagris","macropharyngodon_negrosensis","meiacanthus_grammistes","micrognathus_andersonii","microgobius","mirolabrichthys_tuka","moringua","moringua_ferruginea","moringua_raitaborua","muraenichthys","muraenichthys_schultzei","muraenichthys_thompsoni","muraenidae","myripristis_berndti","myripristis_botche","myripristis_hexagona","myripristis_kochiensis","myripristis_kuntee","myripristis_murdjan","myripristis_pralinia","myripristis_violacea","nannosalarias_nativitatis","naso_annulatus","naso_vlamingii","neamia_articycla","neamia_octospina","nectamia_bandanensis","nectamia_fusca","nectamia_luxuria","nectamia_savayensis","nectamia_similis","nectamia_viria","neoglyphidodon_melas","neoglyphidodon_nigroris","neoglyphidodon_oxyodon","neopomacentrus_violascens","odonus_niger","omobranchus_obliquus","ophichthus","ophichthus_cephalozona","opistognathus","opistognathus_randalli","opistognathus_solorensis","opistognathus_species_6","oplopomops_diacanthus","oplopomus_caninoides","ostorhinchus","ostorhinchus_angustatus","ostorhinchus_aureus","ostorhinchus_chrysopomus","ostorhinchus_compressus","ostorhinchus_cookii","ostorhinchus_cyanosoma","ostorhinchus_fleurieu","ostorhinchus_hartzfeldii","ostorhinchus_hoevenii","ostorhinchus_jenkinsi","ostorhinchus_multilineatus","ostorhinchus_nigrofasciatus","ostorhinchus_novemfasciatus","ostorhinchus_ocellicaudus","ostorhinchus_parvulus","ostorhinchus_rubrimacula","ostorhinchus_sealei","ostorhinchus_taeniophorus","ostorhinchus_wassinki","oxycheilinus","oxycheilinus_arenatus","oxycheilinus_bimaculatus","oxycheilinus_celebicus","oxycheilinus_digramma","oxycheilinus_orientalis","oxymonacanthus_longirostris","paracheilinus","paracheilinus_angulatus","paracheilinus_carpenteri","paragobiodon_lacunicola","paragobiodon_melanosoma","paragobiodon_modestus","paragobiodon_xanthosoma","paraluteres_prionurus","parapercis","parapercis_bimacula","parapercis_clathrata","parapercis_cylindrica","parapercis_hexophtalma","parapercis_lineopunctata","parapercis_millepunctata","parapercis_millepuncttata","parapercis_multiplicata","parapercis_schauinslandii","parapercis_tetracantha","parapercis_xanthozona","parascorpaena_aurita","parascorpaena_mcadamsi","parascorpaena_mossambica","parascorpaena_picta","pardachirus_paroninus","parenchelyurus_hepburni","parioglossus_philippinus","parupeneus_barberinoides","parupeneus_barberinus","parupeneus_crassilabris","parupeneus_multifasciatus","pentapodus_caninus","pervagor_janthinosoma","pervagor_melanocephalus","petroscirtes_breviceps","pherallodus_indicus","pholidichthys_leucotaenia","phoxocampus_kampeni","phoxocampus_tetrophthalmus","phyllogobius_platycephalops","pictichromis_diadema","pictichromis_porphyrea","plagiotremus_laudandus","plagiotremus_rhinorhynchos","platax_boersii","platycephalidae","plectorhinchus_chaetodonoides","plectorhinchus_lessonii","plectorhinchus_polytaenia","plectranthias_inermis","plectranthias_longimanus","plectranthias_nanus","plectroglyphidodon_dickii","plectroglyphidodon_leucozona","plesiopidae","plesiops_cephalotaenia","plesiops_coeruleolineatus","pleurosicya_annandalei","pleurosicya_boldinghi","pleurosicya_coerulea","pleurosicya_elongata","pleurosicya_micheli","pleurosicya_mossambica","pleurosicya_muscarum","plotosus_lineatus","pogonoperca_punctata","pomacanthus_semicirculatus","pomacentridae","pomacentrus_adelus","pomacentrus_alexanderae","pomacentrus_amboinensis","pomacentrus_armillatus","pomacentrus_bankanensis","pomacentrus_brachialis","pomacentrus_burroughi","pomacentrus_chrysurus","pomacentrus_coelestis","pomacentrus_grammorhynchus","pomacentrus_lepidogenys","pomacentrus_moluccensis","pomacentrus_nagasakiensis","pomacentrus_nigromanus","pomacentrus_nigromarginatus","pomacentrus_philippinus","pomacentrus_stigma","pomacentrus_vaiuli","praealticus_bilineatus","praealticus_striatus","priacanthus_blochii","priacanthus_sagittarius","priolepis","priolepis_agrena","priolepis_aithiops","priolepis_cincta","priolepis_compita","priolepis_fallacincta","priolepis_kappa","priolepis_nuchifasciata","priolepis_pallidicincta","priolepis_semidoliata","priolepis_vexilla","pristiapogon_abrogramma","pristiapogon_exostigma","pristiapogon_fraenatus","pristiapogon_kallopterus","pristiapogon_taeniopterus","pristiapogon_urostigma","pristicon_rhodopterus","pristicon_rufus","pristicon_trimaculatus","pseudamia","pseudamia_amblyuroptera","pseudamia_gelatinosa","pseudamia_hayashii","pseudamiops_gracilicauda","pseudanthias","pseudanthias_huchtii","pseudanthias_hypselosoma","pseudanthias_pleurotaenia","pseudanthias_squamipinnis","pseudocheilinus_evanidus","pseudocheilinus_hexataenia","pseudochromis","pseudochromis_bitaeniatus","pseudochromis_caudalis","pseudochromis_coccinicauda","pseudochromis_cyanotaenia","pseudochromis_flavopunctatus","pseudochromis_fuscus","pseudochromis_marshallensis","pseudochromis_perspicillatus","pseudochromis_tapeinosoma","pseudocoris_yamashiroi","pseudogramma_polyacanthus","pseudojuloides_cerasinus","pseudoplesiops","pseudoplesiops_annae","pseudoplesiops_immaculatus","pseudoplesiops_rosae","pseudoplesiops_typus","pteragogus_cryptus","pteragogus_flagellifer","pteragogus_guttatus","ptereleotris_evides","pterois_antennata","pterois_radiata","pteropsaron_springeri","pycnochromis_amboinensis","pycnochromis_delta","pycnochromis_margaritifer","pycnochromis_ovatiformis","pycnochromis_retrofasciatus","pygoplites_diacanthus","rhabdoblennius_nitidus","rhinecanthus_verrucosus","richardsonichthys_leucogaster","rogadius_patriciae","salarias_alboguttatus","salarias_ceramensis","salarias_fasciatus","salarias_segmentatus","salarias_sinuosus","samariscus_triocellatus","sargocentron_cornutum","sargocentron_diadema","sargocentron_iota","sargocentron_melanospilos","sargocentron_punctatissimum","sargocentron_rubrum","sargocentron_tiereoides","saurida_gracilis","saurida_nebulosa","scarus","scarus_flavipectoralis","scarus_forsteni","scarus_hypselopterus","scarus_niger","scarus_psittacus","scarus_rubroviolaceus","scarus_schlegeli","scarus_spinus","scarus_tricolor","scolecenchelys_macroptera","scolopsis_bilineata","scolopsis_ciliata","scorpaenidae","scorpaenodes","scorpaenodes_albaiensis","scorpaenodes_corallinus","scorpaenodes_guamensis","scorpaenodes_kelloggi","scorpaenodes_parvipinnis","scorpaenodes_varipinnis","scorpaenopsis","scorpaenopsis_macrochir","scorpaenopsis_oxycephalus","scorpaenopsis_papuensis","scorpaenopsis_possi","scorpaenopsis_ramaraoi","scorpaenopsis_venosa","scorpaenopsis_vittapinna","sebastapistes_cyanostigma","sebastapistes_fowleri","sebastapistes_mauritiana","sebastapistes_strongia","selar_crumenophthalmus","siganus_punctatus","siganus_spinus","siganus_virgatus","siphamia_jebbi","siphamia_majimai","siphamia_spinicola","siphamia_tubifer","soleichthys","soleichthys_heterorhinos","solenostomus_paradoxus","sphyraena_barracuda","spratelloides_delicatulus","spratelloides_gracilis","steeneichthys_nativitatus","stegastes_lacrymatus","stethojulis_albovittata","stethojulis_bandanensis","stethojulis_interrupta","stethojulis_strigiventer","stethojulis_trilineata","strongylura_incisa","sueviota","sueviota_atrinasa","sueviota_lachneri","sunagocia_arenicola","sunagocia_otaitensis","suttonia_lineata","synanceia_alula","synchiropus","synchiropus_morrisoni","synchiropus_moyeri","synchiropus_ocellatus","synchiropus_splendidus","synodontidae","synodus","synodus_binotatus","synodus_dermatogenys","synodus_jaculum","synodus_variegatus","taeniamia_biguttata","taeniamia_fucata","taeniamia_melasma","taenianotus_triacanthus","thalasomma_lunare","thalassoma_amblycephalus","thalassoma_hardwicke","thalassoma_lunare","thalassoma_quinquevittatum","thysanophrys_celebica","thysanophrys_chiltonae","trachinocephalus","trachyrhamphus_longirostris","trimma","trimma_agrena","trimma_annosum","trimma_benjamini","trimma_cana","trimma_caudomaculatum","trimma_cheni","trimma_griffithsi","trimma_habrum","trimma_haimassum","trimma_halonevum","trimma_hayashii","trimma_macrophthalmus","trimma_milta","trimma_nasa","trimma_naudei","trimma_okinawae","trimma_preclarum","trimma_rubromaculatum","trimma_species_2","trimma_stobbsi","trimma_striatum","trimma_tevegae","trimma_trioculatum","trimma_yanoi","trimmatom","trimmatom_nanus","ucla_xenogrammus","ungusurculus","ungusurculus_philippinensis","ungusurculus_williamsi","uranoscopus_sulphureus","uroconger","uroconger_lepturus","uropterygius","uropterygius_concolor","uropterygius_kamar","uropterygius_marmoratus","uropterygius_nagoensis","uropterygius_xanthopterus","valenciennea","valenciennea_puellaris","valenciennea_sexguttata","valenciennea_strigata","variola_louti","verulux_cypselurus","wetmorella_albofasciata","wetmorella_nigropinnata","xenisthmus_eirospilus","xenisthmus_polyzonatus","zebrasoma_scopas"
"dau_09",2016-04-06,9.195861,123.274139,15.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,1,0,0,73,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,14,0,0,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dau_15",2016-04-09,9.2011,123.2793,24.0792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,0,0,0,0,0,1,11,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
