ALL	*SampleSet*																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
1793	1983																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
																																																																																				1																																																																																																																																																											1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			1																																																																											1																																																																							1																																																																																																																																																																																																																																																																																												2																																																																																																																																																																																																																																																																																										2																					
																																																																																																																																																																																																																																																																																																																																										1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													1																																																																																																																																																																																																																																																																																																																																																																																																																																																		
																											2																																																																																																																																																																																																																																																																																																																							2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															1																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
								1													2																																																																																																																																						1																																																					1						1																																																																																																																																																																																					1																																																																																																																																																																																	2																																																																																																																																																																																																																																																																																																															2																																																																																																							3												1		1																																																																																																																																																					3																																																1																																							3																					1														2																																																																																																																																																																																																																																																							2																								1								1																																																																														5																							5																																																																																																											5																																										13							1																1																			1																														3														3										1																1																																										1					5																																
																																																																																																			1																																																											1																																																									1	2																																																																																																																																					1																																																																																																																																																																							3																																																										1																																																																																										24				2		1																																																																																																																							1																																							1																					3	1																																																																																																																																								2				1																					1																							1																																																																														1				1																																																																																					6																																									3																										3																																																																						1																																																												5																																																																																																																																																																		1																														1																																																																																					5						2																																																			2					15																											7																			4																																																					1																																																																																																																																																			
												1																																																																																																																										1																	1																																																										1																										1												2					1																																																																		1																															2																					4																																															1																														1																																																																																																																																																																																																				1																																																								1																																																																			1																																																																																		1																																																														1																				1																																																																																										1																																																				1																																											1																																																																																																																																																																																																																																																																																																																																																																																													1																																																																																							1																																																												3																																																																																																																																																							1																																																																																				2		2																				2																																																										3									1																
																																																																																																																																																																																																																														1																																																																																																																																																				1																																																																																																																																																																																																																																																																																																																																																																																														1																																																																																																																	1																																												1																																																																		4	1																																																																																																																																																																																																									1																																																																																																																																																	1																																																																																																																																																																														2																																																																5																									1																																																																																																																																																																																																						3																																																																																																																																																																																												2												
																																						1																																																																																																																																																																																																																																																																																																																							2																																																							1																							2																																				2																																																																																																																																																																			1																																			1																																																																																																																																																																																																																																																	1																																							3																																																																																														1																																								1																																																																																																																		1																																																																																																																																																																																			2																																																																																																																																																																																																																														1																													1	1																																																							1																																					1																				2																						1										1																																																																								1							2																																																																																																																																												
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									1																																																																																																																																																																																																																																																											
																																																																																																																												1										1																																	1																											1					1																							1					1																																															2																																																																											1			2																																							2																																																																																																																													1																														1																																																																																										1			4				2														1																																					1																																																																3								2																																															1																																				1																						1																																																																																																								4						1																																																										1				2																																																																																																																																					1										1																																																								3			1																																																																																																																																																																																1					1															2			1																																																				1																																						1																																																											1																	1																																	2																																		1											2																																																															2	1		2																													1											1																																																																		1																																							1																	1																																										2						1											1								
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									1																																																																																																																																																																																																																																																																																																																																																																																																																				5																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
																																																																																																																																																																																																																																																																																																																									2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														1																					1																																																											
																																						1																																																																																													1																				2																																	1																																						2																																																			4				2											5							2													1																																									3			1																																																																																																			1					1																																																																																										1												1																																																																																																																																															4				2																																																																																																												2																							2														1															2																	1										1																																								1																															2																																																																						3						1											1	2																					1																																								1				1																	1								1									3												1																																																	2									8																						3																																																	4																	1																																																								1																																																					1												4																																																																																																																	2																		2							1																1									2																					1																														1																																1																																																																															3																																2			1	2									1																3																												9															1					8															2																																						2																																										2																									
								1																																																																																																																																																																																																														2																																																																																	3																																																																																											2																																																																																1																																				1																																												1																																																																																																	1																												1																							1					1						1																																															1																																																																																																1																	2										1																																		1																	1										1																																							1																		2																																																		2							1																																																											1																																									2																											1																																																																	2																																																																																2																																																																																																																																																																													4																																																																								1																		1																																																																																					2														1				7																							1	1																																			1							3				1																																		6																																																		1																																														1																														1																																																																	
																																																																																																													1																																																																																																																	1																																							1																																																																																								2																					7																																								1										1																																																																																																																																																																																																																																																																																							2																																																																																																																																																																																		1																																																																																																																																																1																																																																																																																																																												1														2																																																																																																																																																																																				1																																																																																																																																																																																			1																																	1		1																																																										5																																		1																																			1																																							3	3																																																																																																																																										9																																																																										1																			
																																																																																																							4																																							3																																																					1	1																																																																																																																																																																																																																																																																				1																																																																																																																																								2		1																																																																																						1																																																																																																																																																																																													2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																1																																																																																											1																																											2																																																																																																																																																																									1																																																							1															5																																																													8																								1																																							1																																																																																2																									
																																																																																																																																																																																																			1																																															6																																																																																																																																7																																																																																																3																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		5		1																																																																					4																																																																																																													1																																																																																																																																																																1																																															1																																												3						1																															4																																																																																																							
																																																																																																																																																																																																																																																																																																																																																																																																	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												2																																									1																																																																																																																																																																																																																																																																																																																																																																																							
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																1																																																																																															
																																																																																																																																																																																																																																																																																																																									1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				1	2																																																																					3																																																							1																																																												3																																																																																																																																																																													3																																																																																																																						2																																																					3																																					6																																																																																					7																									1																																																																																																																																																			1					1																																																																																																																														2																																																																																																																								
																																																																																																																																																																																																																																																																																																																				2																																																																																																																																																																																																																																																																																																																													1																																												1																															1																																																																																																																																																																																																																																																																																																																																																																																																																												1																																																																																																																																																																																																																																																																																																																																																																																																																																					1																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
